 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ce162         ce163         ce164         ce165         ce166         ce167         ce168         ce169
     27  8.489118412102E-05  1.003693E-30  1.001838E-30  1.002747E-30  1.003773E-30  1.003640E-30  1.002419E-30  1.002730E-30  1.002641E-30
     28  9.570255892797E-05  1.004162E-30  1.002072E-30  1.003097E-30  1.004253E-30  1.004104E-30  1.002727E-30  1.003078E-30  1.002977E-30
     29  1.070853065563E-04  1.004657E-30  1.002318E-30  1.003465E-30  1.004758E-30  1.004592E-30  1.003052E-30  1.003445E-30  1.003330E-30
     30  1.190882425669E-04  1.005179E-30  1.002578E-30  1.003854E-30  1.005291E-30  1.005106E-30  1.003395E-30  1.003832E-30  1.003702E-30
     31  1.366291075688E-04  1.005941E-30  1.002957E-30  1.004421E-30  1.006070E-30  1.005857E-30  1.003896E-30  1.004397E-30  1.004246E-30
     32  1.695708820900E-04  1.007371E-30  1.003669E-30  1.005488E-30  1.007533E-30  1.007268E-30  1.004839E-30  1.005460E-30  1.005265E-30
     33  1.992873377730E-04  1.008661E-30  1.004311E-30  1.006450E-30  1.008852E-30  1.008541E-30  1.005690E-30  1.006420E-30  1.006183E-30
     34  2.264248739983E-04  1.009839E-30  1.004896E-30  1.007329E-30  1.010056E-30  1.009702E-30  1.006468E-30  1.007297E-30  1.007020E-30
     35  2.515933231106E-04  1.010930E-30  1.005439E-30  1.008144E-30  1.011173E-30  1.010779E-30  1.007190E-30  1.008111E-30  1.007795E-30
     36  2.753099894686E-04  1.011959E-30  1.005951E-30  1.008912E-30  1.012224E-30  1.011793E-30  1.007871E-30  1.008878E-30  1.008525E-30
     37  2.979926919870E-04  1.012942E-30  1.006440E-30  1.009647E-30  1.013230E-30  1.012763E-30  1.008523E-30  1.009613E-30  1.009222E-30
     38  3.199702121451E-04  1.013894E-30  1.006913E-30  1.010359E-30  1.014205E-30  1.013703E-30  1.009156E-30  1.010325E-30  1.009897E-30
     39  3.524429751724E-04  1.015301E-30  1.007613E-30  1.011411E-30  1.015644E-30  1.015090E-30  1.010091E-30  1.011378E-30  1.010892E-30
     40  3.836809895565E-04  1.016653E-30  1.008285E-30  1.012423E-30  1.017029E-30  1.016425E-30  1.010991E-30  1.012392E-30  1.011848E-30
     41  4.138876583201E-04  1.017960E-30  1.008935E-30  1.013402E-30  1.018367E-30  1.017715E-30  1.011863E-30  1.013373E-30  1.012771E-30
     42  4.432651277490E-04  1.019231E-30  1.009566E-30  1.014354E-30  1.019668E-30  1.018969E-30  1.012712E-30  1.014328E-30  1.013667E-30
     43  4.720041568584E-04  1.020473E-30  1.010184E-30  1.015286E-30  1.020941E-30  1.020195E-30  1.013543E-30  1.015263E-30  1.014543E-30
     44  5.002792532552E-04  1.021695E-30  1.010791E-30  1.016203E-30  1.022193E-30  1.021402E-30  1.014362E-30  1.016184E-30  1.015403E-30
     45  5.282472522620E-04  1.022903E-30  1.011391E-30  1.017110E-30  1.023431E-30  1.022594E-30  1.015172E-30  1.017095E-30  1.016252E-30
     46  5.560479783168E-04  1.024104E-30  1.011988E-30  1.018011E-30  1.024662E-30  1.023779E-30  1.015978E-30  1.018001E-30  1.017096E-30
     47  5.838060709037E-04  1.025302E-30  1.012583E-30  1.018912E-30  1.025890E-30  1.024962E-30  1.016784E-30  1.018907E-30  1.017936E-30
     48  6.116334118686E-04  1.026503E-30  1.013180E-30  1.019815E-30  1.027122E-30  1.026148E-30  1.017593E-30  1.019815E-30  1.018778E-30
     49  6.396318340541E-04  1.027710E-30  1.013780E-30  1.020723E-30  1.028360E-30  1.027340E-30  1.018407E-30  1.020730E-30  1.019624E-30
     50  6.678959636874E-04  1.028929E-30  1.014385E-30  1.021640E-30  1.029610E-30  1.028543E-30  1.019230E-30  1.021654E-30  1.020476E-30
     51  6.965161747902E-04  1.030162E-30  1.014998E-30  1.022569E-30  1.030876E-30  1.029761E-30  1.020064E-30  1.022591E-30  1.021338E-30
     52  7.255817382538E-04  1.031414E-30  1.015620E-30  1.023513E-30  1.032161E-30  1.030998E-30  1.020912E-30  1.023542E-30  1.022212E-30
     53  7.551843574001E-04  1.032689E-30  1.016253E-30  1.024474E-30  1.033470E-30  1.032257E-30  1.021776E-30  1.024512E-30  1.023101E-30
     54  7.854224313090E-04  1.033990E-30  1.016899E-30  1.025456E-30  1.034806E-30  1.033542E-30  1.022660E-30  1.025504E-30  1.024007E-30
     55  8.164066374138E-04  1.035323E-30  1.017561E-30  1.026463E-30  1.036175E-30  1.034859E-30  1.023566E-30  1.026521E-30  1.024935E-30
     56  8.482679080764E-04  1.036693E-30  1.018242E-30  1.027498E-30  1.037583E-30  1.036212E-30  1.024499E-30  1.027567E-30  1.025887E-30
     57  8.811699017317E-04  1.038107E-30  1.018944E-30  1.028567E-30  1.039037E-30  1.037609E-30  1.025464E-30  1.028648E-30  1.026869E-30
     58  9.153304977871E-04  1.039575E-30  1.019673E-30  1.029677E-30  1.040545E-30  1.039059E-30  1.026466E-30  1.029772E-30  1.027886E-30
     59  9.510634923056E-04  1.041109E-30  1.020435E-30  1.030839E-30  1.042123E-30  1.040575E-30  1.027516E-30  1.030948E-30  1.028949E-30
     60  9.888739022907E-04  1.042732E-30  1.021241E-30  1.032068E-30  1.043793E-30  1.042178E-30  1.028628E-30  1.032193E-30  1.030071E-30
     61  1.029744313280E-03  1.044484E-30  1.022112E-30  1.033398E-30  1.045597E-30  1.043910E-30  1.029831E-30  1.033541E-30  1.031281E-30
     62  1.076805333108E-03  1.046502E-30  1.023114E-30  1.034929E-30  1.047674E-30  1.045903E-30  1.031219E-30  1.035094E-30  1.032672E-30
     63  1.127478238084E-03  1.048672E-30  1.024192E-30  1.036578E-30  1.049910E-30  1.048048E-30  1.032715E-30  1.036768E-30  1.034166E-30
     64  1.179263354774E-03  1.050888E-30  1.025292E-30  1.038264E-30  1.052195E-30  1.050239E-30  1.034247E-30  1.038481E-30  1.035688E-30
     65  1.231720185468E-03  1.053132E-30  1.026407E-30  1.039973E-30  1.054509E-30  1.052457E-30  1.035800E-30  1.040218E-30  1.037227E-30
     66  1.284679788904E-03  1.055395E-30  1.027531E-30  1.041698E-30  1.056844E-30  1.054694E-30  1.037371E-30  1.041974E-30  1.038775E-30
     67  1.338068714676E-03  1.057675E-30  1.028664E-30  1.043438E-30  1.059198E-30  1.056948E-30  1.038958E-30  1.043745E-30  1.040332E-30
     68  1.391852718980E-03  1.059969E-30  1.029804E-30  1.045192E-30  1.061569E-30  1.059217E-30  1.040558E-30  1.045532E-30  1.041897E-30
     69  1.446014888479E-03  1.062279E-30  1.030952E-30  1.046959E-30  1.063956E-30  1.061500E-30  1.042172E-30  1.047333E-30  1.043468E-30
     70  1.500546342624E-03  1.064602E-30  1.032106E-30  1.048739E-30  1.066359E-30  1.063797E-30  1.043800E-30  1.049149E-30  1.045045E-30
     71  1.555442065896E-03  1.066938E-30  1.033268E-30  1.050531E-30  1.068778E-30  1.066108E-30  1.045441E-30  1.050978E-30  1.046628E-30
     72  1.610698967280E-03  1.069289E-30  1.034436E-30  1.052336E-30  1.071213E-30  1.068432E-30  1.047095E-30  1.052822E-30  1.048218E-30
     73  1.666314948699E-03  1.071652E-30  1.035611E-30  1.054153E-30  1.073663E-30  1.070770E-30  1.048762E-30  1.054679E-30  1.049813E-30
     74  1.722288445659E-03  1.074029E-30  1.036794E-30  1.055983E-30  1.076129E-30  1.073121E-30  1.050443E-30  1.056550E-30  1.051414E-30
     75  1.778618195039E-03  1.076419E-30  1.037983E-30  1.057826E-30  1.078610E-30  1.075485E-30  1.052137E-30  1.058435E-30  1.053020E-30
     76  1.835303663832E-03  1.078822E-30  1.039178E-30  1.059681E-30  1.081106E-30  1.077862E-30  1.053844E-30  1.060334E-30  1.054632E-30
     77  1.892344396716E-03  1.081238E-30  1.040381E-30  1.061548E-30  1.083618E-30  1.080252E-30  1.055564E-30  1.062247E-30  1.056250E-30
     78  1.949739812628E-03  1.083667E-30  1.041590E-30  1.063428E-30  1.086145E-30  1.082655E-30  1.057297E-30  1.064173E-30  1.057872E-30
     79  2.007489276907E-03  1.086109E-30  1.042806E-30  1.065321E-30  1.088688E-30  1.085071E-30  1.059044E-30  1.066113E-30  1.059500E-30
     80  2.065592139419E-03  1.088564E-30  1.044029E-30  1.067226E-30  1.091247E-30  1.087500E-30  1.060804E-30  1.068067E-30  1.061133E-30
     81  2.124047755162E-03  1.091032E-30  1.045259E-30  1.069144E-30  1.093820E-30  1.089941E-30  1.062577E-30  1.070034E-30  1.062771E-30
     82  2.182855495215E-03  1.093513E-30  1.046496E-30  1.071074E-30  1.096410E-30  1.092396E-30  1.064363E-30  1.072015E-30  1.064414E-30
     83  2.242014752368E-03  1.096006E-30  1.047739E-30  1.073017E-30  1.099015E-30  1.094863E-30  1.066162E-30  1.074010E-30  1.066062E-30
     84  2.301524943777E-03  1.098512E-30  1.048989E-30  1.074973E-30  1.101635E-30  1.097342E-30  1.067974E-30  1.076018E-30  1.067714E-30
     85  2.361385511936E-03  1.101030E-30  1.050246E-30  1.076941E-30  1.104271E-30  1.099834E-30  1.069800E-30  1.078040E-30  1.069372E-30
     86  2.421595924701E-03  1.103561E-30  1.051510E-30  1.078922E-30  1.106922E-30  1.102338E-30  1.071639E-30  1.080076E-30  1.071034E-30
     87  2.482155674804E-03  1.106105E-30  1.052780E-30  1.080915E-30  1.109589E-30  1.104855E-30  1.073491E-30  1.082125E-30  1.072700E-30
     88  2.543064279071E-03  1.108660E-30  1.054057E-30  1.082921E-30  1.112271E-30  1.107384E-30  1.075356E-30  1.084187E-30  1.074371E-30
     89  2.604321277494E-03  1.111228E-30  1.055341E-30  1.084940E-30  1.114969E-30  1.109925E-30  1.077234E-30  1.086263E-30  1.076046E-30
     90  2.665926232237E-03  1.113809E-30  1.056632E-30  1.086972E-30  1.117683E-30  1.112479E-30  1.079125E-30  1.088353E-30  1.077725E-30
     91  2.727878734382E-03  1.116401E-30  1.057930E-30  1.089016E-30  1.120412E-30  1.115044E-30  1.081029E-30  1.090456E-30  1.079409E-30
     92  2.790178404165E-03  1.119006E-30  1.059234E-30  1.091073E-30  1.123156E-30  1.117621E-30  1.082947E-30  1.092572E-30  1.081096E-30
     93  2.852824875480E-03  1.121623E-30  1.060545E-30  1.093143E-30  1.125917E-30  1.120211E-30  1.084878E-30  1.094702E-30  1.082788E-30
     94  2.915817796872E-03  1.124252E-30  1.061863E-30  1.095225E-30  1.128693E-30  1.122812E-30  1.086821E-30  1.096845E-30  1.084483E-30
     95  2.979156831833E-03  1.126893E-30  1.063188E-30  1.097321E-30  1.131484E-30  1.125425E-30  1.088778E-30  1.099001E-30  1.086183E-30
