 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cr67          cr68          cr69          cr70          cr71          cr72          cr73          cr74 
     27  8.489118412102E-05  1.009567E-30  1.011156E-30  1.011887E-30  1.015236E-30  1.014514E-30  1.016814E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.010784E-30  1.012575E-30  1.013398E-30  1.017172E-30  1.016357E-30  1.018949E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.012066E-30  1.014069E-30  1.014988E-30  1.019210E-30  1.018296E-30  1.021195E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.013417E-30  1.015643E-30  1.016665E-30  1.021357E-30  1.020340E-30  1.023562E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.015391E-30  1.017943E-30  1.019113E-30  1.024494E-30  1.023323E-30  1.027018E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.019095E-30  1.022259E-30  1.023707E-30  1.030378E-30  1.028919E-30  1.033498E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.022436E-30  1.026149E-30  1.027847E-30  1.035679E-30  1.033957E-30  1.039332E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.025484E-30  1.029699E-30  1.031623E-30  1.040513E-30  1.038550E-30  1.044650E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.028310E-30  1.032989E-30  1.035122E-30  1.044992E-30  1.042804E-30  1.049575E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.030972E-30  1.036088E-30  1.038417E-30  1.049208E-30  1.046806E-30  1.054209E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.033517E-30  1.039049E-30  1.041565E-30  1.053236E-30  1.050629E-30  1.058634E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.035982E-30  1.041916E-30  1.044613E-30  1.057135E-30  1.054327E-30  1.062916E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.039622E-30  1.046150E-30  1.049111E-30  1.062890E-30  1.059784E-30  1.069231E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.043121E-30  1.050219E-30  1.053434E-30  1.068418E-30  1.065023E-30  1.075295E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.046503E-30  1.054151E-30  1.057609E-30  1.073756E-30  1.070080E-30  1.081147E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.049790E-30  1.057972E-30  1.061666E-30  1.078941E-30  1.074990E-30  1.086829E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.053004E-30  1.061706E-30  1.065630E-30  1.084007E-30  1.079784E-30  1.092376E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.056164E-30  1.065378E-30  1.069526E-30  1.088986E-30  1.084494E-30  1.097825E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.059289E-30  1.069007E-30  1.073376E-30  1.093904E-30  1.089144E-30  1.103205E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.062393E-30  1.072611E-30  1.077198E-30  1.098787E-30  1.093759E-30  1.108544E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.065491E-30  1.076207E-30  1.081012E-30  1.103656E-30  1.098360E-30  1.113865E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.068595E-30  1.079810E-30  1.084830E-30  1.108532E-30  1.102964E-30  1.119191E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.071716E-30  1.083432E-30  1.088669E-30  1.113432E-30  1.107590E-30  1.124540E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.074866E-30  1.087085E-30  1.092540E-30  1.118372E-30  1.112251E-30  1.129930E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.078053E-30  1.090782E-30  1.096455E-30  1.123368E-30  1.116963E-30  1.135379E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.081288E-30  1.094533E-30  1.100428E-30  1.128436E-30  1.121740E-30  1.140902E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.084582E-30  1.098351E-30  1.104469E-30  1.133591E-30  1.126597E-30  1.146518E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.087944E-30  1.102247E-30  1.108593E-30  1.138850E-30  1.131550E-30  1.152243E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.091387E-30  1.106236E-30  1.112814E-30  1.144231E-30  1.136616E-30  1.158098E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.094925E-30  1.110335E-30  1.117149E-30  1.149757E-30  1.141816E-30  1.164108E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.098577E-30  1.114564E-30  1.121621E-30  1.155456E-30  1.147175E-30  1.170302E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.102367E-30  1.118950E-30  1.126258E-30  1.161364E-30  1.152728E-30  1.176719E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.106328E-30  1.123534E-30  1.131103E-30  1.167535E-30  1.158525E-30  1.183417E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.110516E-30  1.128380E-30  1.136222E-30  1.174054E-30  1.164645E-30  1.190488E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.115040E-30  1.133613E-30  1.141748E-30  1.181088E-30  1.171246E-30  1.198113E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.120246E-30  1.139631E-30  1.148101E-30  1.189173E-30  1.178827E-30  1.206869E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.125845E-30  1.146102E-30  1.154929E-30  1.197860E-30  1.186966E-30  1.216269E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.131562E-30  1.152706E-30  1.161894E-30  1.206718E-30  1.195259E-30  1.225845E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.137348E-30  1.159386E-30  1.168936E-30  1.215671E-30  1.203633E-30  1.235513E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.143184E-30  1.166121E-30  1.176032E-30  1.224689E-30  1.212062E-30  1.245243E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.149061E-30  1.172900E-30  1.183172E-30  1.233759E-30  1.220532E-30  1.255019E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.154975E-30  1.179720E-30  1.190350E-30  1.242875E-30  1.229038E-30  1.264835E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.160925E-30  1.186578E-30  1.197565E-30  1.252034E-30  1.237577E-30  1.274687E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.166910E-30  1.193472E-30  1.204815E-30  1.261233E-30  1.246146E-30  1.284573E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.172929E-30  1.200402E-30  1.212099E-30  1.270472E-30  1.254745E-30  1.294491E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.178981E-30  1.207368E-30  1.219416E-30  1.279750E-30  1.263373E-30  1.304441E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.185066E-30  1.214368E-30  1.226766E-30  1.289066E-30  1.272028E-30  1.314421E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.191184E-30  1.221402E-30  1.234148E-30  1.298419E-30  1.280711E-30  1.324431E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.197334E-30  1.228471E-30  1.241563E-30  1.307808E-30  1.289419E-30  1.334469E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.203517E-30  1.235573E-30  1.249008E-30  1.317234E-30  1.298154E-30  1.344536E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.209732E-30  1.242709E-30  1.256485E-30  1.326696E-30  1.306914E-30  1.354630E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.215979E-30  1.249878E-30  1.263993E-30  1.336193E-30  1.315699E-30  1.364751E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.222257E-30  1.257080E-30  1.271532E-30  1.345725E-30  1.324508E-30  1.374898E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.228568E-30  1.264315E-30  1.279100E-30  1.355291E-30  1.333340E-30  1.385071E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.234910E-30  1.271582E-30  1.286699E-30  1.364891E-30  1.342196E-30  1.395269E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.241283E-30  1.278881E-30  1.294327E-30  1.374524E-30  1.351075E-30  1.405491E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.247687E-30  1.286213E-30  1.301984E-30  1.384190E-30  1.359976E-30  1.415737E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.254122E-30  1.293576E-30  1.309671E-30  1.393889E-30  1.368898E-30  1.426006E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.260588E-30  1.300970E-30  1.317386E-30  1.403619E-30  1.377841E-30  1.436297E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.267085E-30  1.308396E-30  1.325129E-30  1.413381E-30  1.386805E-30  1.446610E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.273611E-30  1.315852E-30  1.332899E-30  1.423174E-30  1.395789E-30  1.456944E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.280168E-30  1.323339E-30  1.340698E-30  1.432998E-30  1.404792E-30  1.467299E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.286755E-30  1.330857E-30  1.348524E-30  1.442852E-30  1.413814E-30  1.477673E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.293372E-30  1.338404E-30  1.356377E-30  1.452735E-30  1.422855E-30  1.488068E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.300019E-30  1.345982E-30  1.364256E-30  1.462648E-30  1.431914E-30  1.498480E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.306695E-30  1.353589E-30  1.372162E-30  1.472589E-30  1.440990E-30  1.508911E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.313401E-30  1.361226E-30  1.380093E-30  1.482559E-30  1.450083E-30  1.519360E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.320136E-30  1.368892E-30  1.388051E-30  1.492556E-30  1.459193E-30  1.529826E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.326899E-30  1.376586E-30  1.396034E-30  1.502582E-30  1.468318E-30  1.540308E-30  1.000000E-30  1.000000E-30
