 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                v58           v59           v60           v61           v62           v63           v64           v65  
     27  8.489118412102E-05  1.000681E-30  1.001984E-30  1.000810E-30  1.000000E-30  1.000521E-30  1.001144E-30  1.000000E-30  1.000153E-30
     28  9.570255892797E-05  1.000768E-30  1.002237E-30  1.000914E-30  1.000000E-30  1.000590E-30  1.001294E-30  1.000000E-30  1.000172E-30
     29  1.070853065563E-04  1.000860E-30  1.002504E-30  1.001024E-30  1.000000E-30  1.000665E-30  1.001453E-30  1.000000E-30  1.000192E-30
     30  1.190882425669E-04  1.000957E-30  1.002786E-30  1.001140E-30  1.000000E-30  1.000744E-30  1.001623E-30  1.000000E-30  1.000214E-30
     31  1.366291075688E-04  1.001098E-30  1.003199E-30  1.001310E-30  1.000000E-30  1.000862E-30  1.001873E-30  1.000000E-30  1.000245E-30
     32  1.695708820900E-04  1.001364E-30  1.003976E-30  1.001631E-30  1.000000E-30  1.001088E-30  1.002349E-30  1.000000E-30  1.000304E-30
     33  1.992873377730E-04  1.001605E-30  1.004678E-30  1.001921E-30  1.000000E-30  1.001299E-30  1.002787E-30  1.000000E-30  1.000357E-30
     34  2.264248739983E-04  1.001825E-30  1.005321E-30  1.002188E-30  1.000002E-30  1.001496E-30  1.003194E-30  1.000000E-30  1.000405E-30
     35  2.515933231106E-04  1.002029E-30  1.005918E-30  1.002437E-30  1.000005E-30  1.001683E-30  1.003578E-30  1.000000E-30  1.000449E-30
     36  2.753099894686E-04  1.002222E-30  1.006482E-30  1.002672E-30  1.000010E-30  1.001864E-30  1.003944E-30  1.000000E-30  1.000491E-30
     37  2.979926919870E-04  1.002407E-30  1.007022E-30  1.002897E-30  1.000017E-30  1.002040E-30  1.004299E-30  1.000000E-30  1.000531E-30
     38  3.199702121451E-04  1.002586E-30  1.007547E-30  1.003117E-30  1.000024E-30  1.002214E-30  1.004648E-30  1.000000E-30  1.000570E-30
     39  3.524429751724E-04  1.002852E-30  1.008324E-30  1.003443E-30  1.000038E-30  1.002477E-30  1.005170E-30  1.000000E-30  1.000627E-30
     40  3.836809895565E-04  1.003108E-30  1.009072E-30  1.003758E-30  1.000055E-30  1.002736E-30  1.005682E-30  1.000000E-30  1.000682E-30
     41  4.138876583201E-04  1.003355E-30  1.009798E-30  1.004064E-30  1.000074E-30  1.002993E-30  1.006184E-30  1.000000E-30  1.000735E-30
     42  4.432651277490E-04  1.003597E-30  1.010506E-30  1.004363E-30  1.000094E-30  1.003249E-30  1.006681E-30  1.000000E-30  1.000786E-30
     43  4.720041568584E-04  1.003833E-30  1.011200E-30  1.004657E-30  1.000117E-30  1.003504E-30  1.007174E-30  1.000000E-30  1.000836E-30
     44  5.002792532552E-04  1.004067E-30  1.011884E-30  1.004948E-30  1.000142E-30  1.003761E-30  1.007666E-30  1.000000E-30  1.000885E-30
     45  5.282472522620E-04  1.004298E-30  1.012562E-30  1.005236E-30  1.000169E-30  1.004020E-30  1.008159E-30  1.000000E-30  1.000933E-30
     46  5.560479783168E-04  1.004528E-30  1.013238E-30  1.005525E-30  1.000199E-30  1.004282E-30  1.008656E-30  1.000000E-30  1.000982E-30
     47  5.838060709037E-04  1.004758E-30  1.013914E-30  1.005814E-30  1.000230E-30  1.004549E-30  1.009159E-30  1.000000E-30  1.001029E-30
     48  6.116334118686E-04  1.004989E-30  1.014593E-30  1.006105E-30  1.000264E-30  1.004822E-30  1.009670E-30  1.000000E-30  1.001077E-30
     49  6.396318340541E-04  1.005222E-30  1.015277E-30  1.006399E-30  1.000300E-30  1.005101E-30  1.010191E-30  1.000000E-30  1.001126E-30
     50  6.678959636874E-04  1.005458E-30  1.015970E-30  1.006698E-30  1.000339E-30  1.005389E-30  1.010724E-30  1.000000E-30  1.001174E-30
     51  6.965161747902E-04  1.005697E-30  1.016673E-30  1.007001E-30  1.000381E-30  1.005685E-30  1.011270E-30  1.000000E-30  1.001223E-30
     52  7.255817382538E-04  1.005940E-30  1.017388E-30  1.007310E-30  1.000427E-30  1.005991E-30  1.011832E-30  1.000000E-30  1.001273E-30
     53  7.551843574001E-04  1.006188E-30  1.018118E-30  1.007627E-30  1.000475E-30  1.006308E-30  1.012411E-30  1.000000E-30  1.001323E-30
     54  7.854224313090E-04  1.006441E-30  1.018866E-30  1.007952E-30  1.000527E-30  1.006638E-30  1.013011E-30  1.000000E-30  1.001374E-30
     55  8.164066374138E-04  1.006702E-30  1.019633E-30  1.008286E-30  1.000584E-30  1.006982E-30  1.013633E-30  1.000000E-30  1.001427E-30
     56  8.482679080764E-04  1.006970E-30  1.020424E-30  1.008632E-30  1.000645E-30  1.007343E-30  1.014282E-30  1.000000E-30  1.001481E-30
     57  8.811699017317E-04  1.007248E-30  1.021243E-30  1.008991E-30  1.000711E-30  1.007721E-30  1.014960E-30  1.000000E-30  1.001536E-30
     58  9.153304977871E-04  1.007537E-30  1.022096E-30  1.009365E-30  1.000782E-30  1.008122E-30  1.015674E-30  1.000000E-30  1.001594E-30
     59  9.510634923056E-04  1.007840E-30  1.022990E-30  1.009758E-30  1.000861E-30  1.008549E-30  1.016432E-30  1.000000E-30  1.001654E-30
     60  9.888739022907E-04  1.008161E-30  1.023938E-30  1.010177E-30  1.000949E-30  1.009009E-30  1.017245E-30  1.000000E-30  1.001717E-30
     61  1.029744313280E-03  1.008509E-30  1.024966E-30  1.010632E-30  1.001048E-30  1.009517E-30  1.018137E-30  1.000000E-30  1.001785E-30
     62  1.076805333108E-03  1.008910E-30  1.026154E-30  1.011159E-30  1.001168E-30  1.010115E-30  1.019181E-30  1.000000E-30  1.001864E-30
     63  1.127478238084E-03  1.009344E-30  1.027437E-30  1.011731E-30  1.001305E-30  1.010774E-30  1.020325E-30  1.000000E-30  1.001948E-30
     64  1.179263354774E-03  1.009789E-30  1.028754E-30  1.012320E-30  1.001453E-30  1.011464E-30  1.021516E-30  1.000000E-30  1.002033E-30
     65  1.231720185468E-03  1.010240E-30  1.030092E-30  1.012921E-30  1.001610E-30  1.012180E-30  1.022745E-30  1.000000E-30  1.002119E-30
     66  1.284679788904E-03  1.010698E-30  1.031448E-30  1.013532E-30  1.001777E-30  1.012920E-30  1.024009E-30  1.000000E-30  1.002206E-30
     67  1.338068714676E-03  1.011160E-30  1.032820E-30  1.014153E-30  1.001953E-30  1.013683E-30  1.025305E-30  1.000000E-30  1.002293E-30
     68  1.391852718980E-03  1.011628E-30  1.034208E-30  1.014783E-30  1.002139E-30  1.014470E-30  1.026634E-30  1.000000E-30  1.002380E-30
     69  1.446014888479E-03  1.012100E-30  1.035610E-30  1.015422E-30  1.002335E-30  1.015280E-30  1.027995E-30  1.000000E-30  1.002468E-30
     70  1.500546342624E-03  1.012577E-30  1.037028E-30  1.016070E-30  1.002540E-30  1.016114E-30  1.029389E-30  1.000000E-30  1.002556E-30
     71  1.555442065896E-03  1.013058E-30  1.038460E-30  1.016728E-30  1.002755E-30  1.016971E-30  1.030816E-30  1.000000E-30  1.002644E-30
     72  1.610698967280E-03  1.013545E-30  1.039907E-30  1.017395E-30  1.002981E-30  1.017853E-30  1.032276E-30  1.000000E-30  1.002732E-30
     73  1.666314948699E-03  1.014036E-30  1.041369E-30  1.018071E-30  1.003216E-30  1.018758E-30  1.033770E-30  1.000000E-30  1.002820E-30
     74  1.722288445659E-03  1.014531E-30  1.042846E-30  1.018756E-30  1.003462E-30  1.019689E-30  1.035297E-30  1.000000E-30  1.002909E-30
     75  1.778618195039E-03  1.015032E-30  1.044338E-30  1.019451E-30  1.003718E-30  1.020643E-30  1.036859E-30  1.000000E-30  1.002998E-30
     76  1.835303663832E-03  1.015537E-30  1.045845E-30  1.020156E-30  1.003985E-30  1.021623E-30  1.038455E-30  1.000000E-30  1.003087E-30
     77  1.892344396716E-03  1.016047E-30  1.047367E-30  1.020870E-30  1.004263E-30  1.022628E-30  1.040085E-30  1.000000E-30  1.003176E-30
     78  1.949739812628E-03  1.016561E-30  1.048905E-30  1.021593E-30  1.004551E-30  1.023659E-30  1.041751E-30  1.000000E-30  1.003265E-30
     79  2.007489276907E-03  1.017081E-30  1.050458E-30  1.022327E-30  1.004851E-30  1.024715E-30  1.043452E-30  1.000000E-30  1.003355E-30
     80  2.065592139419E-03  1.017605E-30  1.052026E-30  1.023070E-30  1.005161E-30  1.025798E-30  1.045188E-30  1.000000E-30  1.003444E-30
     81  2.124047755162E-03  1.018134E-30  1.053610E-30  1.023824E-30  1.005483E-30  1.026906E-30  1.046960E-30  1.000000E-30  1.003534E-30
     82  2.182855495215E-03  1.018668E-30  1.055209E-30  1.024587E-30  1.005817E-30  1.028042E-30  1.048769E-30  1.000000E-30  1.003624E-30
     83  2.242014752368E-03  1.019207E-30  1.056824E-30  1.025361E-30  1.006162E-30  1.029204E-30  1.050614E-30  1.000000E-30  1.003714E-30
     84  2.301524943777E-03  1.019751E-30  1.058454E-30  1.026145E-30  1.006518E-30  1.030393E-30  1.052496E-30  1.000000E-30  1.003804E-30
     85  2.361385511936E-03  1.020300E-30  1.060101E-30  1.026939E-30  1.006887E-30  1.031610E-30  1.054414E-30  1.000000E-30  1.003894E-30
     86  2.421595924701E-03  1.020854E-30  1.061763E-30  1.027744E-30  1.007267E-30  1.032854E-30  1.056370E-30  1.000000E-30  1.003985E-30
     87  2.482155674804E-03  1.021413E-30  1.063441E-30  1.028559E-30  1.007660E-30  1.034126E-30  1.058364E-30  1.000000E-30  1.004075E-30
     88  2.543064279071E-03  1.021977E-30  1.065136E-30  1.029384E-30  1.008065E-30  1.035426E-30  1.060395E-30  1.000000E-30  1.004166E-30
     89  2.604321277494E-03  1.022546E-30  1.066846E-30  1.030221E-30  1.008482E-30  1.036754E-30  1.062465E-30  1.000000E-30  1.004256E-30
     90  2.665926232237E-03  1.023120E-30  1.068573E-30  1.031068E-30  1.008912E-30  1.038111E-30  1.064573E-30  1.000000E-30  1.004347E-30
     91  2.727878734382E-03  1.023699E-30  1.070316E-30  1.031926E-30  1.009354E-30  1.039497E-30  1.066720E-30  1.000011E-30  1.004438E-30
     92  2.790178404165E-03  1.024284E-30  1.072075E-30  1.032794E-30  1.009809E-30  1.040912E-30  1.068906E-30  1.000065E-30  1.004529E-30
     93  2.852824875480E-03  1.024873E-30  1.073851E-30  1.033674E-30  1.010277E-30  1.042356E-30  1.071131E-30  1.000165E-30  1.004620E-30
     94  2.915817796872E-03  1.025468E-30  1.075643E-30  1.034565E-30  1.010758E-30  1.043829E-30  1.073395E-30  1.000312E-30  1.004711E-30
     95  2.979156831833E-03  1.026068E-30  1.077452E-30  1.035468E-30  1.011253E-30  1.045333E-30  1.075700E-30  1.000505E-30  1.004802E-30
