 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                os206         os207         os208         os209         os210         os211         os212         os213
     27  8.489118412102E-05  1.000817E-30  1.000293E-30  1.000790E-30  1.000000E-30  1.000494E-30  1.000846E-30  1.000818E-30  1.000929E-30
     28  9.570255892797E-05  1.000921E-30  1.000330E-30  1.000890E-30  1.000000E-30  1.000557E-30  1.000954E-30  1.000922E-30  1.001048E-30
     29  1.070853065563E-04  1.001031E-30  1.000369E-30  1.000996E-30  1.000000E-30  1.000624E-30  1.001067E-30  1.001032E-30  1.001172E-30
     30  1.190882425669E-04  1.001146E-30  1.000411E-30  1.001108E-30  1.000000E-30  1.000694E-30  1.001187E-30  1.001148E-30  1.001304E-30
     31  1.366291075688E-04  1.001315E-30  1.000471E-30  1.001271E-30  1.000000E-30  1.000796E-30  1.001362E-30  1.001317E-30  1.001496E-30
     32  1.695708820900E-04  1.001632E-30  1.000585E-30  1.001577E-30  1.000000E-30  1.000988E-30  1.001690E-30  1.001634E-30  1.001856E-30
     33  1.992873377730E-04  1.001919E-30  1.000687E-30  1.001853E-30  1.000000E-30  1.001161E-30  1.001986E-30  1.001921E-30  1.002181E-30
     34  2.264248739983E-04  1.002180E-30  1.000781E-30  1.002106E-30  1.000000E-30  1.001319E-30  1.002257E-30  1.002182E-30  1.002479E-30
     35  2.515933231106E-04  1.002422E-30  1.000868E-30  1.002340E-30  1.000000E-30  1.001466E-30  1.002508E-30  1.002425E-30  1.002754E-30
     36  2.753099894686E-04  1.002650E-30  1.000950E-30  1.002560E-30  1.000000E-30  1.001604E-30  1.002744E-30  1.002653E-30  1.003014E-30
     37  2.979926919870E-04  1.002869E-30  1.001028E-30  1.002771E-30  1.000000E-30  1.001736E-30  1.002971E-30  1.002872E-30  1.003262E-30
     38  3.199702121451E-04  1.003080E-30  1.001104E-30  1.002976E-30  1.000000E-30  1.001864E-30  1.003190E-30  1.003083E-30  1.003503E-30
     39  3.524429751724E-04  1.003393E-30  1.001216E-30  1.003278E-30  1.000000E-30  1.002054E-30  1.003514E-30  1.003396E-30  1.003858E-30
     40  3.836809895565E-04  1.003694E-30  1.001324E-30  1.003568E-30  1.000000E-30  1.002236E-30  1.003825E-30  1.003697E-30  1.004200E-30
     41  4.138876583201E-04  1.003985E-30  1.001429E-30  1.003849E-30  1.000000E-30  1.002412E-30  1.004127E-30  1.003988E-30  1.004531E-30
     42  4.432651277490E-04  1.004267E-30  1.001530E-30  1.004122E-30  1.000000E-30  1.002583E-30  1.004420E-30  1.004271E-30  1.004852E-30
     43  4.720041568584E-04  1.004544E-30  1.001630E-30  1.004389E-30  1.000000E-30  1.002751E-30  1.004707E-30  1.004548E-30  1.005167E-30
     44  5.002792532552E-04  1.004816E-30  1.001727E-30  1.004652E-30  1.000000E-30  1.002916E-30  1.004989E-30  1.004821E-30  1.005477E-30
     45  5.282472522620E-04  1.005086E-30  1.001824E-30  1.004912E-30  1.000000E-30  1.003079E-30  1.005268E-30  1.005090E-30  1.005783E-30
     46  5.560479783168E-04  1.005353E-30  1.001920E-30  1.005171E-30  1.000000E-30  1.003242E-30  1.005546E-30  1.005358E-30  1.006087E-30
     47  5.838060709037E-04  1.005620E-30  1.002016E-30  1.005429E-30  1.000000E-30  1.003404E-30  1.005823E-30  1.005625E-30  1.006391E-30
     48  6.116334118686E-04  1.005888E-30  1.002113E-30  1.005688E-30  1.000000E-30  1.003566E-30  1.006101E-30  1.005893E-30  1.006696E-30
     49  6.396318340541E-04  1.006158E-30  1.002210E-30  1.005948E-30  1.000000E-30  1.003730E-30  1.006380E-30  1.006163E-30  1.007003E-30
     50  6.678959636874E-04  1.006430E-30  1.002308E-30  1.006211E-30  1.000000E-30  1.003895E-30  1.006663E-30  1.006435E-30  1.007312E-30
     51  6.965161747902E-04  1.006705E-30  1.002407E-30  1.006477E-30  1.000000E-30  1.004062E-30  1.006948E-30  1.006711E-30  1.007626E-30
     52  7.255817382538E-04  1.006985E-30  1.002508E-30  1.006747E-30  1.000000E-30  1.004232E-30  1.007239E-30  1.006991E-30  1.007944E-30
     53  7.551843574001E-04  1.007270E-30  1.002610E-30  1.007023E-30  1.000000E-30  1.004404E-30  1.007535E-30  1.007276E-30  1.008268E-30
     54  7.854224313090E-04  1.007561E-30  1.002715E-30  1.007304E-30  1.000000E-30  1.004581E-30  1.007837E-30  1.007567E-30  1.008599E-30
     55  8.164066374138E-04  1.007860E-30  1.002822E-30  1.007592E-30  1.000000E-30  1.004762E-30  1.008146E-30  1.007865E-30  1.008939E-30
     56  8.482679080764E-04  1.008166E-30  1.002933E-30  1.007888E-30  1.000000E-30  1.004948E-30  1.008465E-30  1.008172E-30  1.009287E-30
     57  8.811699017317E-04  1.008483E-30  1.003047E-30  1.008194E-30  1.000000E-30  1.005141E-30  1.008794E-30  1.008489E-30  1.009648E-30
     58  9.153304977871E-04  1.008812E-30  1.003166E-30  1.008511E-30  1.000000E-30  1.005340E-30  1.009135E-30  1.008818E-30  1.010022E-30
     59  9.510634923056E-04  1.009156E-30  1.003290E-30  1.008844E-30  1.000000E-30  1.005549E-30  1.009492E-30  1.009162E-30  1.010413E-30
     60  9.888739022907E-04  1.009520E-30  1.003421E-30  1.009195E-30  1.000000E-30  1.005770E-30  1.009870E-30  1.009526E-30  1.010828E-30
     61  1.029744313280E-03  1.009913E-30  1.003563E-30  1.009575E-30  1.000000E-30  1.006009E-30  1.010279E-30  1.009920E-30  1.011275E-30
     62  1.076805333108E-03  1.010366E-30  1.003727E-30  1.010013E-30  1.000000E-30  1.006285E-30  1.010750E-30  1.010373E-30  1.011791E-30
     63  1.127478238084E-03  1.010854E-30  1.003903E-30  1.010484E-30  1.000000E-30  1.006581E-30  1.011257E-30  1.010861E-30  1.012346E-30
     64  1.179263354774E-03  1.011353E-30  1.004083E-30  1.010965E-30  1.000000E-30  1.006884E-30  1.011775E-30  1.011359E-30  1.012913E-30
     65  1.231720185468E-03  1.011858E-30  1.004266E-30  1.011453E-30  1.000000E-30  1.007191E-30  1.012300E-30  1.011864E-30  1.013488E-30
     66  1.284679788904E-03  1.012368E-30  1.004450E-30  1.011945E-30  1.000000E-30  1.007501E-30  1.012830E-30  1.012374E-30  1.014068E-30
     67  1.338068714676E-03  1.012882E-30  1.004636E-30  1.012442E-30  1.000000E-30  1.007814E-30  1.013365E-30  1.012888E-30  1.014653E-30
     68  1.391852718980E-03  1.013399E-30  1.004823E-30  1.012942E-30  1.000000E-30  1.008129E-30  1.013903E-30  1.013405E-30  1.015242E-30
     69  1.446014888479E-03  1.013921E-30  1.005012E-30  1.013445E-30  1.000000E-30  1.008447E-30  1.014446E-30  1.013927E-30  1.015836E-30
     70  1.500546342624E-03  1.014446E-30  1.005202E-30  1.013952E-30  1.000000E-30  1.008766E-30  1.014992E-30  1.014452E-30  1.016433E-30
     71  1.555442065896E-03  1.014974E-30  1.005394E-30  1.014462E-30  1.000000E-30  1.009088E-30  1.015542E-30  1.014980E-30  1.017035E-30
     72  1.610698967280E-03  1.015506E-30  1.005587E-30  1.014976E-30  1.000000E-30  1.009412E-30  1.016096E-30  1.015512E-30  1.017640E-30
     73  1.666314948699E-03  1.016042E-30  1.005781E-30  1.015493E-30  1.000000E-30  1.009738E-30  1.016654E-30  1.016047E-30  1.018250E-30
     74  1.722288445659E-03  1.016580E-30  1.005976E-30  1.016013E-30  1.000000E-30  1.010067E-30  1.017215E-30  1.016586E-30  1.018863E-30
     75  1.778618195039E-03  1.017123E-30  1.006173E-30  1.016537E-30  1.000000E-30  1.010397E-30  1.017780E-30  1.017128E-30  1.019481E-30
     76  1.835303663832E-03  1.017668E-30  1.006371E-30  1.017063E-30  1.000000E-30  1.010730E-30  1.018348E-30  1.017673E-30  1.020102E-30
     77  1.892344396716E-03  1.018218E-30  1.006571E-30  1.017594E-30  1.000000E-30  1.011065E-30  1.018921E-30  1.018222E-30  1.020728E-30
     78  1.949739812628E-03  1.018770E-30  1.006772E-30  1.018127E-30  1.000000E-30  1.011402E-30  1.019497E-30  1.018774E-30  1.021357E-30
     79  2.007489276907E-03  1.019326E-30  1.006974E-30  1.018664E-30  1.000000E-30  1.011741E-30  1.020076E-30  1.019330E-30  1.021990E-30
     80  2.065592139419E-03  1.019885E-30  1.007178E-30  1.019204E-30  1.000000E-30  1.012082E-30  1.020659E-30  1.019889E-30  1.022627E-30
     81  2.124047755162E-03  1.020448E-30  1.007383E-30  1.019747E-30  1.000000E-30  1.012426E-30  1.021246E-30  1.020451E-30  1.023268E-30
     82  2.182855495215E-03  1.021014E-30  1.007589E-30  1.020294E-30  1.000000E-30  1.012772E-30  1.021837E-30  1.021017E-30  1.023913E-30
     83  2.242014752368E-03  1.021584E-30  1.007796E-30  1.020843E-30  1.000000E-30  1.013120E-30  1.022431E-30  1.021586E-30  1.024561E-30
     84  2.301524943777E-03  1.022157E-30  1.008005E-30  1.021396E-30  1.000000E-30  1.013470E-30  1.023029E-30  1.022158E-30  1.025214E-30
     85  2.361385511936E-03  1.022733E-30  1.008215E-30  1.021953E-30  1.000000E-30  1.013822E-30  1.023631E-30  1.022734E-30  1.025870E-30
     86  2.421595924701E-03  1.023313E-30  1.008427E-30  1.022512E-30  1.000000E-30  1.014176E-30  1.024236E-30  1.023313E-30  1.026531E-30
     87  2.482155674804E-03  1.023895E-30  1.008640E-30  1.023075E-30  1.000000E-30  1.014533E-30  1.024845E-30  1.023896E-30  1.027195E-30
     88  2.543064279071E-03  1.024482E-30  1.008854E-30  1.023641E-30  1.000000E-30  1.014891E-30  1.025458E-30  1.024482E-30  1.027863E-30
     89  2.604321277494E-03  1.025072E-30  1.009069E-30  1.024210E-30  1.000000E-30  1.015252E-30  1.026074E-30  1.025071E-30  1.028535E-30
     90  2.665926232237E-03  1.025665E-30  1.009286E-30  1.024782E-30  1.000000E-30  1.015615E-30  1.026694E-30  1.025663E-30  1.029211E-30
     91  2.727878734382E-03  1.026261E-30  1.009505E-30  1.025358E-30  1.000000E-30  1.015980E-30  1.027317E-30  1.026259E-30  1.029891E-30
     92  2.790178404165E-03  1.026861E-30  1.009724E-30  1.025937E-30  1.000000E-30  1.016348E-30  1.027944E-30  1.026858E-30  1.030574E-30
     93  2.852824875480E-03  1.027464E-30  1.009945E-30  1.026519E-30  1.000000E-30  1.016717E-30  1.028575E-30  1.027461E-30  1.031262E-30
     94  2.915817796872E-03  1.028070E-30  1.010167E-30  1.027104E-30  1.000000E-30  1.017089E-30  1.029209E-30  1.028066E-30  1.031953E-30
