 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                la157         la158         la159         la160         la161         la162         la163         la164
     27  8.489118412102E-05  1.000000E-30  1.000296E-30  1.000601E-30  1.000425E-30  1.001567E-30  1.000000E-30  1.000340E-30  1.001313E-30
     28  9.570255892797E-05  1.000000E-30  1.000334E-30  1.000678E-30  1.000480E-30  1.001767E-30  1.000000E-30  1.000384E-30  1.001482E-30
     29  1.070853065563E-04  1.000000E-30  1.000373E-30  1.000759E-30  1.000538E-30  1.001978E-30  1.000000E-30  1.000432E-30  1.001659E-30
     30  1.190882425669E-04  1.000000E-30  1.000416E-30  1.000845E-30  1.000599E-30  1.002200E-30  1.000000E-30  1.000482E-30  1.001846E-30
     31  1.366291075688E-04  1.000000E-30  1.000477E-30  1.000970E-30  1.000690E-30  1.002525E-30  1.000000E-30  1.000555E-30  1.002120E-30
     32  1.695708820900E-04  1.000000E-30  1.000594E-30  1.001205E-30  1.000861E-30  1.003136E-30  1.000000E-30  1.000696E-30  1.002637E-30
     33  1.992873377730E-04  1.000000E-30  1.000699E-30  1.001418E-30  1.001016E-30  1.003687E-30  1.000000E-30  1.000825E-30  1.003104E-30
     34  2.264248739983E-04  1.000000E-30  1.000795E-30  1.001613E-30  1.001160E-30  1.004191E-30  1.000000E-30  1.000945E-30  1.003533E-30
     35  2.515933231106E-04  1.000000E-30  1.000885E-30  1.001795E-30  1.001294E-30  1.004659E-30  1.000000E-30  1.001058E-30  1.003931E-30
     36  2.753099894686E-04  1.000000E-30  1.000969E-30  1.001966E-30  1.001422E-30  1.005100E-30  1.000000E-30  1.001165E-30  1.004308E-30
     37  2.979926919870E-04  1.000000E-30  1.001051E-30  1.002130E-30  1.001545E-30  1.005523E-30  1.000000E-30  1.001269E-30  1.004669E-30
     38  3.199702121451E-04  1.000000E-30  1.001130E-30  1.002290E-30  1.001664E-30  1.005932E-30  1.000000E-30  1.001371E-30  1.005020E-30
     39  3.524429751724E-04  1.000000E-30  1.001247E-30  1.002526E-30  1.001843E-30  1.006538E-30  1.000000E-30  1.001524E-30  1.005540E-30
     40  3.836809895565E-04  1.000000E-30  1.001359E-30  1.002753E-30  1.002016E-30  1.007121E-30  1.000000E-30  1.001673E-30  1.006042E-30
     41  4.138876583201E-04  1.000000E-30  1.001469E-30  1.002974E-30  1.002186E-30  1.007686E-30  1.000000E-30  1.001819E-30  1.006529E-30
     42  4.432651277490E-04  1.000000E-30  1.001576E-30  1.003189E-30  1.002352E-30  1.008236E-30  1.000000E-30  1.001964E-30  1.007004E-30
     43  4.720041568584E-04  1.000000E-30  1.001681E-30  1.003401E-30  1.002516E-30  1.008774E-30  1.000000E-30  1.002107E-30  1.007471E-30
     44  5.002792532552E-04  1.000000E-30  1.001784E-30  1.003609E-30  1.002678E-30  1.009305E-30  1.000000E-30  1.002250E-30  1.007931E-30
     45  5.282472522620E-04  1.000000E-30  1.001887E-30  1.003815E-30  1.002840E-30  1.009830E-30  1.000000E-30  1.002393E-30  1.008388E-30
     46  5.560479783168E-04  1.000000E-30  1.001990E-30  1.004021E-30  1.003003E-30  1.010352E-30  1.000000E-30  1.002537E-30  1.008843E-30
     47  5.838060709037E-04  1.000000E-30  1.002092E-30  1.004227E-30  1.003166E-30  1.010874E-30  1.000000E-30  1.002683E-30  1.009299E-30
     48  6.116334118686E-04  1.000000E-30  1.002195E-30  1.004434E-30  1.003331E-30  1.011398E-30  1.000000E-30  1.002830E-30  1.009757E-30
     49  6.396318340541E-04  1.000000E-30  1.002299E-30  1.004643E-30  1.003499E-30  1.011926E-30  1.000000E-30  1.002981E-30  1.010220E-30
     50  6.678959636874E-04  1.000000E-30  1.002405E-30  1.004854E-30  1.003669E-30  1.012459E-30  1.000000E-30  1.003134E-30  1.010688E-30
     51  6.965161747902E-04  1.000000E-30  1.002512E-30  1.005069E-30  1.003843E-30  1.012999E-30  1.000000E-30  1.003292E-30  1.011164E-30
     52  7.255817382538E-04  1.000000E-30  1.002621E-30  1.005287E-30  1.004021E-30  1.013548E-30  1.000000E-30  1.003453E-30  1.011648E-30
     53  7.551843574001E-04  1.000000E-30  1.002733E-30  1.005510E-30  1.004203E-30  1.014108E-30  1.000000E-30  1.003620E-30  1.012143E-30
     54  7.854224313090E-04  1.000000E-30  1.002847E-30  1.005738E-30  1.004391E-30  1.014681E-30  1.000000E-30  1.003792E-30  1.012650E-30
     55  8.164066374138E-04  1.000000E-30  1.002964E-30  1.005973E-30  1.004585E-30  1.015268E-30  1.000000E-30  1.003971E-30  1.013171E-30
     56  8.482679080764E-04  1.000000E-30  1.003086E-30  1.006215E-30  1.004787E-30  1.015873E-30  1.000000E-30  1.004157E-30  1.013708E-30
     57  8.811699017317E-04  1.000000E-30  1.003211E-30  1.006465E-30  1.004996E-30  1.016498E-30  1.000000E-30  1.004351E-30  1.014265E-30
     58  9.153304977871E-04  1.000000E-30  1.003342E-30  1.006726E-30  1.005216E-30  1.017148E-30  1.000000E-30  1.004555E-30  1.014845E-30
     59  9.510634923056E-04  1.000000E-30  1.003479E-30  1.007000E-30  1.005448E-30  1.017828E-30  1.000000E-30  1.004772E-30  1.015454E-30
     60  9.888739022907E-04  1.000000E-30  1.003625E-30  1.007291E-30  1.005695E-30  1.018549E-30  1.000000E-30  1.005004E-30  1.016100E-30
     61  1.029744313280E-03  1.000000E-30  1.003784E-30  1.007606E-30  1.005965E-30  1.019330E-30  1.000000E-30  1.005258E-30  1.016802E-30
     62  1.076805333108E-03  1.000000E-30  1.003967E-30  1.007970E-30  1.006280E-30  1.020230E-30  1.000000E-30  1.005555E-30  1.017613E-30
     63  1.127478238084E-03  1.000000E-30  1.004165E-30  1.008364E-30  1.006622E-30  1.021200E-30  1.000000E-30  1.005881E-30  1.018490E-30
     64  1.179263354774E-03  1.000000E-30  1.004369E-30  1.008769E-30  1.006976E-30  1.022194E-30  1.000000E-30  1.006219E-30  1.019390E-30
     65  1.231720185468E-03  1.000000E-30  1.004577E-30  1.009180E-30  1.007340E-30  1.023202E-30  1.000000E-30  1.006568E-30  1.020307E-30
     66  1.284679788904E-03  1.000000E-30  1.004788E-30  1.009597E-30  1.007711E-30  1.024222E-30  1.000000E-30  1.006926E-30  1.021236E-30
     67  1.338068714676E-03  1.000000E-30  1.005001E-30  1.010020E-30  1.008090E-30  1.025252E-30  1.000000E-30  1.007292E-30  1.022178E-30
     68  1.391852718980E-03  1.000000E-30  1.005218E-30  1.010448E-30  1.008476E-30  1.026291E-30  1.000000E-30  1.007668E-30  1.023131E-30
     69  1.446014888479E-03  1.000000E-30  1.005437E-30  1.010880E-30  1.008869E-30  1.027339E-30  1.000000E-30  1.008052E-30  1.024095E-30
     70  1.500546342624E-03  1.000000E-30  1.005659E-30  1.011318E-30  1.009270E-30  1.028397E-30  1.000000E-30  1.008445E-30  1.025070E-30
     71  1.555442065896E-03  1.000000E-30  1.005884E-30  1.011761E-30  1.009679E-30  1.029464E-30  1.000000E-30  1.008846E-30  1.026056E-30
     72  1.610698967280E-03  1.000000E-30  1.006111E-30  1.012208E-30  1.010095E-30  1.030539E-30  1.000000E-30  1.009257E-30  1.027053E-30
     73  1.666314948699E-03  1.000000E-30  1.006341E-30  1.012661E-30  1.010518E-30  1.031624E-30  1.000000E-30  1.009676E-30  1.028061E-30
     74  1.722288445659E-03  1.000000E-30  1.006574E-30  1.013119E-30  1.010950E-30  1.032717E-30  1.000000E-30  1.010105E-30  1.029080E-30
     75  1.778618195039E-03  1.000000E-30  1.006810E-30  1.013582E-30  1.011389E-30  1.033820E-30  1.000000E-30  1.010542E-30  1.030110E-30
     76  1.835303663832E-03  1.000000E-30  1.007049E-30  1.014050E-30  1.011835E-30  1.034931E-30  1.000000E-30  1.010989E-30  1.031151E-30
     77  1.892344396716E-03  1.000000E-30  1.007290E-30  1.014523E-30  1.012290E-30  1.036052E-30  1.000000E-30  1.011444E-30  1.032203E-30
     78  1.949739812628E-03  1.000000E-30  1.007535E-30  1.015002E-30  1.012752E-30  1.037181E-30  1.000000E-30  1.011910E-30  1.033266E-30
     79  2.007489276907E-03  1.000000E-30  1.007782E-30  1.015486E-30  1.013223E-30  1.038320E-30  1.000000E-30  1.012384E-30  1.034340E-30
     80  2.065592139419E-03  1.000000E-30  1.008033E-30  1.015975E-30  1.013701E-30  1.039468E-30  1.000000E-30  1.012868E-30  1.035426E-30
     81  2.124047755162E-03  1.000000E-30  1.008286E-30  1.016469E-30  1.014188E-30  1.040625E-30  1.000000E-30  1.013361E-30  1.036522E-30
     82  2.182855495215E-03  1.000000E-30  1.008542E-30  1.016969E-30  1.014683E-30  1.041791E-30  1.000000E-30  1.013864E-30  1.037630E-30
     83  2.242014752368E-03  1.000000E-30  1.008802E-30  1.017475E-30  1.015187E-30  1.042966E-30  1.000000E-30  1.014377E-30  1.038749E-30
     84  2.301524943777E-03  1.000000E-30  1.009064E-30  1.017986E-30  1.015698E-30  1.044151E-30  1.000000E-30  1.014899E-30  1.039880E-30
     85  2.361385511936E-03  1.000000E-30  1.009330E-30  1.018502E-30  1.016219E-30  1.045345E-30  1.000000E-30  1.015431E-30  1.041021E-30
     86  2.421595924701E-03  1.000000E-30  1.009599E-30  1.019024E-30  1.016747E-30  1.046548E-30  1.000000E-30  1.015973E-30  1.042174E-30
     87  2.482155674804E-03  1.000000E-30  1.009871E-30  1.019552E-30  1.017285E-30  1.047760E-30  1.000000E-30  1.016524E-30  1.043338E-30
     88  2.543064279071E-03  1.000000E-30  1.010146E-30  1.020085E-30  1.017831E-30  1.048982E-30  1.000000E-30  1.017086E-30  1.044514E-30
     89  2.604321277494E-03  1.000000E-30  1.010424E-30  1.020624E-30  1.018386E-30  1.050213E-30  1.000000E-30  1.017658E-30  1.045701E-30
     90  2.665926232237E-03  1.000000E-30  1.010705E-30  1.021169E-30  1.018950E-30  1.051453E-30  1.000000E-30  1.018239E-30  1.046899E-30
     91  2.727878734382E-03  1.000000E-30  1.010990E-30  1.021720E-30  1.019522E-30  1.052703E-30  1.000000E-30  1.018831E-30  1.048109E-30
     92  2.790178404165E-03  1.000000E-30  1.011278E-30  1.022277E-30  1.020104E-30  1.053962E-30  1.000000E-30  1.019433E-30  1.049330E-30
     93  2.852824875480E-03  1.000000E-30  1.011570E-30  1.022839E-30  1.020695E-30  1.055230E-30  1.000000E-30  1.020046E-30  1.050562E-30
     94  2.915817796872E-03  1.000000E-30  1.011865E-30  1.023408E-30  1.021295E-30  1.056509E-30  1.000000E-30  1.020668E-30  1.051806E-30
     95  2.979156831833E-03  1.000000E-30  1.012163E-30  1.023982E-30  1.021904E-30  1.057796E-30  1.000000E-30  1.021301E-30  1.053062E-30
