 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                br87          br88          br89          br90          br91          br92          br93          br94 
     27  8.489118412102E-05  1.000010E-30  1.003807E-30  1.000130E-30  1.000387E-30  1.000109E-30  1.971359E-28  1.000012E-30  1.000253E-30
     28  9.570255892797E-05  1.000011E-30  1.004834E-30  1.000147E-30  1.000437E-30  1.000123E-30  2.221206E-28  1.000014E-30  1.000286E-30
     29  1.070853065563E-04  1.000012E-30  1.006046E-30  1.000164E-30  1.000489E-30  1.000138E-30  2.484340E-28  1.000015E-30  1.000320E-30
     30  1.190882425669E-04  1.000014E-30  1.007473E-30  1.000183E-30  1.000544E-30  1.000153E-30  2.762352E-28  1.000017E-30  1.000356E-30
     31  1.366291075688E-04  1.000016E-30  1.009828E-30  1.000210E-30  1.000624E-30  1.000176E-30  3.167619E-28  1.000020E-30  1.000409E-30
     32  1.695708820900E-04  1.000019E-30  1.015123E-30  1.000260E-30  1.000774E-30  1.000219E-30  3.928539E-28  1.000025E-30  1.000508E-30
     33  1.992873377730E-04  1.000023E-30  1.020873E-30  1.000306E-30  1.000910E-30  1.000257E-30  4.614883E-28  1.000030E-30  1.000598E-30
     34  2.264248739983E-04  1.000026E-30  1.026932E-30  1.000347E-30  1.001035E-30  1.000292E-30  5.241615E-28  1.000034E-30  1.000681E-30
     35  2.515933231106E-04  1.000029E-30  1.033240E-30  1.000386E-30  1.001150E-30  1.000325E-30  5.822837E-28  1.000038E-30  1.000757E-30
     36  2.753099894686E-04  1.000031E-30  1.039791E-30  1.000423E-30  1.001259E-30  1.000355E-30  6.370504E-28  1.000042E-30  1.000830E-30
     37  2.979926919870E-04  1.000034E-30  1.046607E-30  1.000457E-30  1.001363E-30  1.000385E-30  6.894271E-28  1.000046E-30  1.000899E-30
     38  3.199702121451E-04  1.000036E-30  1.053725E-30  1.000491E-30  1.001464E-30  1.000413E-30  7.402042E-28  1.000050E-30  1.000966E-30
     39  3.524429751724E-04  1.000040E-30  1.065167E-30  1.000541E-30  1.001613E-30  1.000456E-30  8.151845E-28  1.000056E-30  1.001066E-30
     40  3.836809895565E-04  1.000044E-30  1.077216E-30  1.000589E-30  1.001756E-30  1.000496E-30  8.873077E-28  1.000062E-30  1.001162E-30
     41  4.138876583201E-04  1.000047E-30  1.089838E-30  1.000636E-30  1.001895E-30  1.000535E-30  9.570445E-28  1.000067E-30  1.001255E-30
     42  4.432651277490E-04  1.000050E-30  1.103030E-30  1.000681E-30  1.002030E-30  1.000574E-30  1.024862E-27  1.000073E-30  1.001346E-30
     43  4.720041568584E-04  1.000054E-30  1.116809E-30  1.000725E-30  1.002163E-30  1.000611E-30  1.091202E-27  1.000078E-30  1.001436E-30
     44  5.002792532552E-04  1.000057E-30  1.131209E-30  1.000768E-30  1.002293E-30  1.000648E-30  1.156467E-27  1.000084E-30  1.001524E-30
     45  5.282472522620E-04  1.000060E-30  1.146276E-30  1.000811E-30  1.002422E-30  1.000684E-30  1.221019E-27  1.000089E-30  1.001611E-30
     46  5.560479783168E-04  1.000063E-30  1.162064E-30  1.000854E-30  1.002550E-30  1.000721E-30  1.285181E-27  1.000095E-30  1.001698E-30
     47  5.838060709037E-04  1.000066E-30  1.178635E-30  1.000897E-30  1.002678E-30  1.000757E-30  1.349242E-27  1.000101E-30  1.001785E-30
     48  6.116334118686E-04  1.000069E-30  1.196056E-30  1.000940E-30  1.002807E-30  1.000793E-30  1.413458E-27  1.000106E-30  1.001873E-30
     49  6.396318340541E-04  1.000073E-30  1.214402E-30  1.000983E-30  1.002936E-30  1.000830E-30  1.478066E-27  1.000112E-30  1.001961E-30
     50  6.678959636874E-04  1.000076E-30  1.233754E-30  1.001027E-30  1.003067E-30  1.000867E-30  1.543283E-27  1.000118E-30  1.002050E-30
     51  6.965161747902E-04  1.000079E-30  1.254202E-30  1.001071E-30  1.003199E-30  1.000905E-30  1.609319E-27  1.000125E-30  1.002141E-30
     52  7.255817382538E-04  1.000082E-30  1.275845E-30  1.001115E-30  1.003334E-30  1.000943E-30  1.676378E-27  1.000131E-30  1.002233E-30
     53  7.551843574001E-04  1.000086E-30  1.298797E-30  1.001161E-30  1.003471E-30  1.000982E-30  1.744673E-27  1.000138E-30  1.002328E-30
     54  7.854224313090E-04  1.000089E-30  1.323188E-30  1.001208E-30  1.003611E-30  1.001021E-30  1.814429E-27  1.000145E-30  1.002424E-30
     55  8.164066374138E-04  1.000093E-30  1.349173E-30  1.001256E-30  1.003755E-30  1.001062E-30  1.885904E-27  1.000152E-30  1.002524E-30
     56  8.482679080764E-04  1.000096E-30  1.376942E-30  1.001305E-30  1.003903E-30  1.001104E-30  1.959398E-27  1.000159E-30  1.002626E-30
     57  8.811699017317E-04  1.000100E-30  1.406732E-30  1.001355E-30  1.004056E-30  1.001147E-30  2.035289E-27  1.000167E-30  1.002732E-30
     58  9.153304977871E-04  1.000104E-30  1.438861E-30  1.001408E-30  1.004214E-30  1.001192E-30  2.114079E-27  1.000176E-30  1.002842E-30
     59  9.510634923056E-04  1.000108E-30  1.473774E-30  1.001463E-30  1.004381E-30  1.001240E-30  2.196493E-27  1.000185E-30  1.002958E-30
     60  9.888739022907E-04  1.000112E-30  1.512173E-30  1.001522E-30  1.004557E-30  1.001290E-30  2.283697E-27  1.000194E-30  1.003081E-30
     61  1.029744313280E-03  1.000117E-30  1.555361E-30  1.001585E-30  1.004747E-30  1.001344E-30  2.377960E-27  1.000205E-30  1.003214E-30
     62  1.076805333108E-03  1.000122E-30  1.607257E-30  1.001658E-30  1.004967E-30  1.001406E-30  2.486517E-27  1.000217E-30  1.003369E-30
     63  1.127478238084E-03  1.000128E-30  1.665727E-30  1.001736E-30  1.005203E-30  1.001473E-30  2.603412E-27  1.000231E-30  1.003535E-30
     64  1.179263354774E-03  1.000134E-30  1.728257E-30  1.001816E-30  1.005445E-30  1.001542E-30  2.722867E-27  1.000245E-30  1.003706E-30
     65  1.231720185468E-03  1.000140E-30  1.794460E-30  1.001897E-30  1.005691E-30  1.001612E-30  2.843862E-27  1.000260E-30  1.003881E-30
     66  1.284679788904E-03  1.000146E-30  1.864221E-30  1.001979E-30  1.005939E-30  1.001682E-30  2.966006E-27  1.000275E-30  1.004057E-30
     67  1.338068714676E-03  1.000152E-30  1.937518E-30  1.002062E-30  1.006189E-30  1.001754E-30  3.089129E-27  1.000291E-30  1.004236E-30
     68  1.391852718980E-03  1.000158E-30  2.014375E-30  1.002145E-30  1.006442E-30  1.001825E-30  3.213152E-27  1.000307E-30  1.004417E-30
     69  1.446014888479E-03  1.000164E-30  2.094833E-30  1.002229E-30  1.006696E-30  1.001898E-30  3.338035E-27  1.000324E-30  1.004600E-30
     70  1.500546342624E-03  1.000171E-30  2.178942E-30  1.002314E-30  1.006953E-30  1.001971E-30  3.463758E-27  1.000341E-30  1.004785E-30
     71  1.555442065896E-03  1.000177E-30  2.266757E-30  1.002399E-30  1.007212E-30  1.002045E-30  3.590309E-27  1.000358E-30  1.004973E-30
     72  1.610698967280E-03  1.000183E-30  2.358335E-30  1.002485E-30  1.007472E-30  1.002119E-30  3.717680E-27  1.000376E-30  1.005162E-30
     73  1.666314948699E-03  1.000189E-30  2.453735E-30  1.002571E-30  1.007735E-30  1.002194E-30  3.845865E-27  1.000395E-30  1.005353E-30
     74  1.722288445659E-03  1.000196E-30  2.553018E-30  1.002658E-30  1.008000E-30  1.002269E-30  3.974863E-27  1.000414E-30  1.005547E-30
     75  1.778618195039E-03  1.000202E-30  2.656244E-30  1.002746E-30  1.008266E-30  1.002345E-30  4.104668E-27  1.000434E-30  1.005743E-30
     76  1.835303663832E-03  1.000209E-30  2.763475E-30  1.002834E-30  1.008535E-30  1.002422E-30  4.235280E-27  1.000454E-30  1.005941E-30
     77  1.892344396716E-03  1.000215E-30  2.874772E-30  1.002922E-30  1.008806E-30  1.002499E-30  4.366697E-27  1.000474E-30  1.006141E-30
     78  1.949739812628E-03  1.000222E-30  2.990199E-30  1.003012E-30  1.009078E-30  1.002577E-30  4.498918E-27  1.000496E-30  1.006343E-30
     79  2.007489276907E-03  1.000228E-30  3.109818E-30  1.003102E-30  1.009353E-30  1.002655E-30  4.631940E-27  1.000517E-30  1.006547E-30
     80  2.065592139419E-03  1.000235E-30  3.233692E-30  1.003192E-30  1.009630E-30  1.002735E-30  4.765763E-27  1.000540E-30  1.006754E-30
     81  2.124047755162E-03  1.000242E-30  3.361884E-30  1.003283E-30  1.009908E-30  1.002814E-30  4.900384E-27  1.000562E-30  1.006963E-30
     82  2.182855495215E-03  1.000248E-30  3.494456E-30  1.003375E-30  1.010189E-30  1.002894E-30  5.035801E-27  1.000586E-30  1.007174E-30
     83  2.242014752368E-03  1.000255E-30  3.631473E-30  1.003467E-30  1.010472E-30  1.002975E-30  5.172013E-27  1.000610E-30  1.007387E-30
     84  2.301524943777E-03  1.000262E-30  3.772999E-30  1.003560E-30  1.010757E-30  1.003057E-30  5.309019E-27  1.000634E-30  1.007603E-30
     85  2.361385511936E-03  1.000269E-30  3.919097E-30  1.003654E-30  1.011044E-30  1.003139E-30  5.446816E-27  1.000659E-30  1.007821E-30
     86  2.421595924701E-03  1.000275E-30  4.069832E-30  1.003748E-30  1.011333E-30  1.003222E-30  5.585402E-27  1.000685E-30  1.008041E-30
     87  2.482155674804E-03  1.000282E-30  4.225268E-30  1.003842E-30  1.011624E-30  1.003305E-30  5.724778E-27  1.000711E-30  1.008263E-30
     88  2.543064279071E-03  1.000289E-30  4.385471E-30  1.003938E-30  1.011917E-30  1.003389E-30  5.864940E-27  1.000738E-30  1.008488E-30
     89  2.604321277494E-03  1.000296E-30  4.550506E-30  1.004033E-30  1.012212E-30  1.003474E-30  6.005889E-27  1.000766E-30  1.008715E-30
     90  2.665926232237E-03  1.000303E-30  4.720439E-30  1.004130E-30  1.012509E-30  1.003559E-30  6.147621E-27  1.000794E-30  1.008945E-30
     91  2.727878734382E-03  1.000310E-30  4.895336E-30  1.004227E-30  1.012808E-30  1.003645E-30  6.290137E-27  1.000823E-30  1.009177E-30
     92  2.790178404165E-03  1.000317E-30  5.075263E-30  1.004324E-30  1.013109E-30  1.003731E-30  6.433435E-27  1.000852E-30  1.009411E-30
     93  2.852824875480E-03  1.000325E-30  5.260287E-30  1.004423E-30  1.013413E-30  1.003818E-30  6.577513E-27  1.000882E-30  1.009648E-30
     94  2.915817796872E-03  1.000332E-30  5.450475E-30  1.004521E-30  1.013718E-30  1.003906E-30  6.722371E-27  1.000913E-30  1.009887E-30
     95  2.979156831833E-03  1.000339E-30  5.645895E-30  1.004621E-30  1.014025E-30  1.003994E-30  6.868007E-27  1.000944E-30  1.010128E-30
