 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pd116         pd117         pd118         pd119         pd120         pd121         pd122         pd123
     27  8.489118412102E-05  1.000082E-30  1.000120E-30  1.000419E-30  1.000486E-30  1.000532E-30  1.000903E-30  1.000000E-30  1.001089E-30
     28  9.570255892797E-05  1.000092E-30  1.000135E-30  1.000472E-30  1.000548E-30  1.000600E-30  1.001019E-30  1.000000E-30  1.001227E-30
     29  1.070853065563E-04  1.000103E-30  1.000151E-30  1.000528E-30  1.000614E-30  1.000671E-30  1.001140E-30  1.000000E-30  1.001373E-30
     30  1.190882425669E-04  1.000114E-30  1.000168E-30  1.000587E-30  1.000682E-30  1.000746E-30  1.001267E-30  1.000751E-30  1.001527E-30
     31  1.366291075688E-04  1.000131E-30  1.000193E-30  1.000674E-30  1.000783E-30  1.000856E-30  1.001454E-30  1.000648E-30  1.001752E-30
     32  1.695708820900E-04  1.000163E-30  1.000240E-30  1.000836E-30  1.000972E-30  1.001062E-30  1.001805E-30  1.001160E-30  1.002175E-30
     33  1.992873377730E-04  1.000191E-30  1.000282E-30  1.000983E-30  1.001142E-30  1.001248E-30  1.002121E-30  1.001000E-30  1.002556E-30
     34  2.264248739983E-04  1.000218E-30  1.000320E-30  1.001117E-30  1.001297E-30  1.001418E-30  1.002410E-30  1.000804E-30  1.002904E-30
     35  2.515933231106E-04  1.000242E-30  1.000356E-30  1.001241E-30  1.001442E-30  1.001576E-30  1.002677E-30  1.000634E-30  1.003226E-30
     36  2.753099894686E-04  1.000264E-30  1.000389E-30  1.001358E-30  1.001578E-30  1.001725E-30  1.002930E-30  1.000508E-30  1.003530E-30
     37  2.979926919870E-04  1.000286E-30  1.000422E-30  1.001470E-30  1.001708E-30  1.001867E-30  1.003171E-30  1.000422E-30  1.003821E-30
     38  3.199702121451E-04  1.000307E-30  1.000453E-30  1.001578E-30  1.001833E-30  1.002004E-30  1.003405E-30  1.000000E-30  1.004103E-30
     39  3.524429751724E-04  1.000339E-30  1.000499E-30  1.001739E-30  1.002020E-30  1.002208E-30  1.003751E-30  1.001145E-30  1.004519E-30
     40  3.836809895565E-04  1.000369E-30  1.000543E-30  1.001893E-30  1.002198E-30  1.002403E-30  1.004083E-30  1.001091E-30  1.004920E-30
     41  4.138876583201E-04  1.000398E-30  1.000586E-30  1.002042E-30  1.002372E-30  1.002592E-30  1.004405E-30  1.001032E-30  1.005307E-30
     42  4.432651277490E-04  1.000426E-30  1.000627E-30  1.002187E-30  1.002540E-30  1.002776E-30  1.004717E-30  1.000977E-30  1.005684E-30
     43  4.720041568584E-04  1.000453E-30  1.000668E-30  1.002328E-30  1.002704E-30  1.002956E-30  1.005023E-30  1.000931E-30  1.006052E-30
     44  5.002792532552E-04  1.000481E-30  1.000708E-30  1.002468E-30  1.002866E-30  1.003133E-30  1.005324E-30  1.000895E-30  1.006414E-30
     45  5.282472522620E-04  1.000507E-30  1.000747E-30  1.002606E-30  1.003027E-30  1.003308E-30  1.005621E-30  1.000871E-30  1.006773E-30
     46  5.560479783168E-04  1.000534E-30  1.000787E-30  1.002743E-30  1.003186E-30  1.003482E-30  1.005917E-30  1.000858E-30  1.007129E-30
     47  5.838060709037E-04  1.000561E-30  1.000826E-30  1.002880E-30  1.003345E-30  1.003656E-30  1.006213E-30  1.000855E-30  1.007485E-30
     48  6.116334118686E-04  1.000588E-30  1.000866E-30  1.003017E-30  1.003504E-30  1.003830E-30  1.006509E-30  1.000860E-30  1.007842E-30
     49  6.396318340541E-04  1.000614E-30  1.000905E-30  1.003155E-30  1.003665E-30  1.004006E-30  1.006807E-30  1.000874E-30  1.008200E-30
     50  6.678959636874E-04  1.000642E-30  1.000945E-30  1.003294E-30  1.003827E-30  1.004183E-30  1.007107E-30  1.000895E-30  1.008563E-30
     51  6.965161747902E-04  1.000669E-30  1.000986E-30  1.003436E-30  1.003991E-30  1.004362E-30  1.007412E-30  1.000922E-30  1.008929E-30
     52  7.255817382538E-04  1.000697E-30  1.001027E-30  1.003579E-30  1.004157E-30  1.004544E-30  1.007721E-30  1.000955E-30  1.009302E-30
     53  7.551843574001E-04  1.000725E-30  1.001069E-30  1.003725E-30  1.004327E-30  1.004729E-30  1.008036E-30  1.000992E-30  1.009681E-30
     54  7.854224313090E-04  1.000755E-30  1.001112E-30  1.003874E-30  1.004500E-30  1.004918E-30  1.008358E-30  1.001034E-30  1.010069E-30
     55  8.164066374138E-04  1.000784E-30  1.001156E-30  1.004027E-30  1.004677E-30  1.005112E-30  1.008687E-30  1.001077E-30  1.010466E-30
     56  8.482679080764E-04  1.000815E-30  1.001201E-30  1.004184E-30  1.004860E-30  1.005311E-30  1.009026E-30  1.001120E-30  1.010874E-30
     57  8.811699017317E-04  1.000847E-30  1.001247E-30  1.004346E-30  1.005048E-30  1.005517E-30  1.009376E-30  1.001159E-30  1.011295E-30
     58  9.153304977871E-04  1.000879E-30  1.001296E-30  1.004515E-30  1.005244E-30  1.005731E-30  1.009740E-30  1.001186E-30  1.011733E-30
     59  9.510634923056E-04  1.000914E-30  1.001346E-30  1.004691E-30  1.005448E-30  1.005955E-30  1.010120E-30  1.001183E-30  1.012191E-30
     60  9.888739022907E-04  1.000950E-30  1.001400E-30  1.004877E-30  1.005665E-30  1.006191E-30  1.010522E-30  1.001112E-30  1.012675E-30
     61  1.029744313280E-03  1.000989E-30  1.001458E-30  1.005079E-30  1.005899E-30  1.006447E-30  1.010957E-30  1.000852E-30  1.013198E-30
     62  1.076805333108E-03  1.001034E-30  1.001525E-30  1.005311E-30  1.006168E-30  1.006741E-30  1.011458E-30  1.000000E-30  1.013801E-30
     63  1.127478238084E-03  1.001083E-30  1.001597E-30  1.005561E-30  1.006459E-30  1.007058E-30  1.011997E-30  1.000000E-30  1.014450E-30
     64  1.179263354774E-03  1.001133E-30  1.001670E-30  1.005816E-30  1.006755E-30  1.007382E-30  1.012548E-30  1.000000E-30  1.015113E-30
     65  1.231720185468E-03  1.001183E-30  1.001744E-30  1.006075E-30  1.007055E-30  1.007710E-30  1.013106E-30  1.000000E-30  1.015785E-30
     66  1.284679788904E-03  1.001234E-30  1.001819E-30  1.006336E-30  1.007359E-30  1.008042E-30  1.013669E-30  1.000000E-30  1.016463E-30
     67  1.338068714676E-03  1.001286E-30  1.001895E-30  1.006599E-30  1.007664E-30  1.008375E-30  1.014237E-30  1.000000E-30  1.017147E-30
     68  1.391852718980E-03  1.001337E-30  1.001971E-30  1.006864E-30  1.007972E-30  1.008712E-30  1.014809E-30  1.000000E-30  1.017835E-30
     69  1.446014888479E-03  1.001389E-30  1.002048E-30  1.007132E-30  1.008282E-30  1.009050E-30  1.015385E-30  1.000000E-30  1.018529E-30
     70  1.500546342624E-03  1.001442E-30  1.002126E-30  1.007400E-30  1.008594E-30  1.009391E-30  1.015965E-30  1.000000E-30  1.019227E-30
     71  1.555442065896E-03  1.001494E-30  1.002204E-30  1.007671E-30  1.008909E-30  1.009735E-30  1.016549E-30  1.000000E-30  1.019929E-30
     72  1.610698967280E-03  1.001547E-30  1.002282E-30  1.007943E-30  1.009225E-30  1.010080E-30  1.017137E-30  1.000000E-30  1.020637E-30
     73  1.666314948699E-03  1.001601E-30  1.002361E-30  1.008218E-30  1.009543E-30  1.010428E-30  1.017728E-30  1.000000E-30  1.021348E-30
     74  1.722288445659E-03  1.001655E-30  1.002440E-30  1.008494E-30  1.009864E-30  1.010777E-30  1.018324E-30  1.000000E-30  1.022065E-30
     75  1.778618195039E-03  1.001709E-30  1.002520E-30  1.008771E-30  1.010186E-30  1.011130E-30  1.018923E-30  1.000000E-30  1.022785E-30
     76  1.835303663832E-03  1.001763E-30  1.002601E-30  1.009051E-30  1.010510E-30  1.011484E-30  1.019526E-30  1.000000E-30  1.023511E-30
     77  1.892344396716E-03  1.001818E-30  1.002682E-30  1.009332E-30  1.010837E-30  1.011840E-30  1.020132E-30  1.000000E-30  1.024241E-30
     78  1.949739812628E-03  1.001873E-30  1.002764E-30  1.009615E-30  1.011165E-30  1.012199E-30  1.020743E-30  1.000000E-30  1.024975E-30
     79  2.007489276907E-03  1.001929E-30  1.002846E-30  1.009900E-30  1.011496E-30  1.012560E-30  1.021357E-30  1.000000E-30  1.025714E-30
     80  2.065592139419E-03  1.001985E-30  1.002928E-30  1.010186E-30  1.011828E-30  1.012923E-30  1.021975E-30  1.000000E-30  1.026457E-30
     81  2.124047755162E-03  1.002041E-30  1.003011E-30  1.010474E-30  1.012163E-30  1.013288E-30  1.022596E-30  1.000000E-30  1.027204E-30
     82  2.182855495215E-03  1.002097E-30  1.003095E-30  1.010764E-30  1.012499E-30  1.013655E-30  1.023222E-30  1.000000E-30  1.027956E-30
     83  2.242014752368E-03  1.002154E-30  1.003179E-30  1.011056E-30  1.012838E-30  1.014025E-30  1.023851E-30  1.000000E-30  1.028713E-30
     84  2.301524943777E-03  1.002211E-30  1.003264E-30  1.011349E-30  1.013178E-30  1.014396E-30  1.024484E-30  1.000000E-30  1.029474E-30
     85  2.361385511936E-03  1.002269E-30  1.003349E-30  1.011644E-30  1.013521E-30  1.014770E-30  1.025120E-30  1.000000E-30  1.030239E-30
     86  2.421595924701E-03  1.002327E-30  1.003434E-30  1.011941E-30  1.013865E-30  1.015146E-30  1.025760E-30  1.000000E-30  1.031009E-30
     87  2.482155674804E-03  1.002385E-30  1.003520E-30  1.012239E-30  1.014211E-30  1.015524E-30  1.026404E-30  1.000000E-30  1.031783E-30
     88  2.543064279071E-03  1.002444E-30  1.003607E-30  1.012539E-30  1.014560E-30  1.015905E-30  1.027052E-30  1.000000E-30  1.032562E-30
     89  2.604321277494E-03  1.002502E-30  1.003694E-30  1.012841E-30  1.014910E-30  1.016287E-30  1.027703E-30  1.000000E-30  1.033345E-30
     90  2.665926232237E-03  1.002562E-30  1.003782E-30  1.013145E-30  1.015262E-30  1.016672E-30  1.028358E-30  1.000000E-30  1.034132E-30
     91  2.727878734382E-03  1.002621E-30  1.003870E-30  1.013450E-30  1.015617E-30  1.017058E-30  1.029017E-30  1.000000E-30  1.034924E-30
     92  2.790178404165E-03  1.002681E-30  1.003959E-30  1.013757E-30  1.015973E-30  1.017447E-30  1.029679E-30  1.000000E-30  1.035720E-30
     93  2.852824875480E-03  1.002741E-30  1.004048E-30  1.014066E-30  1.016331E-30  1.017838E-30  1.030345E-30  1.000000E-30  1.036521E-30
     94  2.915817796872E-03  1.002802E-30  1.004138E-30  1.014376E-30  1.016692E-30  1.018231E-30  1.031015E-30  1.000000E-30  1.037325E-30
     95  2.979156831833E-03  1.002863E-30  1.004228E-30  1.014689E-30  1.017054E-30  1.018626E-30  1.031688E-30  1.000000E-30  1.038135E-30
