 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                sr95          sr96          sr97          sr98          sr99          sr100         sr101         sr102
     27  8.489118412102E-05  1.000154E-30  1.000235E-30  1.000209E-30  1.000426E-30  1.000951E-30  1.000862E-30  1.001342E-30  1.000738E-30
     28  9.570255892797E-05  1.000173E-30  1.000265E-30  1.000236E-30  1.000481E-30  1.001072E-30  1.000972E-30  1.001513E-30  1.000832E-30
     29  1.070853065563E-04  1.000194E-30  1.000296E-30  1.000264E-30  1.000538E-30  1.001200E-30  1.001088E-30  1.001693E-30  1.000931E-30
     30  1.190882425669E-04  1.000216E-30  1.000330E-30  1.000293E-30  1.000598E-30  1.001334E-30  1.001210E-30  1.001883E-30  1.001036E-30
     31  1.366291075688E-04  1.000247E-30  1.000378E-30  1.000337E-30  1.000686E-30  1.001531E-30  1.001388E-30  1.002161E-30  1.001188E-30
     32  1.695708820900E-04  1.000307E-30  1.000469E-30  1.000418E-30  1.000852E-30  1.001900E-30  1.001722E-30  1.002683E-30  1.001475E-30
     33  1.992873377730E-04  1.000361E-30  1.000552E-30  1.000491E-30  1.001001E-30  1.002233E-30  1.002024E-30  1.003154E-30  1.001734E-30
     34  2.264248739983E-04  1.000410E-30  1.000627E-30  1.000558E-30  1.001138E-30  1.002537E-30  1.002300E-30  1.003585E-30  1.001970E-30
     35  2.515933231106E-04  1.000456E-30  1.000697E-30  1.000620E-30  1.001264E-30  1.002819E-30  1.002555E-30  1.003984E-30  1.002190E-30
     36  2.753099894686E-04  1.000498E-30  1.000762E-30  1.000679E-30  1.001384E-30  1.003085E-30  1.002796E-30  1.004361E-30  1.002397E-30
     37  2.979926919870E-04  1.000540E-30  1.000825E-30  1.000735E-30  1.001498E-30  1.003339E-30  1.003027E-30  1.004722E-30  1.002595E-30
     38  3.199702121451E-04  1.000579E-30  1.000886E-30  1.000789E-30  1.001608E-30  1.003586E-30  1.003250E-30  1.005072E-30  1.002786E-30
     39  3.524429751724E-04  1.000638E-30  1.000976E-30  1.000869E-30  1.001772E-30  1.003950E-30  1.003579E-30  1.005588E-30  1.003070E-30
     40  3.836809895565E-04  1.000695E-30  1.001063E-30  1.000946E-30  1.001929E-30  1.004300E-30  1.003896E-30  1.006086E-30  1.003343E-30
     41  4.138876583201E-04  1.000750E-30  1.001146E-30  1.001021E-30  1.002081E-30  1.004639E-30  1.004203E-30  1.006568E-30  1.003607E-30
     42  4.432651277490E-04  1.000803E-30  1.001228E-30  1.001094E-30  1.002229E-30  1.004968E-30  1.004501E-30  1.007037E-30  1.003864E-30
     43  4.720041568584E-04  1.000855E-30  1.001308E-30  1.001165E-30  1.002374E-30  1.005290E-30  1.004793E-30  1.007496E-30  1.004115E-30
     44  5.002792532552E-04  1.000906E-30  1.001386E-30  1.001235E-30  1.002517E-30  1.005607E-30  1.005080E-30  1.007947E-30  1.004362E-30
     45  5.282472522620E-04  1.000957E-30  1.001464E-30  1.001304E-30  1.002658E-30  1.005921E-30  1.005364E-30  1.008395E-30  1.004607E-30
     46  5.560479783168E-04  1.001007E-30  1.001541E-30  1.001373E-30  1.002798E-30  1.006233E-30  1.005646E-30  1.008840E-30  1.004851E-30
     47  5.838060709037E-04  1.001058E-30  1.001618E-30  1.001441E-30  1.002938E-30  1.006544E-30  1.005928E-30  1.009284E-30  1.005094E-30
     48  6.116334118686E-04  1.001108E-30  1.001695E-30  1.001510E-30  1.003079E-30  1.006856E-30  1.006210E-30  1.009730E-30  1.005338E-30
     49  6.396318340541E-04  1.001159E-30  1.001773E-30  1.001579E-30  1.003220E-30  1.007170E-30  1.006494E-30  1.010179E-30  1.005583E-30
     50  6.678959636874E-04  1.001210E-30  1.001851E-30  1.001650E-30  1.003363E-30  1.007487E-30  1.006781E-30  1.010633E-30  1.005831E-30
     51  6.965161747902E-04  1.001262E-30  1.001931E-30  1.001720E-30  1.003508E-30  1.007808E-30  1.007072E-30  1.011093E-30  1.006083E-30
     52  7.255817382538E-04  1.001315E-30  1.002012E-30  1.001792E-30  1.003654E-30  1.008134E-30  1.007366E-30  1.011560E-30  1.006338E-30
     53  7.551843574001E-04  1.001369E-30  1.002094E-30  1.001866E-30  1.003804E-30  1.008467E-30  1.007667E-30  1.012036E-30  1.006598E-30
     54  7.854224313090E-04  1.001424E-30  1.002178E-30  1.001941E-30  1.003957E-30  1.008806E-30  1.007974E-30  1.012523E-30  1.006864E-30
     55  8.164066374138E-04  1.001480E-30  1.002264E-30  1.002018E-30  1.004114E-30  1.009153E-30  1.008288E-30  1.013022E-30  1.007136E-30
     56  8.482679080764E-04  1.001538E-30  1.002353E-30  1.002097E-30  1.004275E-30  1.009511E-30  1.008611E-30  1.013536E-30  1.007417E-30
     57  8.811699017317E-04  1.001598E-30  1.002444E-30  1.002179E-30  1.004442E-30  1.009880E-30  1.008945E-30  1.014067E-30  1.007707E-30
     58  9.153304977871E-04  1.001660E-30  1.002539E-30  1.002263E-30  1.004614E-30  1.010264E-30  1.009292E-30  1.014618E-30  1.008008E-30
     59  9.510634923056E-04  1.001725E-30  1.002639E-30  1.002352E-30  1.004795E-30  1.010665E-30  1.009654E-30  1.015196E-30  1.008323E-30
     60  9.888739022907E-04  1.001793E-30  1.002744E-30  1.002446E-30  1.004987E-30  1.011089E-30  1.010038E-30  1.015808E-30  1.008656E-30
     61  1.029744313280E-03  1.001868E-30  1.002858E-30  1.002548E-30  1.005194E-30  1.011548E-30  1.010452E-30  1.016470E-30  1.009017E-30
     62  1.076805333108E-03  1.001953E-30  1.002989E-30  1.002665E-30  1.005433E-30  1.012076E-30  1.010930E-30  1.017233E-30  1.009433E-30
     63  1.127478238084E-03  1.002045E-30  1.003130E-30  1.002791E-30  1.005690E-30  1.012645E-30  1.011444E-30  1.018056E-30  1.009881E-30
     64  1.179263354774E-03  1.002139E-30  1.003274E-30  1.002920E-30  1.005953E-30  1.013226E-30  1.011969E-30  1.018898E-30  1.010339E-30
     65  1.231720185468E-03  1.002235E-30  1.003420E-30  1.003050E-30  1.006219E-30  1.013815E-30  1.012501E-30  1.019752E-30  1.010804E-30
     66  1.284679788904E-03  1.002331E-30  1.003568E-30  1.003182E-30  1.006488E-30  1.014410E-30  1.013038E-30  1.020616E-30  1.011273E-30
     67  1.338068714676E-03  1.002428E-30  1.003717E-30  1.003315E-30  1.006760E-30  1.015010E-30  1.013580E-30  1.021488E-30  1.011747E-30
     68  1.391852718980E-03  1.002526E-30  1.003867E-30  1.003450E-30  1.007033E-30  1.015614E-30  1.014125E-30  1.022367E-30  1.012225E-30
     69  1.446014888479E-03  1.002625E-30  1.004018E-30  1.003585E-30  1.007309E-30  1.016222E-30  1.014675E-30  1.023254E-30  1.012707E-30
     70  1.500546342624E-03  1.002724E-30  1.004170E-30  1.003721E-30  1.007586E-30  1.016835E-30  1.015228E-30  1.024148E-30  1.013192E-30
     71  1.555442065896E-03  1.002824E-30  1.004323E-30  1.003858E-30  1.007866E-30  1.017452E-30  1.015784E-30  1.025050E-30  1.013682E-30
     72  1.610698967280E-03  1.002925E-30  1.004477E-30  1.003996E-30  1.008148E-30  1.018073E-30  1.016345E-30  1.025959E-30  1.014175E-30
     73  1.666314948699E-03  1.003026E-30  1.004633E-30  1.004135E-30  1.008431E-30  1.018698E-30  1.016909E-30  1.026875E-30  1.014672E-30
     74  1.722288445659E-03  1.003128E-30  1.004789E-30  1.004276E-30  1.008717E-30  1.019327E-30  1.017477E-30  1.027798E-30  1.015172E-30
     75  1.778618195039E-03  1.003231E-30  1.004947E-30  1.004417E-30  1.009004E-30  1.019960E-30  1.018048E-30  1.028729E-30  1.015676E-30
     76  1.835303663832E-03  1.003334E-30  1.005105E-30  1.004559E-30  1.009294E-30  1.020597E-30  1.018623E-30  1.029667E-30  1.016184E-30
     77  1.892344396716E-03  1.003438E-30  1.005265E-30  1.004702E-30  1.009585E-30  1.021239E-30  1.019202E-30  1.030612E-30  1.016696E-30
     78  1.949739812628E-03  1.003543E-30  1.005425E-30  1.004846E-30  1.009879E-30  1.021884E-30  1.019784E-30  1.031565E-30  1.017212E-30
     79  2.007489276907E-03  1.003648E-30  1.005587E-30  1.004990E-30  1.010174E-30  1.022534E-30  1.020370E-30  1.032525E-30  1.017731E-30
     80  2.065592139419E-03  1.003754E-30  1.005749E-30  1.005136E-30  1.010472E-30  1.023187E-30  1.020959E-30  1.033493E-30  1.018255E-30
     81  2.124047755162E-03  1.003861E-30  1.005913E-30  1.005283E-30  1.010771E-30  1.023845E-30  1.021552E-30  1.034468E-30  1.018782E-30
     82  2.182855495215E-03  1.003969E-30  1.006078E-30  1.005431E-30  1.011073E-30  1.024506E-30  1.022149E-30  1.035450E-30  1.019313E-30
     83  2.242014752368E-03  1.004077E-30  1.006244E-30  1.005580E-30  1.011376E-30  1.025172E-30  1.022750E-30  1.036440E-30  1.019848E-30
     84  2.301524943777E-03  1.004185E-30  1.006411E-30  1.005730E-30  1.011681E-30  1.025842E-30  1.023353E-30  1.037437E-30  1.020386E-30
     85  2.361385511936E-03  1.004295E-30  1.006578E-30  1.005880E-30  1.011989E-30  1.026516E-30  1.023961E-30  1.038442E-30  1.020929E-30
     86  2.421595924701E-03  1.004405E-30  1.006747E-30  1.006032E-30  1.012298E-30  1.027193E-30  1.024572E-30  1.039454E-30  1.021475E-30
     87  2.482155674804E-03  1.004516E-30  1.006917E-30  1.006185E-30  1.012609E-30  1.027875E-30  1.025187E-30  1.040474E-30  1.022026E-30
     88  2.543064279071E-03  1.004627E-30  1.007088E-30  1.006338E-30  1.012922E-30  1.028561E-30  1.025805E-30  1.041502E-30  1.022580E-30
     89  2.604321277494E-03  1.004739E-30  1.007260E-30  1.006493E-30  1.013237E-30  1.029251E-30  1.026427E-30  1.042537E-30  1.023138E-30
     90  2.665926232237E-03  1.004852E-30  1.007434E-30  1.006649E-30  1.013555E-30  1.029945E-30  1.027053E-30  1.043580E-30  1.023701E-30
     91  2.727878734382E-03  1.004965E-30  1.007608E-30  1.006805E-30  1.013874E-30  1.030642E-30  1.027682E-30  1.044631E-30  1.024267E-30
     92  2.790178404165E-03  1.005079E-30  1.007783E-30  1.006963E-30  1.014195E-30  1.031344E-30  1.028315E-30  1.045689E-30  1.024837E-30
     93  2.852824875480E-03  1.005194E-30  1.007959E-30  1.007121E-30  1.014518E-30  1.032050E-30  1.028951E-30  1.046755E-30  1.025411E-30
     94  2.915817796872E-03  1.005309E-30  1.008136E-30  1.007281E-30  1.014843E-30  1.032760E-30  1.029591E-30  1.047829E-30  1.025990E-30
     95  2.979156831833E-03  1.005425E-30  1.008315E-30  1.007441E-30  1.015170E-30  1.033474E-30  1.030235E-30  1.048911E-30  1.026572E-30
