 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                mo110         mo111         mo112         mo113         mo114         mo115         mo116         mo117
     27  8.489118412102E-05  1.000128E-30  1.000240E-30  1.000490E-30  1.000628E-30  1.002056E-30  1.002837E-30  1.002891E-30  1.004191E-30
     28  9.570255892797E-05  1.000145E-30  1.000271E-30  1.000552E-30  1.000708E-30  1.002318E-30  1.003198E-30  1.003259E-30  1.004725E-30
     29  1.070853065563E-04  1.000162E-30  1.000303E-30  1.000618E-30  1.000792E-30  1.002594E-30  1.003578E-30  1.003647E-30  1.005286E-30
     30  1.190882425669E-04  1.000180E-30  1.000337E-30  1.000687E-30  1.000881E-30  1.002885E-30  1.003979E-30  1.004055E-30  1.005878E-30
     31  1.366291075688E-04  1.000206E-30  1.000386E-30  1.000788E-30  1.001011E-30  1.003310E-30  1.004564E-30  1.004653E-30  1.006743E-30
     32  1.695708820900E-04  1.000256E-30  1.000480E-30  1.000978E-30  1.001255E-30  1.004107E-30  1.005664E-30  1.005774E-30  1.008367E-30
     33  1.992873377730E-04  1.000301E-30  1.000564E-30  1.001150E-30  1.001475E-30  1.004827E-30  1.006655E-30  1.006786E-30  1.009832E-30
     34  2.264248739983E-04  1.000342E-30  1.000641E-30  1.001307E-30  1.001676E-30  1.005485E-30  1.007560E-30  1.007710E-30  1.011168E-30
     35  2.515933231106E-04  1.000380E-30  1.000712E-30  1.001452E-30  1.001863E-30  1.006094E-30  1.008399E-30  1.008567E-30  1.012408E-30
     36  2.753099894686E-04  1.000416E-30  1.000779E-30  1.001589E-30  1.002039E-30  1.006669E-30  1.009189E-30  1.009375E-30  1.013575E-30
     37  2.979926919870E-04  1.000451E-30  1.000843E-30  1.001720E-30  1.002207E-30  1.007218E-30  1.009945E-30  1.010147E-30  1.014691E-30
     38  3.199702121451E-04  1.000484E-30  1.000906E-30  1.001848E-30  1.002370E-30  1.007750E-30  1.010677E-30  1.010896E-30  1.015772E-30
     39  3.524429751724E-04  1.000533E-30  1.000998E-30  1.002035E-30  1.002611E-30  1.008537E-30  1.011758E-30  1.012001E-30  1.017369E-30
     40  3.836809895565E-04  1.000580E-30  1.001086E-30  1.002216E-30  1.002842E-30  1.009293E-30  1.012798E-30  1.013065E-30  1.018905E-30
     41  4.138876583201E-04  1.000626E-30  1.001172E-30  1.002391E-30  1.003066E-30  1.010025E-30  1.013803E-30  1.014094E-30  1.020389E-30
     42  4.432651277490E-04  1.000671E-30  1.001255E-30  1.002561E-30  1.003284E-30  1.010737E-30  1.014780E-30  1.015094E-30  1.021832E-30
     43  4.720041568584E-04  1.000714E-30  1.001337E-30  1.002727E-30  1.003498E-30  1.011433E-30  1.015735E-30  1.016073E-30  1.023243E-30
     44  5.002792532552E-04  1.000757E-30  1.001417E-30  1.002891E-30  1.003707E-30  1.012118E-30  1.016675E-30  1.017036E-30  1.024630E-30
     45  5.282472522620E-04  1.000800E-30  1.001496E-30  1.003053E-30  1.003915E-30  1.012795E-30  1.017604E-30  1.017988E-30  1.026002E-30
     46  5.560479783168E-04  1.000842E-30  1.001575E-30  1.003214E-30  1.004122E-30  1.013469E-30  1.018527E-30  1.018935E-30  1.027365E-30
     47  5.838060709037E-04  1.000884E-30  1.001654E-30  1.003375E-30  1.004328E-30  1.014141E-30  1.019448E-30  1.019881E-30  1.028726E-30
     48  6.116334118686E-04  1.000926E-30  1.001733E-30  1.003536E-30  1.004534E-30  1.014815E-30  1.020372E-30  1.020829E-30  1.030090E-30
     49  6.396318340541E-04  1.000969E-30  1.001813E-30  1.003698E-30  1.004743E-30  1.015494E-30  1.021301E-30  1.021782E-30  1.031461E-30
     50  6.678959636874E-04  1.001012E-30  1.001893E-30  1.003862E-30  1.004953E-30  1.016178E-30  1.022238E-30  1.022745E-30  1.032845E-30
     51  6.965161747902E-04  1.001055E-30  1.001975E-30  1.004028E-30  1.005165E-30  1.016872E-30  1.023187E-30  1.023720E-30  1.034246E-30
     52  7.255817382538E-04  1.001100E-30  1.002057E-30  1.004197E-30  1.005382E-30  1.017576E-30  1.024150E-30  1.024711E-30  1.035668E-30
     53  7.551843574001E-04  1.001145E-30  1.002141E-30  1.004369E-30  1.005602E-30  1.018293E-30  1.025131E-30  1.025719E-30  1.037116E-30
     54  7.854224313090E-04  1.001191E-30  1.002227E-30  1.004544E-30  1.005827E-30  1.019026E-30  1.026132E-30  1.026750E-30  1.038594E-30
     55  8.164066374138E-04  1.001238E-30  1.002316E-30  1.004724E-30  1.006057E-30  1.019777E-30  1.027158E-30  1.027806E-30  1.040108E-30
     56  8.482679080764E-04  1.001286E-30  1.002406E-30  1.004909E-30  1.006294E-30  1.020549E-30  1.028212E-30  1.028891E-30  1.041664E-30
     57  8.811699017317E-04  1.001336E-30  1.002500E-30  1.005101E-30  1.006539E-30  1.021346E-30  1.029300E-30  1.030013E-30  1.043271E-30
     58  9.153304977871E-04  1.001388E-30  1.002597E-30  1.005299E-30  1.006794E-30  1.022174E-30  1.030429E-30  1.031177E-30  1.044938E-30
     59  9.510634923056E-04  1.001443E-30  1.002699E-30  1.005507E-30  1.007060E-30  1.023040E-30  1.031610E-30  1.032396E-30  1.046681E-30
     60  9.888739022907E-04  1.001500E-30  1.002807E-30  1.005727E-30  1.007341E-30  1.023957E-30  1.032859E-30  1.033685E-30  1.048524E-30
     61  1.029744313280E-03  1.001563E-30  1.002924E-30  1.005965E-30  1.007646E-30  1.024948E-30  1.034209E-30  1.035079E-30  1.050516E-30
     62  1.076805333108E-03  1.001635E-30  1.003058E-30  1.006239E-30  1.007997E-30  1.026089E-30  1.035761E-30  1.036684E-30  1.052808E-30
     63  1.127478238084E-03  1.001712E-30  1.003202E-30  1.006534E-30  1.008375E-30  1.027318E-30  1.037432E-30  1.038413E-30  1.055274E-30
     64  1.179263354774E-03  1.001791E-30  1.003350E-30  1.006836E-30  1.008761E-30  1.028574E-30  1.039139E-30  1.040180E-30  1.057792E-30
     65  1.231720185468E-03  1.001871E-30  1.003500E-30  1.007141E-30  1.009153E-30  1.029846E-30  1.040867E-30  1.041971E-30  1.060342E-30
     66  1.284679788904E-03  1.001952E-30  1.003651E-30  1.007450E-30  1.009548E-30  1.031131E-30  1.042610E-30  1.043779E-30  1.062914E-30
     67  1.338068714676E-03  1.002034E-30  1.003804E-30  1.007762E-30  1.009947E-30  1.032426E-30  1.044366E-30  1.045602E-30  1.065506E-30
     68  1.391852718980E-03  1.002116E-30  1.003958E-30  1.008076E-30  1.010349E-30  1.033732E-30  1.046133E-30  1.047439E-30  1.068115E-30
     69  1.446014888479E-03  1.002199E-30  1.004113E-30  1.008392E-30  1.010754E-30  1.035047E-30  1.047912E-30  1.049290E-30  1.070741E-30
     70  1.500546342624E-03  1.002283E-30  1.004269E-30  1.008711E-30  1.011162E-30  1.036371E-30  1.049702E-30  1.051154E-30  1.073383E-30
     71  1.555442065896E-03  1.002367E-30  1.004426E-30  1.009032E-30  1.011573E-30  1.037704E-30  1.051503E-30  1.053032E-30  1.076042E-30
     72  1.610698967280E-03  1.002452E-30  1.004585E-30  1.009355E-30  1.011987E-30  1.039046E-30  1.053314E-30  1.054922E-30  1.078717E-30
     73  1.666314948699E-03  1.002537E-30  1.004744E-30  1.009681E-30  1.012403E-30  1.040398E-30  1.055136E-30  1.056825E-30  1.081407E-30
     74  1.722288445659E-03  1.002623E-30  1.004905E-30  1.010009E-30  1.012823E-30  1.041758E-30  1.056968E-30  1.058741E-30  1.084114E-30
     75  1.778618195039E-03  1.002709E-30  1.005067E-30  1.010339E-30  1.013245E-30  1.043127E-30  1.058811E-30  1.060670E-30  1.086836E-30
     76  1.835303663832E-03  1.002797E-30  1.005230E-30  1.010671E-30  1.013671E-30  1.044506E-30  1.060664E-30  1.062613E-30  1.089575E-30
     77  1.892344396716E-03  1.002884E-30  1.005394E-30  1.011006E-30  1.014099E-30  1.045893E-30  1.062528E-30  1.064568E-30  1.092330E-30
     78  1.949739812628E-03  1.002973E-30  1.005559E-30  1.011343E-30  1.014530E-30  1.047290E-30  1.064402E-30  1.066536E-30  1.095100E-30
     79  2.007489276907E-03  1.003062E-30  1.005725E-30  1.011682E-30  1.014964E-30  1.048696E-30  1.066287E-30  1.068518E-30  1.097887E-30
     80  2.065592139419E-03  1.003151E-30  1.005892E-30  1.012024E-30  1.015400E-30  1.050110E-30  1.068182E-30  1.070512E-30  1.100689E-30
     81  2.124047755162E-03  1.003241E-30  1.006060E-30  1.012368E-30  1.015840E-30  1.051534E-30  1.070087E-30  1.072520E-30  1.103508E-30
     82  2.182855495215E-03  1.003332E-30  1.006230E-30  1.012714E-30  1.016283E-30  1.052967E-30  1.072003E-30  1.074541E-30  1.106343E-30
     83  2.242014752368E-03  1.003424E-30  1.006401E-30  1.013062E-30  1.016728E-30  1.054409E-30  1.073929E-30  1.076575E-30  1.109193E-30
     84  2.301524943777E-03  1.003516E-30  1.006572E-30  1.013413E-30  1.017176E-30  1.055860E-30  1.075866E-30  1.078622E-30  1.112060E-30
     85  2.361385511936E-03  1.003608E-30  1.006745E-30  1.013766E-30  1.017628E-30  1.057320E-30  1.077813E-30  1.080682E-30  1.114943E-30
     86  2.421595924701E-03  1.003701E-30  1.006919E-30  1.014121E-30  1.018082E-30  1.058790E-30  1.079770E-30  1.082756E-30  1.117843E-30
     87  2.482155674804E-03  1.003795E-30  1.007094E-30  1.014479E-30  1.018539E-30  1.060268E-30  1.081738E-30  1.084843E-30  1.120758E-30
     88  2.543064279071E-03  1.003889E-30  1.007270E-30  1.014839E-30  1.018999E-30  1.061756E-30  1.083716E-30  1.086943E-30  1.123690E-30
     89  2.604321277494E-03  1.003984E-30  1.007448E-30  1.015201E-30  1.019462E-30  1.063253E-30  1.085705E-30  1.089057E-30  1.126638E-30
     90  2.665926232237E-03  1.004080E-30  1.007626E-30  1.015566E-30  1.019927E-30  1.064759E-30  1.087704E-30  1.091184E-30  1.129603E-30
     91  2.727878734382E-03  1.004176E-30  1.007806E-30  1.015932E-30  1.020396E-30  1.066274E-30  1.089713E-30  1.093325E-30  1.132584E-30
     92  2.790178404165E-03  1.004273E-30  1.007986E-30  1.016301E-30  1.020867E-30  1.067798E-30  1.091733E-30  1.095479E-30  1.135581E-30
     93  2.852824875480E-03  1.004370E-30  1.008168E-30  1.016673E-30  1.021342E-30  1.069332E-30  1.093763E-30  1.097647E-30  1.138595E-30
     94  2.915817796872E-03  1.004468E-30  1.008351E-30  1.017047E-30  1.021819E-30  1.070875E-30  1.095804E-30  1.099828E-30  1.141625E-30
     95  2.979156831833E-03  1.004567E-30  1.008535E-30  1.017423E-30  1.022300E-30  1.072427E-30  1.097855E-30  1.102024E-30  1.144672E-30
