 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                bi243         bi244         bi245         bi246         bi247         bi248         bi249         bi250
     27  8.489118412102E-05  1.005033E-30  1.006424E-30  1.006165E-30  1.007350E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.005675E-30  1.007244E-30  1.006953E-30  1.008286E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.006352E-30  1.008107E-30  1.007783E-30  1.009272E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.007067E-30  1.009018E-30  1.008660E-30  1.010311E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.008112E-30  1.010349E-30  1.009942E-30  1.011830E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.010077E-30  1.012852E-30  1.012355E-30  1.014682E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.011854E-30  1.015113E-30  1.014537E-30  1.017255E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.013479E-30  1.017179E-30  1.016534E-30  1.019605E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.014988E-30  1.019098E-30  1.018390E-30  1.021784E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.016412E-30  1.020907E-30  1.020142E-30  1.023838E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.017776E-30  1.022639E-30  1.021821E-30  1.025802E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.019099E-30  1.024318E-30  1.023450E-30  1.027704E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.021057E-30  1.026802E-30  1.025863E-30  1.030516E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.022944E-30  1.029194E-30  1.028189E-30  1.033221E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.024772E-30  1.031509E-30  1.030443E-30  1.035836E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.026552E-30  1.033764E-30  1.032641E-30  1.038380E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.028297E-30  1.035971E-30  1.034795E-30  1.040868E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.030016E-30  1.038146E-30  1.036919E-30  1.043316E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.031720E-30  1.040298E-30  1.039025E-30  1.045738E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.033416E-30  1.042440E-30  1.041122E-30  1.048145E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.035111E-30  1.044581E-30  1.043220E-30  1.050548E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.036814E-30  1.046729E-30  1.045328E-30  1.052958E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.038530E-30  1.048893E-30  1.047453E-30  1.055382E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.040265E-30  1.051079E-30  1.049602E-30  1.057829E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.042024E-30  1.053295E-30  1.051783E-30  1.060307E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.043813E-30  1.055547E-30  1.054003E-30  1.062824E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.045639E-30  1.057844E-30  1.056268E-30  1.065387E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.047506E-30  1.060192E-30  1.058587E-30  1.068005E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.049423E-30  1.062600E-30  1.060968E-30  1.070688E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.051398E-30  1.065080E-30  1.063422E-30  1.073447E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.053440E-30  1.067643E-30  1.065962E-30  1.076296E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.055565E-30  1.070307E-30  1.068606E-30  1.079253E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.057791E-30  1.073098E-30  1.071377E-30  1.082347E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.060152E-30  1.076054E-30  1.074318E-30  1.085621E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.062709E-30  1.079253E-30  1.077505E-30  1.089160E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.065659E-30  1.082942E-30  1.081185E-30  1.093235E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.068845E-30  1.086921E-30  1.085162E-30  1.097622E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.072109E-30  1.090995E-30  1.089239E-30  1.102106E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.075424E-30  1.095128E-30  1.093384E-30  1.106648E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.078780E-30  1.099307E-30  1.097584E-30  1.111233E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.082173E-30  1.103528E-30  1.101832E-30  1.115856E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.085600E-30  1.107788E-30  1.106127E-30  1.120513E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.089060E-30  1.112085E-30  1.110467E-30  1.125202E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.092554E-30  1.116418E-30  1.114853E-30  1.129924E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.096080E-30  1.120788E-30  1.119283E-30  1.134677E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.099640E-30  1.125194E-30  1.123757E-30  1.139461E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.103232E-30  1.129637E-30  1.128277E-30  1.144277E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.106857E-30  1.134116E-30  1.132842E-30  1.149123E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.110516E-30  1.138631E-30  1.137452E-30  1.154001E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.114207E-30  1.143183E-30  1.142107E-30  1.158909E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.117932E-30  1.147771E-30  1.146807E-30  1.163847E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.121690E-30  1.152395E-30  1.151554E-30  1.168817E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.125482E-30  1.157057E-30  1.156346E-30  1.173817E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.129308E-30  1.161754E-30  1.161184E-30  1.178848E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.133167E-30  1.166489E-30  1.166069E-30  1.183909E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.137060E-30  1.171260E-30  1.171000E-30  1.189001E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.140987E-30  1.176068E-30  1.175977E-30  1.194123E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.144948E-30  1.180913E-30  1.181002E-30  1.199276E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.148944E-30  1.185795E-30  1.186073E-30  1.204459E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.152973E-30  1.190714E-30  1.191192E-30  1.209672E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.157037E-30  1.195670E-30  1.196357E-30  1.214916E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.161136E-30  1.200663E-30  1.201571E-30  1.220190E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.165270E-30  1.205694E-30  1.206832E-30  1.225493E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.169438E-30  1.210761E-30  1.212141E-30  1.230828E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.173641E-30  1.215866E-30  1.217498E-30  1.236192E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.177880E-30  1.221009E-30  1.222904E-30  1.241586E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.182153E-30  1.226189E-30  1.228358E-30  1.247010E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.186462E-30  1.231406E-30  1.233861E-30  1.252464E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
