 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                w197          w198          w199          w200          w201          w202          w203          w204 
     27  8.489118412102E-05  1.000093E-30  1.000109E-30  1.000084E-30  1.000309E-30  1.000207E-30  1.000451E-30  1.000445E-30  1.001555E-30
     28  9.570255892797E-05  1.000105E-30  1.000123E-30  1.000094E-30  1.000348E-30  1.000233E-30  1.000509E-30  1.000502E-30  1.001754E-30
     29  1.070853065563E-04  1.000117E-30  1.000138E-30  1.000106E-30  1.000390E-30  1.000261E-30  1.000569E-30  1.000562E-30  1.001962E-30
     30  1.190882425669E-04  1.000130E-30  1.000153E-30  1.000117E-30  1.000433E-30  1.000290E-30  1.000633E-30  1.000625E-30  1.002182E-30
     31  1.366291075688E-04  1.000149E-30  1.000176E-30  1.000135E-30  1.000497E-30  1.000333E-30  1.000726E-30  1.000717E-30  1.002503E-30
     32  1.695708820900E-04  1.000185E-30  1.000218E-30  1.000167E-30  1.000617E-30  1.000413E-30  1.000901E-30  1.000890E-30  1.003107E-30
     33  1.992873377730E-04  1.000218E-30  1.000256E-30  1.000196E-30  1.000725E-30  1.000485E-30  1.001059E-30  1.001046E-30  1.003652E-30
     34  2.264248739983E-04  1.000247E-30  1.000291E-30  1.000223E-30  1.000824E-30  1.000552E-30  1.001204E-30  1.001189E-30  1.004149E-30
     35  2.515933231106E-04  1.000275E-30  1.000323E-30  1.000248E-30  1.000916E-30  1.000613E-30  1.001337E-30  1.001321E-30  1.004610E-30
     36  2.753099894686E-04  1.000301E-30  1.000354E-30  1.000271E-30  1.001002E-30  1.000671E-30  1.001463E-30  1.001445E-30  1.005044E-30
     37  2.979926919870E-04  1.000325E-30  1.000383E-30  1.000294E-30  1.001084E-30  1.000726E-30  1.001584E-30  1.001565E-30  1.005460E-30
     38  3.199702121451E-04  1.000349E-30  1.000411E-30  1.000315E-30  1.001164E-30  1.000779E-30  1.001701E-30  1.001680E-30  1.005863E-30
     39  3.524429751724E-04  1.000385E-30  1.000453E-30  1.000347E-30  1.001283E-30  1.000858E-30  1.001873E-30  1.001851E-30  1.006458E-30
     40  3.836809895565E-04  1.000419E-30  1.000493E-30  1.000378E-30  1.001396E-30  1.000935E-30  1.002040E-30  1.002016E-30  1.007030E-30
     41  4.138876583201E-04  1.000452E-30  1.000532E-30  1.000408E-30  1.001506E-30  1.001008E-30  1.002200E-30  1.002175E-30  1.007584E-30
     42  4.432651277490E-04  1.000484E-30  1.000570E-30  1.000437E-30  1.001613E-30  1.001080E-30  1.002356E-30  1.002329E-30  1.008122E-30
     43  4.720041568584E-04  1.000515E-30  1.000607E-30  1.000465E-30  1.001718E-30  1.001150E-30  1.002509E-30  1.002481E-30  1.008648E-30
     44  5.002792532552E-04  1.000546E-30  1.000643E-30  1.000493E-30  1.001820E-30  1.001219E-30  1.002659E-30  1.002630E-30  1.009166E-30
     45  5.282472522620E-04  1.000577E-30  1.000679E-30  1.000521E-30  1.001922E-30  1.001287E-30  1.002808E-30  1.002777E-30  1.009679E-30
     46  5.560479783168E-04  1.000607E-30  1.000715E-30  1.000548E-30  1.002023E-30  1.001354E-30  1.002956E-30  1.002923E-30  1.010188E-30
     47  5.838060709037E-04  1.000638E-30  1.000750E-30  1.000575E-30  1.002124E-30  1.001422E-30  1.003103E-30  1.003070E-30  1.010697E-30
     48  6.116334118686E-04  1.000668E-30  1.000786E-30  1.000603E-30  1.002226E-30  1.001490E-30  1.003251E-30  1.003217E-30  1.011207E-30
     49  6.396318340541E-04  1.000698E-30  1.000822E-30  1.000630E-30  1.002328E-30  1.001558E-30  1.003400E-30  1.003364E-30  1.011720E-30
     50  6.678959636874E-04  1.000729E-30  1.000858E-30  1.000658E-30  1.002430E-30  1.001627E-30  1.003550E-30  1.003513E-30  1.012237E-30
     51  6.965161747902E-04  1.000761E-30  1.000895E-30  1.000686E-30  1.002535E-30  1.001697E-30  1.003702E-30  1.003664E-30  1.012762E-30
     52  7.255817382538E-04  1.000792E-30  1.000932E-30  1.000715E-30  1.002640E-30  1.001767E-30  1.003857E-30  1.003818E-30  1.013294E-30
     53  7.551843574001E-04  1.000825E-30  1.000970E-30  1.000744E-30  1.002748E-30  1.001839E-30  1.004014E-30  1.003974E-30  1.013837E-30
     54  7.854224313090E-04  1.000858E-30  1.001009E-30  1.000774E-30  1.002858E-30  1.001913E-30  1.004175E-30  1.004134E-30  1.014391E-30
     55  8.164066374138E-04  1.000892E-30  1.001049E-30  1.000805E-30  1.002971E-30  1.001989E-30  1.004340E-30  1.004298E-30  1.014958E-30
     56  8.482679080764E-04  1.000926E-30  1.001090E-30  1.000836E-30  1.003087E-30  1.002066E-30  1.004509E-30  1.004466E-30  1.015542E-30
     57  8.811699017317E-04  1.000962E-30  1.001132E-30  1.000868E-30  1.003207E-30  1.002146E-30  1.004684E-30  1.004640E-30  1.016145E-30
     58  9.153304977871E-04  1.001000E-30  1.001176E-30  1.000902E-30  1.003331E-30  1.002230E-30  1.004866E-30  1.004821E-30  1.016771E-30
     59  9.510634923056E-04  1.001039E-30  1.001222E-30  1.000937E-30  1.003461E-30  1.002317E-30  1.005056E-30  1.005010E-30  1.017425E-30
     60  9.888739022907E-04  1.001080E-30  1.001271E-30  1.000975E-30  1.003598E-30  1.002409E-30  1.005257E-30  1.005210E-30  1.018118E-30
     61  1.029744313280E-03  1.001124E-30  1.001323E-30  1.001015E-30  1.003747E-30  1.002508E-30  1.005474E-30  1.005426E-30  1.018867E-30
     62  1.076805333108E-03  1.001176E-30  1.001384E-30  1.001061E-30  1.003918E-30  1.002623E-30  1.005724E-30  1.005676E-30  1.019729E-30
     63  1.127478238084E-03  1.001231E-30  1.001449E-30  1.001111E-30  1.004103E-30  1.002746E-30  1.005993E-30  1.005944E-30  1.020657E-30
     64  1.179263354774E-03  1.001288E-30  1.001515E-30  1.001162E-30  1.004291E-30  1.002872E-30  1.006269E-30  1.006219E-30  1.021606E-30
     65  1.231720185468E-03  1.001345E-30  1.001583E-30  1.001214E-30  1.004482E-30  1.003000E-30  1.006547E-30  1.006497E-30  1.022567E-30
     66  1.284679788904E-03  1.001403E-30  1.001651E-30  1.001266E-30  1.004675E-30  1.003129E-30  1.006829E-30  1.006778E-30  1.023537E-30
     67  1.338068714676E-03  1.001461E-30  1.001720E-30  1.001319E-30  1.004869E-30  1.003259E-30  1.007113E-30  1.007061E-30  1.024515E-30
     68  1.391852718980E-03  1.001520E-30  1.001789E-30  1.001372E-30  1.005065E-30  1.003390E-30  1.007399E-30  1.007347E-30  1.025501E-30
     69  1.446014888479E-03  1.001579E-30  1.001858E-30  1.001425E-30  1.005262E-30  1.003522E-30  1.007687E-30  1.007635E-30  1.026493E-30
     70  1.500546342624E-03  1.001639E-30  1.001928E-30  1.001479E-30  1.005460E-30  1.003655E-30  1.007976E-30  1.007925E-30  1.027492E-30
     71  1.555442065896E-03  1.001699E-30  1.001999E-30  1.001533E-30  1.005660E-30  1.003789E-30  1.008268E-30  1.008217E-30  1.028498E-30
     72  1.610698967280E-03  1.001759E-30  1.002070E-30  1.001587E-30  1.005861E-30  1.003923E-30  1.008562E-30  1.008511E-30  1.029510E-30
     73  1.666314948699E-03  1.001820E-30  1.002141E-30  1.001642E-30  1.006064E-30  1.004059E-30  1.008858E-30  1.008808E-30  1.030529E-30
     74  1.722288445659E-03  1.001881E-30  1.002213E-30  1.001697E-30  1.006267E-30  1.004195E-30  1.009155E-30  1.009106E-30  1.031554E-30
     75  1.778618195039E-03  1.001942E-30  1.002286E-30  1.001753E-30  1.006472E-30  1.004332E-30  1.009454E-30  1.009406E-30  1.032586E-30
     76  1.835303663832E-03  1.002004E-30  1.002358E-30  1.001809E-30  1.006679E-30  1.004470E-30  1.009756E-30  1.009709E-30  1.033624E-30
     77  1.892344396716E-03  1.002066E-30  1.002432E-30  1.001865E-30  1.006886E-30  1.004609E-30  1.010059E-30  1.010013E-30  1.034669E-30
     78  1.949739812628E-03  1.002129E-30  1.002506E-30  1.001922E-30  1.007095E-30  1.004749E-30  1.010364E-30  1.010320E-30  1.035721E-30
     79  2.007489276907E-03  1.002192E-30  1.002580E-30  1.001978E-30  1.007305E-30  1.004890E-30  1.010671E-30  1.010628E-30  1.036778E-30
     80  2.065592139419E-03  1.002256E-30  1.002654E-30  1.002036E-30  1.007517E-30  1.005031E-30  1.010980E-30  1.010939E-30  1.037843E-30
     81  2.124047755162E-03  1.002319E-30  1.002730E-30  1.002093E-30  1.007729E-30  1.005174E-30  1.011291E-30  1.011252E-30  1.038914E-30
     82  2.182855495215E-03  1.002384E-30  1.002805E-30  1.002151E-30  1.007943E-30  1.005317E-30  1.011603E-30  1.011566E-30  1.039991E-30
     83  2.242014752368E-03  1.002448E-30  1.002881E-30  1.002210E-30  1.008159E-30  1.005461E-30  1.011918E-30  1.011883E-30  1.041075E-30
     84  2.301524943777E-03  1.002513E-30  1.002958E-30  1.002268E-30  1.008375E-30  1.005606E-30  1.012234E-30  1.012202E-30  1.042165E-30
     85  2.361385511936E-03  1.002579E-30  1.003035E-30  1.002327E-30  1.008593E-30  1.005752E-30  1.012552E-30  1.012523E-30  1.043261E-30
     86  2.421595924701E-03  1.002644E-30  1.003112E-30  1.002387E-30  1.008812E-30  1.005898E-30  1.012872E-30  1.012846E-30  1.044364E-30
     87  2.482155674804E-03  1.002710E-30  1.003190E-30  1.002446E-30  1.009032E-30  1.006046E-30  1.013194E-30  1.013171E-30  1.045473E-30
     88  2.543064279071E-03  1.002777E-30  1.003268E-30  1.002506E-30  1.009254E-30  1.006194E-30  1.013518E-30  1.013498E-30  1.046589E-30
     89  2.604321277494E-03  1.002844E-30  1.003347E-30  1.002567E-30  1.009477E-30  1.006343E-30  1.013844E-30  1.013828E-30  1.047711E-30
     90  2.665926232237E-03  1.002911E-30  1.003426E-30  1.002627E-30  1.009701E-30  1.006493E-30  1.014171E-30  1.014159E-30  1.048839E-30
     91  2.727878734382E-03  1.002979E-30  1.003505E-30  1.002688E-30  1.009927E-30  1.006644E-30  1.014500E-30  1.014492E-30  1.049974E-30
     92  2.790178404165E-03  1.003047E-30  1.003586E-30  1.002750E-30  1.010153E-30  1.006796E-30  1.014831E-30  1.014827E-30  1.051115E-30
     93  2.852824875480E-03  1.003115E-30  1.003666E-30  1.002812E-30  1.010381E-30  1.006948E-30  1.015164E-30  1.015165E-30  1.052263E-30
     94  2.915817796872E-03  1.003184E-30  1.003747E-30  1.002874E-30  1.010611E-30  1.007102E-30  1.015499E-30  1.015504E-30  1.053416E-30
