 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ba156         ba157         ba158         ba159         ba160         ba161         ba162         ba163
     27  8.489118412102E-05  1.000945E-30  1.001798E-30  1.002006E-30  1.002299E-30  1.004481E-30  1.002033E-30  1.002805E-30  1.004070E-30
     28  9.570255892797E-05  1.001066E-30  1.002027E-30  1.002261E-30  1.002593E-30  1.005051E-30  1.002292E-30  1.003161E-30  1.004587E-30
     29  1.070853065563E-04  1.001193E-30  1.002268E-30  1.002531E-30  1.002903E-30  1.005651E-30  1.002565E-30  1.003536E-30  1.005131E-30
     30  1.190882425669E-04  1.001327E-30  1.002523E-30  1.002815E-30  1.003229E-30  1.006284E-30  1.002853E-30  1.003931E-30  1.005704E-30
     31  1.366291075688E-04  1.001523E-30  1.002895E-30  1.003231E-30  1.003707E-30  1.007209E-30  1.003274E-30  1.004508E-30  1.006541E-30
     32  1.695708820900E-04  1.001891E-30  1.003594E-30  1.004012E-30  1.004607E-30  1.008945E-30  1.004065E-30  1.005590E-30  1.008111E-30
     33  1.992873377730E-04  1.002224E-30  1.004226E-30  1.004718E-30  1.005420E-30  1.010511E-30  1.004778E-30  1.006565E-30  1.009524E-30
     34  2.264248739983E-04  1.002528E-30  1.004803E-30  1.005363E-30  1.006164E-30  1.011940E-30  1.005430E-30  1.007454E-30  1.010813E-30
     35  2.515933231106E-04  1.002810E-30  1.005339E-30  1.005962E-30  1.006855E-30  1.013265E-30  1.006035E-30  1.008277E-30  1.012007E-30
     36  2.753099894686E-04  1.003077E-30  1.005844E-30  1.006527E-30  1.007507E-30  1.014514E-30  1.006606E-30  1.009052E-30  1.013130E-30
     37  2.979926919870E-04  1.003331E-30  1.006327E-30  1.007068E-30  1.008132E-30  1.015707E-30  1.007152E-30  1.009792E-30  1.014203E-30
     38  3.199702121451E-04  1.003579E-30  1.006796E-30  1.007593E-30  1.008739E-30  1.016864E-30  1.007681E-30  1.010509E-30  1.015241E-30
     39  3.524429751724E-04  1.003944E-30  1.007488E-30  1.008368E-30  1.009636E-30  1.018571E-30  1.008463E-30  1.011566E-30  1.016773E-30
     40  3.836809895565E-04  1.004296E-30  1.008156E-30  1.009116E-30  1.010502E-30  1.020213E-30  1.009215E-30  1.012581E-30  1.018244E-30
     41  4.138876583201E-04  1.004637E-30  1.008801E-30  1.009839E-30  1.011340E-30  1.021801E-30  1.009944E-30  1.013561E-30  1.019664E-30
     42  4.432651277490E-04  1.004969E-30  1.009429E-30  1.010543E-30  1.012157E-30  1.023344E-30  1.010652E-30  1.014513E-30  1.021043E-30
     43  4.720041568584E-04  1.005294E-30  1.010045E-30  1.011233E-30  1.012958E-30  1.024853E-30  1.011346E-30  1.015443E-30  1.022390E-30
     44  5.002792532552E-04  1.005614E-30  1.010650E-30  1.011913E-30  1.013748E-30  1.026337E-30  1.012029E-30  1.016357E-30  1.023713E-30
     45  5.282472522620E-04  1.005931E-30  1.011250E-30  1.012586E-30  1.014530E-30  1.027804E-30  1.012704E-30  1.017259E-30  1.025020E-30
     46  5.560479783168E-04  1.006246E-30  1.011846E-30  1.013255E-30  1.015309E-30  1.029262E-30  1.013376E-30  1.018155E-30  1.026317E-30
     47  5.838060709037E-04  1.006562E-30  1.012442E-30  1.013925E-30  1.016089E-30  1.030718E-30  1.014047E-30  1.019048E-30  1.027609E-30
     48  6.116334118686E-04  1.006878E-30  1.013040E-30  1.014596E-30  1.016871E-30  1.032176E-30  1.014720E-30  1.019942E-30  1.028904E-30
     49  6.396318340541E-04  1.007196E-30  1.013642E-30  1.015273E-30  1.017660E-30  1.033643E-30  1.015398E-30  1.020840E-30  1.030204E-30
     50  6.678959636874E-04  1.007518E-30  1.014251E-30  1.015957E-30  1.018458E-30  1.035123E-30  1.016082E-30  1.021746E-30  1.031514E-30
     51  6.965161747902E-04  1.007845E-30  1.014867E-30  1.016650E-30  1.019268E-30  1.036622E-30  1.016775E-30  1.022661E-30  1.032839E-30
     52  7.255817382538E-04  1.008177E-30  1.015493E-30  1.017355E-30  1.020091E-30  1.038143E-30  1.017480E-30  1.023590E-30  1.034182E-30
     53  7.551843574001E-04  1.008515E-30  1.016132E-30  1.018074E-30  1.020931E-30  1.039691E-30  1.018197E-30  1.024534E-30  1.035548E-30
     54  7.854224313090E-04  1.008861E-30  1.016785E-30  1.018809E-30  1.021791E-30  1.041273E-30  1.018930E-30  1.025497E-30  1.036941E-30
     55  8.164066374138E-04  1.009216E-30  1.017455E-30  1.019564E-30  1.022674E-30  1.042892E-30  1.019682E-30  1.026483E-30  1.038366E-30
     56  8.482679080764E-04  1.009581E-30  1.018144E-30  1.020341E-30  1.023584E-30  1.044557E-30  1.020456E-30  1.027494E-30  1.039829E-30
     57  8.811699017317E-04  1.009959E-30  1.018856E-30  1.021144E-30  1.024525E-30  1.046275E-30  1.021255E-30  1.028538E-30  1.041337E-30
     58  9.153304977871E-04  1.010352E-30  1.019596E-30  1.021979E-30  1.025504E-30  1.048058E-30  1.022085E-30  1.029619E-30  1.042900E-30
     59  9.510634923056E-04  1.010764E-30  1.020371E-30  1.022854E-30  1.026530E-30  1.049923E-30  1.022953E-30  1.030748E-30  1.044531E-30
     60  9.888739022907E-04  1.011200E-30  1.021192E-30  1.023781E-30  1.027619E-30  1.051895E-30  1.023873E-30  1.031940E-30  1.046254E-30
     61  1.029744313280E-03  1.011671E-30  1.022081E-30  1.024785E-30  1.028798E-30  1.054025E-30  1.024867E-30  1.033226E-30  1.048112E-30
     62  1.076805333108E-03  1.012216E-30  1.023105E-30  1.025944E-30  1.030160E-30  1.056477E-30  1.026013E-30  1.034704E-30  1.050247E-30
     63  1.127478238084E-03  1.012803E-30  1.024210E-30  1.027194E-30  1.031631E-30  1.059114E-30  1.027247E-30  1.036291E-30  1.052539E-30
     64  1.179263354774E-03  1.013404E-30  1.025341E-30  1.028474E-30  1.033138E-30  1.061808E-30  1.028510E-30  1.037909E-30  1.054876E-30
     65  1.231720185468E-03  1.014015E-30  1.026488E-30  1.029775E-30  1.034669E-30  1.064535E-30  1.029789E-30  1.039544E-30  1.057235E-30
     66  1.284679788904E-03  1.014632E-30  1.027647E-30  1.031090E-30  1.036220E-30  1.067286E-30  1.031082E-30  1.041190E-30  1.059611E-30
     67  1.338068714676E-03  1.015256E-30  1.028819E-30  1.032420E-30  1.037788E-30  1.070057E-30  1.032386E-30  1.042845E-30  1.061998E-30
     68  1.391852718980E-03  1.015886E-30  1.030000E-30  1.033763E-30  1.039373E-30  1.072846E-30  1.033700E-30  1.044508E-30  1.064397E-30
     69  1.446014888479E-03  1.016521E-30  1.031192E-30  1.035118E-30  1.040974E-30  1.075653E-30  1.035024E-30  1.046178E-30  1.066805E-30
     70  1.500546342624E-03  1.017163E-30  1.032395E-30  1.036486E-30  1.042590E-30  1.078477E-30  1.036358E-30  1.047855E-30  1.069222E-30
     71  1.555442065896E-03  1.017809E-30  1.033607E-30  1.037867E-30  1.044223E-30  1.081317E-30  1.037702E-30  1.049538E-30  1.071648E-30
     72  1.610698967280E-03  1.018462E-30  1.034829E-30  1.039261E-30  1.045871E-30  1.084174E-30  1.039055E-30  1.051228E-30  1.074083E-30
     73  1.666314948699E-03  1.019120E-30  1.036061E-30  1.040667E-30  1.047534E-30  1.087047E-30  1.040418E-30  1.052924E-30  1.076526E-30
     74  1.722288445659E-03  1.019784E-30  1.037304E-30  1.042087E-30  1.049214E-30  1.089936E-30  1.041790E-30  1.054626E-30  1.078978E-30
     75  1.778618195039E-03  1.020454E-30  1.038557E-30  1.043519E-30  1.050909E-30  1.092842E-30  1.043171E-30  1.056334E-30  1.081437E-30
     76  1.835303663832E-03  1.021129E-30  1.039819E-30  1.044964E-30  1.052620E-30  1.095763E-30  1.044562E-30  1.058048E-30  1.083904E-30
     77  1.892344396716E-03  1.021810E-30  1.041092E-30  1.046422E-30  1.054346E-30  1.098699E-30  1.045963E-30  1.059768E-30  1.086379E-30
     78  1.949739812628E-03  1.022497E-30  1.042376E-30  1.047893E-30  1.056089E-30  1.101652E-30  1.047372E-30  1.061493E-30  1.088862E-30
     79  2.007489276907E-03  1.023190E-30  1.043669E-30  1.049378E-30  1.057848E-30  1.104620E-30  1.048791E-30  1.063224E-30  1.091352E-30
     80  2.065592139419E-03  1.023888E-30  1.044973E-30  1.050876E-30  1.059622E-30  1.107604E-30  1.050219E-30  1.064961E-30  1.093850E-30
     81  2.124047755162E-03  1.024593E-30  1.046288E-30  1.052387E-30  1.061413E-30  1.110603E-30  1.051657E-30  1.066703E-30  1.096354E-30
     82  2.182855495215E-03  1.025303E-30  1.047612E-30  1.053912E-30  1.063220E-30  1.113617E-30  1.053103E-30  1.068451E-30  1.098866E-30
     83  2.242014752368E-03  1.026019E-30  1.048948E-30  1.055451E-30  1.065042E-30  1.116647E-30  1.054559E-30  1.070204E-30  1.101384E-30
     84  2.301524943777E-03  1.026742E-30  1.050294E-30  1.057003E-30  1.066881E-30  1.119692E-30  1.056024E-30  1.071962E-30  1.103909E-30
     85  2.361385511936E-03  1.027470E-30  1.051650E-30  1.058570E-30  1.068736E-30  1.122752E-30  1.057498E-30  1.073725E-30  1.106441E-30
     86  2.421595924701E-03  1.028204E-30  1.053017E-30  1.060150E-30  1.070607E-30  1.125827E-30  1.058981E-30  1.075493E-30  1.108979E-30
     87  2.482155674804E-03  1.028945E-30  1.054395E-30  1.061744E-30  1.072495E-30  1.128916E-30  1.060473E-30  1.077266E-30  1.111524E-30
     88  2.543064279071E-03  1.029691E-30  1.055784E-30  1.063353E-30  1.074399E-30  1.132021E-30  1.061974E-30  1.079043E-30  1.114075E-30
     89  2.604321277494E-03  1.030444E-30  1.057183E-30  1.064975E-30  1.076319E-30  1.135140E-30  1.063484E-30  1.080826E-30  1.116631E-30
     90  2.665926232237E-03  1.031202E-30  1.058594E-30  1.066612E-30  1.078255E-30  1.138274E-30  1.065003E-30  1.082612E-30  1.119194E-30
     91  2.727878734382E-03  1.031967E-30  1.060015E-30  1.068264E-30  1.080208E-30  1.141423E-30  1.066531E-30  1.084404E-30  1.121762E-30
     92  2.790178404165E-03  1.032739E-30  1.061448E-30  1.069930E-30  1.082177E-30  1.144585E-30  1.068068E-30  1.086200E-30  1.124336E-30
     93  2.852824875480E-03  1.033516E-30  1.062891E-30  1.071611E-30  1.084163E-30  1.147763E-30  1.069613E-30  1.088000E-30  1.126916E-30
     94  2.915817796872E-03  1.034300E-30  1.064346E-30  1.073307E-30  1.086166E-30  1.150954E-30  1.071168E-30  1.089805E-30  1.129500E-30
     95  2.979156831833E-03  1.035090E-30  1.065812E-30  1.075018E-30  1.088184E-30  1.154160E-30  1.072731E-30  1.091613E-30  1.132090E-30
