 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                hg229         hg230         hg231         hg232         hg233         hg234         hg235         hg236
     27  8.489118412102E-05  1.000904E-30  1.000955E-30  1.001036E-30  1.001785E-30  1.001238E-30  1.001573E-30  1.001465E-30  1.001552E-30
     28  9.570255892797E-05  1.001019E-30  1.001077E-30  1.001169E-30  1.002013E-30  1.001396E-30  1.001773E-30  1.001651E-30  1.001750E-30
     29  1.070853065563E-04  1.001140E-30  1.001205E-30  1.001308E-30  1.002252E-30  1.001562E-30  1.001983E-30  1.001847E-30  1.001957E-30
     30  1.190882425669E-04  1.001268E-30  1.001341E-30  1.001455E-30  1.002505E-30  1.001736E-30  1.002205E-30  1.002054E-30  1.002176E-30
     31  1.366291075688E-04  1.001455E-30  1.001539E-30  1.001670E-30  1.002874E-30  1.001991E-30  1.002529E-30  1.002356E-30  1.002495E-30
     32  1.695708820900E-04  1.001806E-30  1.001910E-30  1.002074E-30  1.003567E-30  1.002470E-30  1.003137E-30  1.002922E-30  1.003095E-30
     33  1.992873377730E-04  1.002122E-30  1.002246E-30  1.002439E-30  1.004193E-30  1.002902E-30  1.003685E-30  1.003432E-30  1.003635E-30
     34  2.264248739983E-04  1.002411E-30  1.002553E-30  1.002773E-30  1.004765E-30  1.003295E-30  1.004185E-30  1.003897E-30  1.004127E-30
     35  2.515933231106E-04  1.002679E-30  1.002837E-30  1.003083E-30  1.005295E-30  1.003660E-30  1.004648E-30  1.004328E-30  1.004583E-30
     36  2.753099894686E-04  1.002932E-30  1.003106E-30  1.003376E-30  1.005794E-30  1.004004E-30  1.005085E-30  1.004734E-30  1.005013E-30
     37  2.979926919870E-04  1.003174E-30  1.003363E-30  1.003656E-30  1.006272E-30  1.004332E-30  1.005501E-30  1.005122E-30  1.005423E-30
     38  3.199702121451E-04  1.003408E-30  1.003612E-30  1.003927E-30  1.006736E-30  1.004650E-30  1.005905E-30  1.005497E-30  1.005820E-30
     39  3.524429751724E-04  1.003754E-30  1.003980E-30  1.004329E-30  1.007420E-30  1.005119E-30  1.006501E-30  1.006051E-30  1.006406E-30
     40  3.836809895565E-04  1.004087E-30  1.004334E-30  1.004716E-30  1.008079E-30  1.005570E-30  1.007073E-30  1.006584E-30  1.006969E-30
     41  4.138876583201E-04  1.004409E-30  1.004678E-30  1.005090E-30  1.008716E-30  1.006005E-30  1.007626E-30  1.007098E-30  1.007513E-30
     42  4.432651277490E-04  1.004722E-30  1.005011E-30  1.005455E-30  1.009336E-30  1.006428E-30  1.008163E-30  1.007597E-30  1.008041E-30
     43  4.720041568584E-04  1.005029E-30  1.005338E-30  1.005813E-30  1.009942E-30  1.006842E-30  1.008688E-30  1.008085E-30  1.008557E-30
     44  5.002792532552E-04  1.005330E-30  1.005660E-30  1.006165E-30  1.010539E-30  1.007249E-30  1.009204E-30  1.008565E-30  1.009063E-30
     45  5.282472522620E-04  1.005628E-30  1.005979E-30  1.006514E-30  1.011130E-30  1.007650E-30  1.009714E-30  1.009039E-30  1.009564E-30
     46  5.560479783168E-04  1.005925E-30  1.006296E-30  1.006861E-30  1.011717E-30  1.008049E-30  1.010221E-30  1.009509E-30  1.010061E-30
     47  5.838060709037E-04  1.006221E-30  1.006613E-30  1.007207E-30  1.012303E-30  1.008447E-30  1.010726E-30  1.009979E-30  1.010557E-30
     48  6.116334118686E-04  1.006518E-30  1.006930E-30  1.007556E-30  1.012891E-30  1.008846E-30  1.011232E-30  1.010449E-30  1.011053E-30
     49  6.396318340541E-04  1.006817E-30  1.007250E-30  1.007906E-30  1.013482E-30  1.009247E-30  1.011740E-30  1.010921E-30  1.011552E-30
     50  6.678959636874E-04  1.007118E-30  1.007573E-30  1.008261E-30  1.014080E-30  1.009651E-30  1.012253E-30  1.011397E-30  1.012055E-30
     51  6.965161747902E-04  1.007424E-30  1.007901E-30  1.008620E-30  1.014685E-30  1.010060E-30  1.012772E-30  1.011879E-30  1.012563E-30
     52  7.255817382538E-04  1.007734E-30  1.008234E-30  1.008986E-30  1.015299E-30  1.010475E-30  1.013299E-30  1.012368E-30  1.013079E-30
     53  7.551843574001E-04  1.008050E-30  1.008573E-30  1.009358E-30  1.015925E-30  1.010897E-30  1.013834E-30  1.012865E-30  1.013604E-30
     54  7.854224313090E-04  1.008372E-30  1.008920E-30  1.009739E-30  1.016565E-30  1.011328E-30  1.014381E-30  1.013372E-30  1.014139E-30
     55  8.164066374138E-04  1.008703E-30  1.009275E-30  1.010130E-30  1.017220E-30  1.011768E-30  1.014940E-30  1.013892E-30  1.014687E-30
     56  8.482679080764E-04  1.009043E-30  1.009641E-30  1.010533E-30  1.017894E-30  1.012221E-30  1.015515E-30  1.014425E-30  1.015249E-30
     57  8.811699017317E-04  1.009395E-30  1.010020E-30  1.010949E-30  1.018591E-30  1.012689E-30  1.016108E-30  1.014975E-30  1.015829E-30
     58  9.153304977871E-04  1.009760E-30  1.010413E-30  1.011382E-30  1.019314E-30  1.013173E-30  1.016722E-30  1.015545E-30  1.016430E-30
     59  9.510634923056E-04  1.010141E-30  1.010825E-30  1.011836E-30  1.020071E-30  1.013680E-30  1.017365E-30  1.016141E-30  1.017058E-30
     60  9.888739022907E-04  1.010545E-30  1.011260E-30  1.012316E-30  1.020872E-30  1.014215E-30  1.018044E-30  1.016770E-30  1.017721E-30
     61  1.029744313280E-03  1.010982E-30  1.011732E-30  1.012837E-30  1.021738E-30  1.014793E-30  1.018776E-30  1.017449E-30  1.018436E-30
     62  1.076805333108E-03  1.011485E-30  1.012276E-30  1.013437E-30  1.022735E-30  1.015457E-30  1.019619E-30  1.018230E-30  1.019259E-30
     63  1.127478238084E-03  1.012027E-30  1.012862E-30  1.014084E-30  1.023809E-30  1.016171E-30  1.020524E-30  1.019069E-30  1.020142E-30
     64  1.179263354774E-03  1.012581E-30  1.013462E-30  1.014747E-30  1.024907E-30  1.016899E-30  1.021448E-30  1.019925E-30  1.021043E-30
     65  1.231720185468E-03  1.013142E-30  1.014071E-30  1.015420E-30  1.026020E-30  1.017636E-30  1.022383E-30  1.020791E-30  1.021954E-30
     66  1.284679788904E-03  1.013708E-30  1.014686E-30  1.016102E-30  1.027144E-30  1.018379E-30  1.023324E-30  1.021662E-30  1.022871E-30
     67  1.338068714676E-03  1.014280E-30  1.015308E-30  1.016790E-30  1.028278E-30  1.019126E-30  1.024271E-30  1.022539E-30  1.023793E-30
     68  1.391852718980E-03  1.014855E-30  1.015934E-30  1.017484E-30  1.029420E-30  1.019877E-30  1.025224E-30  1.023421E-30  1.024720E-30
     69  1.446014888479E-03  1.015435E-30  1.016566E-30  1.018185E-30  1.030571E-30  1.020633E-30  1.026182E-30  1.024307E-30  1.025651E-30
     70  1.500546342624E-03  1.016019E-30  1.017203E-30  1.018892E-30  1.031730E-30  1.021392E-30  1.027144E-30  1.025197E-30  1.026586E-30
     71  1.555442065896E-03  1.016607E-30  1.017846E-30  1.019606E-30  1.032897E-30  1.022155E-30  1.028111E-30  1.026091E-30  1.027525E-30
     72  1.610698967280E-03  1.017200E-30  1.018494E-30  1.020326E-30  1.034072E-30  1.022922E-30  1.029083E-30  1.026989E-30  1.028468E-30
     73  1.666314948699E-03  1.017796E-30  1.019146E-30  1.021052E-30  1.035255E-30  1.023692E-30  1.030059E-30  1.027891E-30  1.029415E-30
     74  1.722288445659E-03  1.018396E-30  1.019804E-30  1.021784E-30  1.036446E-30  1.024466E-30  1.031039E-30  1.028797E-30  1.030365E-30
     75  1.778618195039E-03  1.019000E-30  1.020467E-30  1.022522E-30  1.037645E-30  1.025243E-30  1.032024E-30  1.029707E-30  1.031319E-30
     76  1.835303663832E-03  1.019608E-30  1.021136E-30  1.023267E-30  1.038852E-30  1.026024E-30  1.033013E-30  1.030620E-30  1.032277E-30
     77  1.892344396716E-03  1.020221E-30  1.021809E-30  1.024018E-30  1.040067E-30  1.026808E-30  1.034006E-30  1.031537E-30  1.033238E-30
     78  1.949739812628E-03  1.020837E-30  1.022488E-30  1.024775E-30  1.041290E-30  1.027595E-30  1.035004E-30  1.032458E-30  1.034203E-30
     79  2.007489276907E-03  1.021457E-30  1.023172E-30  1.025539E-30  1.042521E-30  1.028386E-30  1.036006E-30  1.033382E-30  1.035171E-30
     80  2.065592139419E-03  1.022081E-30  1.023861E-30  1.026309E-30  1.043759E-30  1.029180E-30  1.037011E-30  1.034310E-30  1.036142E-30
     81  2.124047755162E-03  1.022710E-30  1.024556E-30  1.027085E-30  1.045006E-30  1.029978E-30  1.038021E-30  1.035241E-30  1.037117E-30
     82  2.182855495215E-03  1.023342E-30  1.025256E-30  1.027868E-30  1.046261E-30  1.030779E-30  1.039036E-30  1.036176E-30  1.038095E-30
     83  2.242014752368E-03  1.023978E-30  1.025961E-30  1.028657E-30  1.047523E-30  1.031583E-30  1.040054E-30  1.037114E-30  1.039077E-30
     84  2.301524943777E-03  1.024618E-30  1.026672E-30  1.029452E-30  1.048793E-30  1.032390E-30  1.041076E-30  1.038056E-30  1.040061E-30
     85  2.361385511936E-03  1.025263E-30  1.027387E-30  1.030254E-30  1.050071E-30  1.033201E-30  1.042102E-30  1.039001E-30  1.041049E-30
     86  2.421595924701E-03  1.025911E-30  1.028108E-30  1.031062E-30  1.051357E-30  1.034014E-30  1.043132E-30  1.039949E-30  1.042040E-30
     87  2.482155674804E-03  1.026563E-30  1.028835E-30  1.031877E-30  1.052651E-30  1.034831E-30  1.044165E-30  1.040900E-30  1.043034E-30
     88  2.543064279071E-03  1.027220E-30  1.029567E-30  1.032698E-30  1.053953E-30  1.035651E-30  1.045203E-30  1.041855E-30  1.044030E-30
     89  2.604321277494E-03  1.027880E-30  1.030304E-30  1.033526E-30  1.055262E-30  1.036474E-30  1.046244E-30  1.042813E-30  1.045030E-30
     90  2.665926232237E-03  1.028545E-30  1.031047E-30  1.034360E-30  1.056579E-30  1.037300E-30  1.047289E-30  1.043774E-30  1.046033E-30
     91  2.727878734382E-03  1.029213E-30  1.031795E-30  1.035201E-30  1.057904E-30  1.038128E-30  1.048338E-30  1.044738E-30  1.047039E-30
     92  2.790178404165E-03  1.029885E-30  1.032549E-30  1.036048E-30  1.059237E-30  1.038960E-30  1.049390E-30  1.045705E-30  1.048047E-30
     93  2.852824875480E-03  1.030562E-30  1.033308E-30  1.036901E-30  1.060578E-30  1.039795E-30  1.050446E-30  1.046676E-30  1.049058E-30
     94  2.915817796872E-03  1.031243E-30  1.034072E-30  1.037762E-30  1.061926E-30  1.040633E-30  1.051506E-30  1.047649E-30  1.050072E-30
