 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cd124         cd125         cd126         cd127         cd128         cd129         cd130         cd131
     27  8.489118412102E-05  1.000295E-30  1.000264E-30  1.000436E-30  1.000586E-30  1.000804E-30  1.001061E-30  1.001046E-30  1.000636E-30
     28  9.570255892797E-05  1.000333E-30  1.000298E-30  1.000491E-30  1.000660E-30  1.000907E-30  1.001196E-30  1.001180E-30  1.000717E-30
     29  1.070853065563E-04  1.000372E-30  1.000333E-30  1.000550E-30  1.000739E-30  1.001015E-30  1.001339E-30  1.001320E-30  1.000802E-30
     30  1.190882425669E-04  1.000414E-30  1.000370E-30  1.000611E-30  1.000822E-30  1.001128E-30  1.001489E-30  1.001468E-30  1.000892E-30
     31  1.366291075688E-04  1.000475E-30  1.000425E-30  1.000701E-30  1.000943E-30  1.001294E-30  1.001708E-30  1.001684E-30  1.001023E-30
     32  1.695708820900E-04  1.000589E-30  1.000527E-30  1.000870E-30  1.001170E-30  1.001606E-30  1.002119E-30  1.002090E-30  1.001269E-30
     33  1.992873377730E-04  1.000693E-30  1.000620E-30  1.001023E-30  1.001375E-30  1.001888E-30  1.002491E-30  1.002456E-30  1.001492E-30
     34  2.264248739983E-04  1.000787E-30  1.000704E-30  1.001162E-30  1.001562E-30  1.002145E-30  1.002830E-30  1.002790E-30  1.001695E-30
     35  2.515933231106E-04  1.000874E-30  1.000782E-30  1.001291E-30  1.001736E-30  1.002383E-30  1.003144E-30  1.003100E-30  1.001883E-30
     36  2.753099894686E-04  1.000957E-30  1.000856E-30  1.001413E-30  1.001899E-30  1.002608E-30  1.003440E-30  1.003393E-30  1.002060E-30
     37  2.979926919870E-04  1.001036E-30  1.000926E-30  1.001529E-30  1.002056E-30  1.002823E-30  1.003724E-30  1.003672E-30  1.002229E-30
     38  3.199702121451E-04  1.001112E-30  1.000995E-30  1.001642E-30  1.002207E-30  1.003031E-30  1.003998E-30  1.003942E-30  1.002393E-30
     39  3.524429751724E-04  1.001225E-30  1.001096E-30  1.001808E-30  1.002431E-30  1.003338E-30  1.004404E-30  1.004342E-30  1.002636E-30
     40  3.836809895565E-04  1.001333E-30  1.001193E-30  1.001969E-30  1.002647E-30  1.003634E-30  1.004794E-30  1.004727E-30  1.002869E-30
     41  4.138876583201E-04  1.001438E-30  1.001287E-30  1.002124E-30  1.002855E-30  1.003920E-30  1.005171E-30  1.005099E-30  1.003095E-30
     42  4.432651277490E-04  1.001540E-30  1.001378E-30  1.002274E-30  1.003058E-30  1.004198E-30  1.005538E-30  1.005460E-30  1.003314E-30
     43  4.720041568584E-04  1.001640E-30  1.001467E-30  1.002422E-30  1.003256E-30  1.004470E-30  1.005897E-30  1.005814E-30  1.003528E-30
     44  5.002792532552E-04  1.001738E-30  1.001555E-30  1.002567E-30  1.003451E-30  1.004737E-30  1.006250E-30  1.006162E-30  1.003739E-30
     45  5.282472522620E-04  1.001836E-30  1.001642E-30  1.002710E-30  1.003643E-30  1.005002E-30  1.006599E-30  1.006506E-30  1.003947E-30
     46  5.560479783168E-04  1.001932E-30  1.001728E-30  1.002853E-30  1.003835E-30  1.005265E-30  1.006946E-30  1.006848E-30  1.004154E-30
     47  5.838060709037E-04  1.002029E-30  1.001815E-30  1.002995E-30  1.004026E-30  1.005528E-30  1.007293E-30  1.007189E-30  1.004361E-30
     48  6.116334118686E-04  1.002125E-30  1.001901E-30  1.003138E-30  1.004218E-30  1.005791E-30  1.007640E-30  1.007531E-30  1.004568E-30
     49  6.396318340541E-04  1.002223E-30  1.001988E-30  1.003281E-30  1.004411E-30  1.006056E-30  1.007990E-30  1.007876E-30  1.004777E-30
     50  6.678959636874E-04  1.002321E-30  1.002076E-30  1.003426E-30  1.004606E-30  1.006323E-30  1.008342E-30  1.008223E-30  1.004987E-30
     51  6.965161747902E-04  1.002420E-30  1.002165E-30  1.003573E-30  1.004803E-30  1.006594E-30  1.008700E-30  1.008575E-30  1.005200E-30
     52  7.255817382538E-04  1.002521E-30  1.002255E-30  1.003722E-30  1.005004E-30  1.006869E-30  1.009062E-30  1.008932E-30  1.005416E-30
     53  7.551843574001E-04  1.002624E-30  1.002347E-30  1.003874E-30  1.005208E-30  1.007149E-30  1.009432E-30  1.009296E-30  1.005636E-30
     54  7.854224313090E-04  1.002729E-30  1.002441E-30  1.004029E-30  1.005416E-30  1.007435E-30  1.009809E-30  1.009668E-30  1.005861E-30
     55  8.164066374138E-04  1.002837E-30  1.002537E-30  1.004188E-30  1.005629E-30  1.007728E-30  1.010195E-30  1.010049E-30  1.006092E-30
     56  8.482679080764E-04  1.002947E-30  1.002636E-30  1.004351E-30  1.005849E-30  1.008029E-30  1.010593E-30  1.010440E-30  1.006328E-30
     57  8.811699017317E-04  1.003062E-30  1.002738E-30  1.004520E-30  1.006076E-30  1.008340E-30  1.011003E-30  1.010844E-30  1.006573E-30
     58  9.153304977871E-04  1.003180E-30  1.002845E-30  1.004695E-30  1.006311E-30  1.008663E-30  1.011429E-30  1.011264E-30  1.006826E-30
     59  9.510634923056E-04  1.003304E-30  1.002956E-30  1.004878E-30  1.006557E-30  1.009001E-30  1.011875E-30  1.011703E-30  1.007091E-30
     60  9.888739022907E-04  1.003436E-30  1.003073E-30  1.005072E-30  1.006818E-30  1.009358E-30  1.012346E-30  1.012167E-30  1.007372E-30
     61  1.029744313280E-03  1.003578E-30  1.003200E-30  1.005281E-30  1.007099E-30  1.009745E-30  1.012856E-30  1.012669E-30  1.007675E-30
     62  1.076805333108E-03  1.003741E-30  1.003346E-30  1.005522E-30  1.007423E-30  1.010189E-30  1.013443E-30  1.013246E-30  1.008024E-30
     63  1.127478238084E-03  1.003917E-30  1.003503E-30  1.005782E-30  1.007772E-30  1.010668E-30  1.014074E-30  1.013868E-30  1.008399E-30
     64  1.179263354774E-03  1.004097E-30  1.003664E-30  1.006047E-30  1.008129E-30  1.011158E-30  1.014720E-30  1.014503E-30  1.008783E-30
     65  1.231720185468E-03  1.004279E-30  1.003827E-30  1.006316E-30  1.008490E-30  1.011653E-30  1.015374E-30  1.015147E-30  1.009171E-30
     66  1.284679788904E-03  1.004463E-30  1.003992E-30  1.006587E-30  1.008854E-30  1.012153E-30  1.016034E-30  1.015796E-30  1.009563E-30
     67  1.338068714676E-03  1.004649E-30  1.004157E-30  1.006861E-30  1.009222E-30  1.012658E-30  1.016699E-30  1.016451E-30  1.009957E-30
     68  1.391852718980E-03  1.004835E-30  1.004324E-30  1.007136E-30  1.009592E-30  1.013166E-30  1.017369E-30  1.017110E-30  1.010355E-30
     69  1.446014888479E-03  1.005023E-30  1.004492E-30  1.007414E-30  1.009965E-30  1.013677E-30  1.018043E-30  1.017774E-30  1.010755E-30
     70  1.500546342624E-03  1.005213E-30  1.004662E-30  1.007693E-30  1.010340E-30  1.014192E-30  1.018723E-30  1.018442E-30  1.011157E-30
     71  1.555442065896E-03  1.005403E-30  1.004832E-30  1.007974E-30  1.010718E-30  1.014710E-30  1.019406E-30  1.019115E-30  1.011562E-30
     72  1.610698967280E-03  1.005595E-30  1.005004E-30  1.008257E-30  1.011098E-30  1.015231E-30  1.020094E-30  1.019791E-30  1.011970E-30
     73  1.666314948699E-03  1.005788E-30  1.005176E-30  1.008542E-30  1.011481E-30  1.015756E-30  1.020786E-30  1.020472E-30  1.012379E-30
     74  1.722288445659E-03  1.005983E-30  1.005350E-30  1.008829E-30  1.011866E-30  1.016284E-30  1.021483E-30  1.021157E-30  1.012792E-30
     75  1.778618195039E-03  1.006178E-30  1.005525E-30  1.009117E-30  1.012253E-30  1.016816E-30  1.022184E-30  1.021847E-30  1.013206E-30
     76  1.835303663832E-03  1.006375E-30  1.005701E-30  1.009407E-30  1.012643E-30  1.017351E-30  1.022890E-30  1.022540E-30  1.013623E-30
     77  1.892344396716E-03  1.006573E-30  1.005878E-30  1.009699E-30  1.013035E-30  1.017889E-30  1.023599E-30  1.023238E-30  1.014042E-30
     78  1.949739812628E-03  1.006772E-30  1.006056E-30  1.009993E-30  1.013430E-30  1.018430E-30  1.024313E-30  1.023940E-30  1.014464E-30
     79  2.007489276907E-03  1.006973E-30  1.006235E-30  1.010289E-30  1.013827E-30  1.018974E-30  1.025031E-30  1.024646E-30  1.014888E-30
     80  2.065592139419E-03  1.007175E-30  1.006415E-30  1.010586E-30  1.014226E-30  1.019522E-30  1.025754E-30  1.025356E-30  1.015315E-30
     81  2.124047755162E-03  1.007378E-30  1.006597E-30  1.010885E-30  1.014628E-30  1.020073E-30  1.026481E-30  1.026070E-30  1.015743E-30
     82  2.182855495215E-03  1.007582E-30  1.006779E-30  1.011186E-30  1.015032E-30  1.020627E-30  1.027212E-30  1.026789E-30  1.016174E-30
     83  2.242014752368E-03  1.007787E-30  1.006963E-30  1.011489E-30  1.015439E-30  1.021185E-30  1.027947E-30  1.027511E-30  1.016608E-30
     84  2.301524943777E-03  1.007994E-30  1.007147E-30  1.011793E-30  1.015848E-30  1.021746E-30  1.028687E-30  1.028238E-30  1.017043E-30
     85  2.361385511936E-03  1.008201E-30  1.007333E-30  1.012100E-30  1.016259E-30  1.022310E-30  1.029431E-30  1.028969E-30  1.017481E-30
     86  2.421595924701E-03  1.008410E-30  1.007520E-30  1.012408E-30  1.016673E-30  1.022877E-30  1.030179E-30  1.029704E-30  1.017922E-30
     87  2.482155674804E-03  1.008621E-30  1.007707E-30  1.012717E-30  1.017089E-30  1.023447E-30  1.030931E-30  1.030442E-30  1.018364E-30
     88  2.543064279071E-03  1.008832E-30  1.007896E-30  1.013029E-30  1.017507E-30  1.024021E-30  1.031688E-30  1.031185E-30  1.018809E-30
     89  2.604321277494E-03  1.009045E-30  1.008086E-30  1.013342E-30  1.017928E-30  1.024597E-30  1.032449E-30  1.031932E-30  1.019256E-30
     90  2.665926232237E-03  1.009258E-30  1.008277E-30  1.013657E-30  1.018351E-30  1.025177E-30  1.033214E-30  1.032684E-30  1.019705E-30
     91  2.727878734382E-03  1.009473E-30  1.008469E-30  1.013974E-30  1.018776E-30  1.025760E-30  1.033983E-30  1.033439E-30  1.020157E-30
     92  2.790178404165E-03  1.009690E-30  1.008662E-30  1.014293E-30  1.019204E-30  1.026347E-30  1.034756E-30  1.034198E-30  1.020611E-30
     93  2.852824875480E-03  1.009907E-30  1.008857E-30  1.014613E-30  1.019634E-30  1.026936E-30  1.035533E-30  1.034961E-30  1.021067E-30
     94  2.915817796872E-03  1.010125E-30  1.009052E-30  1.014935E-30  1.020066E-30  1.027529E-30  1.036315E-30  1.035728E-30  1.021525E-30
     95  2.979156831833E-03  1.010345E-30  1.009248E-30  1.015259E-30  1.020501E-30  1.028125E-30  1.037101E-30  1.036499E-30  1.021986E-30
