 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ar47          ar48          ar49          ar50          ar51          ar52          ar53          ar54 
     27  8.489118412102E-05  1.000538E-30  1.001259E-30  1.001178E-30  1.010577E-30  1.004829E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000606E-30  1.001420E-30  1.001330E-30  1.011923E-30  1.005443E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000679E-30  1.001589E-30  1.001490E-30  1.013340E-30  1.006090E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000756E-30  1.001768E-30  1.001658E-30  1.014834E-30  1.006771E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000868E-30  1.002029E-30  1.001906E-30  1.017017E-30  1.007766E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.001080E-30  1.002519E-30  1.002372E-30  1.021114E-30  1.009634E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.001271E-30  1.002963E-30  1.002796E-30  1.024808E-30  1.011318E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.001447E-30  1.003367E-30  1.003184E-30  1.028181E-30  1.012854E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.001610E-30  1.003743E-30  1.003547E-30  1.031307E-30  1.014277E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.001764E-30  1.004098E-30  1.003889E-30  1.034252E-30  1.015618E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.001912E-30  1.004437E-30  1.004218E-30  1.037068E-30  1.016899E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.002056E-30  1.004766E-30  1.004538E-30  1.039795E-30  1.018140E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.002269E-30  1.005253E-30  1.005014E-30  1.043823E-30  1.019971E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.002475E-30  1.005722E-30  1.005474E-30  1.047695E-30  1.021732E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.002675E-30  1.006175E-30  1.005920E-30  1.051439E-30  1.023432E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.002870E-30  1.006617E-30  1.006357E-30  1.055077E-30  1.025085E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.003061E-30  1.007049E-30  1.006787E-30  1.058635E-30  1.026700E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.003250E-30  1.007475E-30  1.007212E-30  1.062134E-30  1.028288E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.003438E-30  1.007897E-30  1.007634E-30  1.065594E-30  1.029858E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.003625E-30  1.008317E-30  1.008055E-30  1.069031E-30  1.031417E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.003812E-30  1.008736E-30  1.008478E-30  1.072462E-30  1.032972E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.004001E-30  1.009157E-30  1.008904E-30  1.075900E-30  1.034530E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.004191E-30  1.009580E-30  1.009334E-30  1.079357E-30  1.036096E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.004384E-30  1.010008E-30  1.009771E-30  1.082846E-30  1.037676E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.004579E-30  1.010442E-30  1.010215E-30  1.086377E-30  1.039274E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.004779E-30  1.010883E-30  1.010668E-30  1.089962E-30  1.040896E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.004982E-30  1.011333E-30  1.011132E-30  1.093611E-30  1.042546E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.005191E-30  1.011793E-30  1.011607E-30  1.097336E-30  1.044230E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.005406E-30  1.012265E-30  1.012097E-30  1.101152E-30  1.045955E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.005628E-30  1.012750E-30  1.012604E-30  1.105074E-30  1.047726E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.005857E-30  1.013252E-30  1.013130E-30  1.109122E-30  1.049554E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.006097E-30  1.013774E-30  1.013678E-30  1.113323E-30  1.051450E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.006348E-30  1.014320E-30  1.014255E-30  1.117715E-30  1.053431E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.006615E-30  1.014899E-30  1.014869E-30  1.122359E-30  1.055525E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.006905E-30  1.015525E-30  1.015537E-30  1.127377E-30  1.057786E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.007241E-30  1.016248E-30  1.016311E-30  1.133150E-30  1.060386E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.007604E-30  1.017027E-30  1.017150E-30  1.139362E-30  1.063182E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.007977E-30  1.017824E-30  1.018015E-30  1.145705E-30  1.066035E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.008358E-30  1.018633E-30  1.018898E-30  1.152126E-30  1.068921E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.008744E-30  1.019451E-30  1.019796E-30  1.158603E-30  1.071830E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.009135E-30  1.020278E-30  1.020708E-30  1.165127E-30  1.074758E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.009532E-30  1.021112E-30  1.021634E-30  1.171693E-30  1.077703E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.009933E-30  1.021953E-30  1.022574E-30  1.178301E-30  1.080664E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.010340E-30  1.022801E-30  1.023527E-30  1.184948E-30  1.083641E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.010752E-30  1.023657E-30  1.024494E-30  1.191634E-30  1.086632E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.011169E-30  1.024520E-30  1.025475E-30  1.198358E-30  1.089639E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.011591E-30  1.025390E-30  1.026470E-30  1.205120E-30  1.092661E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.012018E-30  1.026267E-30  1.027479E-30  1.211920E-30  1.095697E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.012451E-30  1.027151E-30  1.028502E-30  1.218757E-30  1.098747E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.012888E-30  1.028042E-30  1.029540E-30  1.225631E-30  1.101812E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.013331E-30  1.028941E-30  1.030591E-30  1.232543E-30  1.104890E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.013779E-30  1.029846E-30  1.031657E-30  1.239491E-30  1.107983E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.014233E-30  1.030759E-30  1.032738E-30  1.246476E-30  1.111090E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.014692E-30  1.031679E-30  1.033834E-30  1.253497E-30  1.114211E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.015156E-30  1.032607E-30  1.034944E-30  1.260555E-30  1.117345E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.015626E-30  1.033542E-30  1.036069E-30  1.267649E-30  1.120493E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.016101E-30  1.034484E-30  1.037209E-30  1.274779E-30  1.123654E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.016582E-30  1.035433E-30  1.038365E-30  1.281945E-30  1.126828E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.017069E-30  1.036389E-30  1.039535E-30  1.289146E-30  1.130016E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.017561E-30  1.037353E-30  1.040722E-30  1.296383E-30  1.133217E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.018059E-30  1.038325E-30  1.041923E-30  1.303655E-30  1.136431E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.018563E-30  1.039304E-30  1.043141E-30  1.310962E-30  1.139658E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.019072E-30  1.040290E-30  1.044374E-30  1.318304E-30  1.142897E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.019588E-30  1.041283E-30  1.045623E-30  1.325681E-30  1.146149E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.020109E-30  1.042285E-30  1.046888E-30  1.333092E-30  1.149414E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.020636E-30  1.043293E-30  1.048169E-30  1.340538E-30  1.152691E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.021169E-30  1.044309E-30  1.049467E-30  1.348018E-30  1.155980E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.021708E-30  1.045333E-30  1.050781E-30  1.355532E-30  1.159282E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.022253E-30  1.046364E-30  1.052111E-30  1.363080E-30  1.162595E-30  1.000000E-30  1.000000E-30  1.000000E-30
