 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                sm166         sm167         sm168         sm169         sm170         sm171         sm172         sm173
     27  8.489118412102E-05  1.001092E-30  1.000312E-30  1.000273E-30  1.000491E-30  1.000486E-30  1.000573E-30  1.001525E-30  1.001562E-30
     28  9.570255892797E-05  1.001231E-30  1.000352E-30  1.000308E-30  1.000553E-30  1.000548E-30  1.000646E-30  1.001719E-30  1.001760E-30
     29  1.070853065563E-04  1.001378E-30  1.000394E-30  1.000345E-30  1.000619E-30  1.000614E-30  1.000723E-30  1.001924E-30  1.001970E-30
     30  1.190882425669E-04  1.001532E-30  1.000438E-30  1.000383E-30  1.000689E-30  1.000683E-30  1.000804E-30  1.002139E-30  1.002190E-30
     31  1.366291075688E-04  1.001758E-30  1.000503E-30  1.000440E-30  1.000790E-30  1.000783E-30  1.000923E-30  1.002454E-30  1.002513E-30
     32  1.695708820900E-04  1.002182E-30  1.000624E-30  1.000546E-30  1.000981E-30  1.000972E-30  1.001145E-30  1.003046E-30  1.003118E-30
     33  1.992873377730E-04  1.002564E-30  1.000733E-30  1.000642E-30  1.001153E-30  1.001143E-30  1.001346E-30  1.003579E-30  1.003664E-30
     34  2.264248739983E-04  1.002913E-30  1.000833E-30  1.000729E-30  1.001310E-30  1.001299E-30  1.001530E-30  1.004066E-30  1.004162E-30
     35  2.515933231106E-04  1.003237E-30  1.000925E-30  1.000810E-30  1.001456E-30  1.001443E-30  1.001700E-30  1.004518E-30  1.004624E-30
     36  2.753099894686E-04  1.003542E-30  1.001012E-30  1.000887E-30  1.001593E-30  1.001580E-30  1.001861E-30  1.004943E-30  1.005060E-30
     37  2.979926919870E-04  1.003834E-30  1.001096E-30  1.000960E-30  1.001725E-30  1.001710E-30  1.002015E-30  1.005350E-30  1.005476E-30
     38  3.199702121451E-04  1.004117E-30  1.001176E-30  1.001031E-30  1.001852E-30  1.001836E-30  1.002164E-30  1.005744E-30  1.005879E-30
     39  3.524429751724E-04  1.004534E-30  1.001296E-30  1.001136E-30  1.002040E-30  1.002023E-30  1.002384E-30  1.006326E-30  1.006475E-30
     40  3.836809895565E-04  1.004936E-30  1.001410E-30  1.001237E-30  1.002221E-30  1.002203E-30  1.002596E-30  1.006886E-30  1.007047E-30
     41  4.138876583201E-04  1.005325E-30  1.001521E-30  1.001334E-30  1.002397E-30  1.002377E-30  1.002801E-30  1.007428E-30  1.007601E-30
     42  4.432651277490E-04  1.005703E-30  1.001629E-30  1.001429E-30  1.002567E-30  1.002546E-30  1.003001E-30  1.007954E-30  1.008139E-30
     43  4.720041568584E-04  1.006072E-30  1.001735E-30  1.001522E-30  1.002734E-30  1.002712E-30  1.003196E-30  1.008469E-30  1.008666E-30
     44  5.002792532552E-04  1.006436E-30  1.001838E-30  1.001614E-30  1.002898E-30  1.002875E-30  1.003388E-30  1.008975E-30  1.009184E-30
     45  5.282472522620E-04  1.006796E-30  1.001941E-30  1.001704E-30  1.003061E-30  1.003036E-30  1.003578E-30  1.009476E-30  1.009696E-30
     46  5.560479783168E-04  1.007153E-30  1.002043E-30  1.001794E-30  1.003222E-30  1.003196E-30  1.003767E-30  1.009974E-30  1.010204E-30
     47  5.838060709037E-04  1.007510E-30  1.002145E-30  1.001884E-30  1.003383E-30  1.003357E-30  1.003956E-30  1.010471E-30  1.010712E-30
     48  6.116334118686E-04  1.007868E-30  1.002247E-30  1.001974E-30  1.003545E-30  1.003517E-30  1.004146E-30  1.010969E-30  1.011221E-30
     49  6.396318340541E-04  1.008228E-30  1.002349E-30  1.002065E-30  1.003708E-30  1.003679E-30  1.004337E-30  1.011470E-30  1.011733E-30
     50  6.678959636874E-04  1.008591E-30  1.002453E-30  1.002157E-30  1.003872E-30  1.003842E-30  1.004529E-30  1.011975E-30  1.012250E-30
     51  6.965161747902E-04  1.008959E-30  1.002558E-30  1.002249E-30  1.004039E-30  1.004008E-30  1.004725E-30  1.012487E-30  1.012773E-30
     52  7.255817382538E-04  1.009333E-30  1.002665E-30  1.002344E-30  1.004208E-30  1.004176E-30  1.004923E-30  1.013007E-30  1.013304E-30
     53  7.551843574001E-04  1.009714E-30  1.002773E-30  1.002440E-30  1.004380E-30  1.004347E-30  1.005125E-30  1.013537E-30  1.013845E-30
     54  7.854224313090E-04  1.010103E-30  1.002884E-30  1.002538E-30  1.004556E-30  1.004522E-30  1.005331E-30  1.014077E-30  1.014397E-30
     55  8.164066374138E-04  1.010501E-30  1.002997E-30  1.002639E-30  1.004736E-30  1.004702E-30  1.005543E-30  1.014631E-30  1.014963E-30
     56  8.482679080764E-04  1.010911E-30  1.003114E-30  1.002742E-30  1.004922E-30  1.004886E-30  1.005761E-30  1.015200E-30  1.015544E-30
     57  8.811699017317E-04  1.011333E-30  1.003235E-30  1.002849E-30  1.005114E-30  1.005077E-30  1.005986E-30  1.015788E-30  1.016145E-30
     58  9.153304977871E-04  1.011773E-30  1.003360E-30  1.002960E-30  1.005313E-30  1.005275E-30  1.006220E-30  1.016398E-30  1.016768E-30
     59  9.510634923056E-04  1.012232E-30  1.003490E-30  1.003076E-30  1.005521E-30  1.005482E-30  1.006465E-30  1.017036E-30  1.017419E-30
     60  9.888739022907E-04  1.012718E-30  1.003629E-30  1.003199E-30  1.005741E-30  1.005702E-30  1.006724E-30  1.017712E-30  1.018108E-30
     61  1.029744313280E-03  1.013243E-30  1.003778E-30  1.003333E-30  1.005980E-30  1.005939E-30  1.007004E-30  1.018441E-30  1.018853E-30
     62  1.076805333108E-03  1.013848E-30  1.003951E-30  1.003486E-30  1.006254E-30  1.006213E-30  1.007327E-30  1.019281E-30  1.019709E-30
     63  1.127478238084E-03  1.014499E-30  1.004136E-30  1.003651E-30  1.006550E-30  1.006507E-30  1.007675E-30  1.020185E-30  1.020632E-30
     64  1.179263354774E-03  1.015165E-30  1.004325E-30  1.003820E-30  1.006853E-30  1.006809E-30  1.008031E-30  1.021108E-30  1.021574E-30
     65  1.231720185468E-03  1.015839E-30  1.004517E-30  1.003991E-30  1.007159E-30  1.007114E-30  1.008392E-30  1.022043E-30  1.022527E-30
     66  1.284679788904E-03  1.016520E-30  1.004711E-30  1.004164E-30  1.007469E-30  1.007423E-30  1.008757E-30  1.022987E-30  1.023490E-30
     67  1.338068714676E-03  1.017206E-30  1.004906E-30  1.004339E-30  1.007781E-30  1.007735E-30  1.009125E-30  1.023938E-30  1.024459E-30
     68  1.391852718980E-03  1.017897E-30  1.005102E-30  1.004515E-30  1.008096E-30  1.008049E-30  1.009496E-30  1.024896E-30  1.025436E-30
     69  1.446014888479E-03  1.018592E-30  1.005300E-30  1.004692E-30  1.008413E-30  1.008365E-30  1.009870E-30  1.025861E-30  1.026418E-30
     70  1.500546342624E-03  1.019293E-30  1.005499E-30  1.004871E-30  1.008733E-30  1.008684E-30  1.010247E-30  1.026831E-30  1.027407E-30
     71  1.555442065896E-03  1.019998E-30  1.005699E-30  1.005051E-30  1.009055E-30  1.009005E-30  1.010626E-30  1.027808E-30  1.028402E-30
     72  1.610698967280E-03  1.020708E-30  1.005901E-30  1.005232E-30  1.009379E-30  1.009329E-30  1.011009E-30  1.028791E-30  1.029403E-30
     73  1.666314948699E-03  1.021422E-30  1.006104E-30  1.005415E-30  1.009705E-30  1.009655E-30  1.011394E-30  1.029779E-30  1.030410E-30
     74  1.722288445659E-03  1.022141E-30  1.006308E-30  1.005599E-30  1.010034E-30  1.009983E-30  1.011783E-30  1.030774E-30  1.031422E-30
     75  1.778618195039E-03  1.022865E-30  1.006513E-30  1.005784E-30  1.010364E-30  1.010314E-30  1.012174E-30  1.031775E-30  1.032441E-30
     76  1.835303663832E-03  1.023593E-30  1.006720E-30  1.005970E-30  1.010698E-30  1.010647E-30  1.012568E-30  1.032782E-30  1.033466E-30
     77  1.892344396716E-03  1.024325E-30  1.006928E-30  1.006158E-30  1.011033E-30  1.010982E-30  1.012965E-30  1.033795E-30  1.034496E-30
     78  1.949739812628E-03  1.025062E-30  1.007137E-30  1.006347E-30  1.011371E-30  1.011320E-30  1.013365E-30  1.034814E-30  1.035532E-30
     79  2.007489276907E-03  1.025803E-30  1.007347E-30  1.006538E-30  1.011711E-30  1.011661E-30  1.013767E-30  1.035838E-30  1.036575E-30
     80  2.065592139419E-03  1.026549E-30  1.007559E-30  1.006729E-30  1.012053E-30  1.012003E-30  1.014173E-30  1.036869E-30  1.037623E-30
     81  2.124047755162E-03  1.027300E-30  1.007771E-30  1.006923E-30  1.012397E-30  1.012348E-30  1.014581E-30  1.037906E-30  1.038676E-30
     82  2.182855495215E-03  1.028055E-30  1.007985E-30  1.007117E-30  1.012744E-30  1.012696E-30  1.014993E-30  1.038948E-30  1.039736E-30
     83  2.242014752368E-03  1.028814E-30  1.008201E-30  1.007313E-30  1.013093E-30  1.013045E-30  1.015407E-30  1.039997E-30  1.040802E-30
     84  2.301524943777E-03  1.029578E-30  1.008417E-30  1.007510E-30  1.013444E-30  1.013397E-30  1.015824E-30  1.041051E-30  1.041873E-30
     85  2.361385511936E-03  1.030346E-30  1.008635E-30  1.007708E-30  1.013798E-30  1.013752E-30  1.016244E-30  1.042111E-30  1.042950E-30
     86  2.421595924701E-03  1.031119E-30  1.008854E-30  1.007908E-30  1.014154E-30  1.014109E-30  1.016667E-30  1.043177E-30  1.044032E-30
     87  2.482155674804E-03  1.031896E-30  1.009074E-30  1.008109E-30  1.014512E-30  1.014468E-30  1.017092E-30  1.044249E-30  1.045121E-30
     88  2.543064279071E-03  1.032678E-30  1.009295E-30  1.008311E-30  1.014872E-30  1.014830E-30  1.017521E-30  1.045326E-30  1.046215E-30
     89  2.604321277494E-03  1.033464E-30  1.009518E-30  1.008514E-30  1.015235E-30  1.015194E-30  1.017953E-30  1.046410E-30  1.047315E-30
     90  2.665926232237E-03  1.034254E-30  1.009741E-30  1.008719E-30  1.015599E-30  1.015561E-30  1.018387E-30  1.047499E-30  1.048420E-30
     91  2.727878734382E-03  1.035049E-30  1.009966E-30  1.008926E-30  1.015967E-30  1.015930E-30  1.018825E-30  1.048594E-30  1.049531E-30
     92  2.790178404165E-03  1.035848E-30  1.010192E-30  1.009133E-30  1.016336E-30  1.016301E-30  1.019265E-30  1.049694E-30  1.050648E-30
     93  2.852824875480E-03  1.036651E-30  1.010420E-30  1.009342E-30  1.016708E-30  1.016675E-30  1.019709E-30  1.050801E-30  1.051771E-30
     94  2.915817796872E-03  1.037459E-30  1.010648E-30  1.009552E-30  1.017082E-30  1.017052E-30  1.020155E-30  1.051913E-30  1.052899E-30
     95  2.979156831833E-03  1.038272E-30  1.010878E-30  1.009764E-30  1.017458E-30  1.017430E-30  1.020604E-30  1.053031E-30  1.054033E-30
