 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pr168         pr169         pr170         pr171         pr172         pr173         pr174         pr175
     27  8.489118412102E-05  1.000577E-30  1.001750E-30  1.000328E-30  1.000171E-30  1.002535E-30  1.002576E-30  1.003545E-30  1.004911E-30
     28  9.570255892797E-05  1.000651E-30  1.001974E-30  1.000370E-30  1.000195E-30  1.002859E-30  1.002903E-30  1.003995E-30  1.005533E-30
     29  1.070853065563E-04  1.000729E-30  1.002209E-30  1.000415E-30  1.000220E-30  1.003200E-30  1.003247E-30  1.004468E-30  1.006189E-30
     30  1.190882425669E-04  1.000812E-30  1.002457E-30  1.000463E-30  1.000247E-30  1.003561E-30  1.003610E-30  1.004967E-30  1.006879E-30
     31  1.366291075688E-04  1.000933E-30  1.002820E-30  1.000534E-30  1.000287E-30  1.004087E-30  1.004139E-30  1.005695E-30  1.007887E-30
     32  1.695708820900E-04  1.001161E-30  1.003503E-30  1.000667E-30  1.000365E-30  1.005078E-30  1.005132E-30  1.007060E-30  1.009775E-30
     33  1.992873377730E-04  1.001368E-30  1.004119E-30  1.000789E-30  1.000438E-30  1.005974E-30  1.006027E-30  1.008289E-30  1.011474E-30
     34  2.264248739983E-04  1.001557E-30  1.004683E-30  1.000901E-30  1.000508E-30  1.006794E-30  1.006842E-30  1.009410E-30  1.013022E-30
     35  2.515933231106E-04  1.001734E-30  1.005207E-30  1.001007E-30  1.000574E-30  1.007555E-30  1.007597E-30  1.010447E-30  1.014455E-30
     36  2.753099894686E-04  1.001902E-30  1.005701E-30  1.001107E-30  1.000638E-30  1.008274E-30  1.008308E-30  1.011423E-30  1.015802E-30
     37  2.979926919870E-04  1.002062E-30  1.006174E-30  1.001204E-30  1.000701E-30  1.008962E-30  1.008987E-30  1.012355E-30  1.017088E-30
     38  3.199702121451E-04  1.002219E-30  1.006632E-30  1.001299E-30  1.000764E-30  1.009630E-30  1.009644E-30  1.013256E-30  1.018332E-30
     39  3.524429751724E-04  1.002451E-30  1.007311E-30  1.001440E-30  1.000859E-30  1.010618E-30  1.010612E-30  1.014586E-30  1.020166E-30
     40  3.836809895565E-04  1.002675E-30  1.007964E-30  1.001577E-30  1.000954E-30  1.011570E-30  1.011543E-30  1.015862E-30  1.021925E-30
     41  4.138876583201E-04  1.002893E-30  1.008597E-30  1.001712E-30  1.001048E-30  1.012493E-30  1.012441E-30  1.017094E-30  1.023622E-30
     42  4.432651277490E-04  1.003106E-30  1.009214E-30  1.001844E-30  1.001143E-30  1.013392E-30  1.013313E-30  1.018289E-30  1.025269E-30
     43  4.720041568584E-04  1.003315E-30  1.009817E-30  1.001975E-30  1.001238E-30  1.014274E-30  1.014165E-30  1.019456E-30  1.026876E-30
     44  5.002792532552E-04  1.003522E-30  1.010412E-30  1.002105E-30  1.001334E-30  1.015142E-30  1.015002E-30  1.020602E-30  1.028453E-30
     45  5.282472522620E-04  1.003728E-30  1.011001E-30  1.002235E-30  1.001431E-30  1.016002E-30  1.015828E-30  1.021734E-30  1.030009E-30
     46  5.560479783168E-04  1.003933E-30  1.011587E-30  1.002365E-30  1.001530E-30  1.016859E-30  1.016648E-30  1.022857E-30  1.031553E-30
     47  5.838060709037E-04  1.004139E-30  1.012173E-30  1.002496E-30  1.001631E-30  1.017716E-30  1.017465E-30  1.023976E-30  1.033091E-30
     48  6.116334118686E-04  1.004346E-30  1.012761E-30  1.002629E-30  1.001734E-30  1.018576E-30  1.018283E-30  1.025095E-30  1.034629E-30
     49  6.396318340541E-04  1.004556E-30  1.013353E-30  1.002764E-30  1.001841E-30  1.019443E-30  1.019105E-30  1.026220E-30  1.036173E-30
     50  6.678959636874E-04  1.004768E-30  1.013952E-30  1.002901E-30  1.001951E-30  1.020320E-30  1.019934E-30  1.027353E-30  1.037728E-30
     51  6.965161747902E-04  1.004984E-30  1.014559E-30  1.003042E-30  1.002064E-30  1.021209E-30  1.020771E-30  1.028498E-30  1.039299E-30
     52  7.255817382538E-04  1.005205E-30  1.015176E-30  1.003186E-30  1.002182E-30  1.022114E-30  1.021621E-30  1.029659E-30  1.040891E-30
     53  7.551843574001E-04  1.005430E-30  1.015805E-30  1.003334E-30  1.002305E-30  1.023037E-30  1.022484E-30  1.030838E-30  1.042508E-30
     54  7.854224313090E-04  1.005662E-30  1.016449E-30  1.003487E-30  1.002433E-30  1.023981E-30  1.023365E-30  1.032041E-30  1.044156E-30
     55  8.164066374138E-04  1.005900E-30  1.017109E-30  1.003644E-30  1.002567E-30  1.024950E-30  1.024265E-30  1.033271E-30  1.045840E-30
     56  8.482679080764E-04  1.006146E-30  1.017789E-30  1.003808E-30  1.002707E-30  1.025948E-30  1.025190E-30  1.034533E-30  1.047568E-30
     57  8.811699017317E-04  1.006402E-30  1.018493E-30  1.003979E-30  1.002856E-30  1.026981E-30  1.026143E-30  1.035834E-30  1.049347E-30
     58  9.153304977871E-04  1.006668E-30  1.019223E-30  1.004158E-30  1.003013E-30  1.028055E-30  1.027130E-30  1.037181E-30  1.051190E-30
     59  9.510634923056E-04  1.006948E-30  1.019989E-30  1.004348E-30  1.003181E-30  1.029181E-30  1.028161E-30  1.038587E-30  1.053111E-30
     60  9.888739022907E-04  1.007247E-30  1.020801E-30  1.004550E-30  1.003362E-30  1.030375E-30  1.029250E-30  1.040071E-30  1.055139E-30
     61  1.029744313280E-03  1.007571E-30  1.021679E-30  1.004771E-30  1.003563E-30  1.031667E-30  1.030424E-30  1.041671E-30  1.057323E-30
     62  1.076805333108E-03  1.007947E-30  1.022692E-30  1.005029E-30  1.003800E-30  1.033160E-30  1.031773E-30  1.043508E-30  1.059829E-30
     63  1.127478238084E-03  1.008354E-30  1.023786E-30  1.005311E-30  1.004063E-30  1.034771E-30  1.033221E-30  1.045479E-30  1.062516E-30
     64  1.179263354774E-03  1.008774E-30  1.024905E-30  1.005602E-30  1.004338E-30  1.036421E-30  1.034696E-30  1.047487E-30  1.065251E-30
     65  1.231720185468E-03  1.009202E-30  1.026041E-30  1.005902E-30  1.004625E-30  1.038098E-30  1.036187E-30  1.049514E-30  1.068010E-30
     66  1.284679788904E-03  1.009638E-30  1.027191E-30  1.006208E-30  1.004922E-30  1.039795E-30  1.037687E-30  1.051553E-30  1.070783E-30
     67  1.338068714676E-03  1.010081E-30  1.028352E-30  1.006521E-30  1.005229E-30  1.041510E-30  1.039195E-30  1.053601E-30  1.073567E-30
     68  1.391852718980E-03  1.010530E-30  1.029524E-30  1.006841E-30  1.005547E-30  1.043242E-30  1.040709E-30  1.055657E-30  1.076359E-30
     69  1.446014888479E-03  1.010986E-30  1.030706E-30  1.007167E-30  1.005874E-30  1.044992E-30  1.042230E-30  1.057721E-30  1.079158E-30
     70  1.500546342624E-03  1.011448E-30  1.031900E-30  1.007500E-30  1.006212E-30  1.046758E-30  1.043756E-30  1.059790E-30  1.081964E-30
     71  1.555442065896E-03  1.011917E-30  1.033103E-30  1.007839E-30  1.006560E-30  1.048540E-30  1.045287E-30  1.061866E-30  1.084775E-30
     72  1.610698967280E-03  1.012392E-30  1.034317E-30  1.008185E-30  1.006918E-30  1.050339E-30  1.046824E-30  1.063948E-30  1.087593E-30
     73  1.666314948699E-03  1.012875E-30  1.035541E-30  1.008537E-30  1.007287E-30  1.052154E-30  1.048366E-30  1.066036E-30  1.090416E-30
     74  1.722288445659E-03  1.013364E-30  1.036776E-30  1.008896E-30  1.007666E-30  1.053985E-30  1.049913E-30  1.068129E-30  1.093244E-30
     75  1.778618195039E-03  1.013859E-30  1.038021E-30  1.009261E-30  1.008056E-30  1.055833E-30  1.051465E-30  1.070228E-30  1.096077E-30
     76  1.835303663832E-03  1.014362E-30  1.039276E-30  1.009634E-30  1.008457E-30  1.057696E-30  1.053022E-30  1.072332E-30  1.098915E-30
     77  1.892344396716E-03  1.014872E-30  1.040542E-30  1.010013E-30  1.008868E-30  1.059577E-30  1.054584E-30  1.074441E-30  1.101758E-30
     78  1.949739812628E-03  1.015388E-30  1.041818E-30  1.010399E-30  1.009291E-30  1.061473E-30  1.056150E-30  1.076556E-30  1.104605E-30
     79  2.007489276907E-03  1.015912E-30  1.043104E-30  1.010792E-30  1.009724E-30  1.063387E-30  1.057721E-30  1.078675E-30  1.107455E-30
     80  2.065592139419E-03  1.016442E-30  1.044401E-30  1.011192E-30  1.010168E-30  1.065316E-30  1.059296E-30  1.080799E-30  1.110310E-30
     81  2.124047755162E-03  1.016980E-30  1.045709E-30  1.011599E-30  1.010624E-30  1.067262E-30  1.060876E-30  1.082927E-30  1.113168E-30
     82  2.182855495215E-03  1.017525E-30  1.047026E-30  1.012013E-30  1.011091E-30  1.069224E-30  1.062460E-30  1.085060E-30  1.116030E-30
     83  2.242014752368E-03  1.018078E-30  1.048355E-30  1.012434E-30  1.011569E-30  1.071203E-30  1.064048E-30  1.087198E-30  1.118895E-30
     84  2.301524943777E-03  1.018637E-30  1.049693E-30  1.012862E-30  1.012059E-30  1.073198E-30  1.065640E-30  1.089339E-30  1.121763E-30
     85  2.361385511936E-03  1.019205E-30  1.051043E-30  1.013297E-30  1.012560E-30  1.075210E-30  1.067236E-30  1.091485E-30  1.124634E-30
     86  2.421595924701E-03  1.019779E-30  1.052402E-30  1.013740E-30  1.013072E-30  1.077238E-30  1.068836E-30  1.093634E-30  1.127508E-30
     87  2.482155674804E-03  1.020361E-30  1.053773E-30  1.014190E-30  1.013597E-30  1.079283E-30  1.070440E-30  1.095788E-30  1.130384E-30
     88  2.543064279071E-03  1.020951E-30  1.055153E-30  1.014647E-30  1.014133E-30  1.081344E-30  1.072047E-30  1.097945E-30  1.133262E-30
     89  2.604321277494E-03  1.021548E-30  1.056545E-30  1.015111E-30  1.014681E-30  1.083421E-30  1.073658E-30  1.100105E-30  1.136142E-30
     90  2.665926232237E-03  1.022154E-30  1.057946E-30  1.015583E-30  1.015241E-30  1.085516E-30  1.075273E-30  1.102269E-30  1.139024E-30
     91  2.727878734382E-03  1.022767E-30  1.059359E-30  1.016062E-30  1.015813E-30  1.087626E-30  1.076891E-30  1.104436E-30  1.141908E-30
     92  2.790178404165E-03  1.023387E-30  1.060782E-30  1.016549E-30  1.016397E-30  1.089753E-30  1.078513E-30  1.106606E-30  1.144793E-30
     93  2.852824875480E-03  1.024016E-30  1.062215E-30  1.017043E-30  1.016993E-30  1.091897E-30  1.080138E-30  1.108779E-30  1.147679E-30
     94  2.915817796872E-03  1.024653E-30  1.063660E-30  1.017545E-30  1.017601E-30  1.094057E-30  1.081766E-30  1.110956E-30  1.150567E-30
     95  2.979156831833E-03  1.025298E-30  1.065115E-30  1.018054E-30  1.018222E-30  1.096233E-30  1.083397E-30  1.113134E-30  1.153455E-30
