 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                fe60          fe61          fe62          fe63          fe64          fe65          fe66          fe67 
     27  8.489118412102E-05  1.000001E-30  1.000088E-30  1.000000E-30  1.000193E-30  1.000632E-30  1.000594E-30  1.000812E-30  1.001127E-30
     28  9.570255892797E-05  1.000001E-30  1.000099E-30  1.000000E-30  1.000218E-30  1.000712E-30  1.000670E-30  1.000919E-30  1.001270E-30
     29  1.070853065563E-04  1.000001E-30  1.000111E-30  1.000000E-30  1.000244E-30  1.000797E-30  1.000750E-30  1.001033E-30  1.001422E-30
     30  1.190882425669E-04  1.000002E-30  1.000123E-30  1.000000E-30  1.000271E-30  1.000886E-30  1.000834E-30  1.001154E-30  1.001581E-30
     31  1.366291075688E-04  1.000002E-30  1.000141E-30  1.000000E-30  1.000311E-30  1.001017E-30  1.000957E-30  1.001333E-30  1.001814E-30
     32  1.695708820900E-04  1.000002E-30  1.000175E-30  1.000001E-30  1.000386E-30  1.001262E-30  1.001187E-30  1.001675E-30  1.002251E-30
     33  1.992873377730E-04  1.000003E-30  1.000206E-30  1.000001E-30  1.000453E-30  1.001483E-30  1.001395E-30  1.001991E-30  1.002646E-30
     34  2.264248739983E-04  1.000003E-30  1.000234E-30  1.000001E-30  1.000515E-30  1.001685E-30  1.001585E-30  1.002284E-30  1.003006E-30
     35  2.515933231106E-04  1.000003E-30  1.000260E-30  1.000001E-30  1.000573E-30  1.001872E-30  1.001761E-30  1.002562E-30  1.003341E-30
     36  2.753099894686E-04  1.000004E-30  1.000284E-30  1.000001E-30  1.000627E-30  1.002049E-30  1.001927E-30  1.002827E-30  1.003656E-30
     37  2.979926919870E-04  1.000004E-30  1.000308E-30  1.000001E-30  1.000678E-30  1.002217E-30  1.002086E-30  1.003085E-30  1.003957E-30
     38  3.199702121451E-04  1.000004E-30  1.000330E-30  1.000001E-30  1.000728E-30  1.002381E-30  1.002240E-30  1.003338E-30  1.004249E-30
     39  3.524429751724E-04  1.000005E-30  1.000364E-30  1.000001E-30  1.000802E-30  1.002623E-30  1.002467E-30  1.003719E-30  1.004680E-30
     40  3.836809895565E-04  1.000005E-30  1.000396E-30  1.000001E-30  1.000873E-30  1.002855E-30  1.002686E-30  1.004093E-30  1.005096E-30
     41  4.138876583201E-04  1.000006E-30  1.000428E-30  1.000001E-30  1.000942E-30  1.003080E-30  1.002897E-30  1.004461E-30  1.005497E-30
     42  4.432651277490E-04  1.000006E-30  1.000458E-30  1.000002E-30  1.001009E-30  1.003298E-30  1.003103E-30  1.004826E-30  1.005887E-30
     43  4.720041568584E-04  1.000006E-30  1.000488E-30  1.000002E-30  1.001075E-30  1.003512E-30  1.003304E-30  1.005188E-30  1.006270E-30
     44  5.002792532552E-04  1.000007E-30  1.000517E-30  1.000002E-30  1.001139E-30  1.003723E-30  1.003502E-30  1.005551E-30  1.006645E-30
     45  5.282472522620E-04  1.000007E-30  1.000546E-30  1.000002E-30  1.001203E-30  1.003931E-30  1.003698E-30  1.005916E-30  1.007017E-30
     46  5.560479783168E-04  1.000008E-30  1.000574E-30  1.000002E-30  1.001266E-30  1.004137E-30  1.003892E-30  1.006284E-30  1.007387E-30
     47  5.838060709037E-04  1.000008E-30  1.000603E-30  1.000002E-30  1.001329E-30  1.004344E-30  1.004087E-30  1.006657E-30  1.007756E-30
     48  6.116334118686E-04  1.000008E-30  1.000632E-30  1.000002E-30  1.001393E-30  1.004551E-30  1.004281E-30  1.007037E-30  1.008126E-30
     49  6.396318340541E-04  1.000009E-30  1.000661E-30  1.000002E-30  1.001456E-30  1.004759E-30  1.004477E-30  1.007425E-30  1.008499E-30
     50  6.678959636874E-04  1.000009E-30  1.000690E-30  1.000002E-30  1.001521E-30  1.004970E-30  1.004675E-30  1.007822E-30  1.008875E-30
     51  6.965161747902E-04  1.000009E-30  1.000720E-30  1.000002E-30  1.001586E-30  1.005183E-30  1.004875E-30  1.008230E-30  1.009255E-30
     52  7.255817382538E-04  1.000010E-30  1.000750E-30  1.000002E-30  1.001652E-30  1.005399E-30  1.005079E-30  1.008651E-30  1.009642E-30
     53  7.551843574001E-04  1.000010E-30  1.000780E-30  1.000003E-30  1.001720E-30  1.005619E-30  1.005286E-30  1.009086E-30  1.010036E-30
     54  7.854224313090E-04  1.000011E-30  1.000812E-30  1.000003E-30  1.001789E-30  1.005844E-30  1.005498E-30  1.009537E-30  1.010439E-30
     55  8.164066374138E-04  1.000011E-30  1.000844E-30  1.000003E-30  1.001860E-30  1.006075E-30  1.005714E-30  1.010005E-30  1.010851E-30
     56  8.482679080764E-04  1.000012E-30  1.000877E-30  1.000003E-30  1.001932E-30  1.006312E-30  1.005937E-30  1.010495E-30  1.011275E-30
     57  8.811699017317E-04  1.000012E-30  1.000911E-30  1.000003E-30  1.002007E-30  1.006556E-30  1.006168E-30  1.011008E-30  1.011713E-30
     58  9.153304977871E-04  1.000012E-30  1.000946E-30  1.000003E-30  1.002085E-30  1.006810E-30  1.006407E-30  1.011549E-30  1.012168E-30
     59  9.510634923056E-04  1.000013E-30  1.000983E-30  1.000003E-30  1.002167E-30  1.007076E-30  1.006657E-30  1.012125E-30  1.012644E-30
     60  9.888739022907E-04  1.000013E-30  1.001022E-30  1.000003E-30  1.002253E-30  1.007358E-30  1.006921E-30  1.012743E-30  1.013148E-30
     61  1.029744313280E-03  1.000014E-30  1.001064E-30  1.000004E-30  1.002346E-30  1.007662E-30  1.007207E-30  1.013424E-30  1.013693E-30
     62  1.076805333108E-03  1.000015E-30  1.001113E-30  1.000004E-30  1.002454E-30  1.008012E-30  1.007537E-30  1.014223E-30  1.014320E-30
     63  1.127478238084E-03  1.000015E-30  1.001165E-30  1.000004E-30  1.002569E-30  1.008389E-30  1.007891E-30  1.015101E-30  1.014995E-30
     64  1.179263354774E-03  1.000016E-30  1.001219E-30  1.000004E-30  1.002688E-30  1.008774E-30  1.008253E-30  1.016017E-30  1.015686E-30
     65  1.231720185468E-03  1.000017E-30  1.001273E-30  1.000004E-30  1.002807E-30  1.009164E-30  1.008620E-30  1.016966E-30  1.016385E-30
     66  1.284679788904E-03  1.000017E-30  1.001328E-30  1.000004E-30  1.002928E-30  1.009558E-30  1.008991E-30  1.017944E-30  1.017092E-30
     67  1.338068714676E-03  1.000018E-30  1.001383E-30  1.000005E-30  1.003050E-30  1.009955E-30  1.009365E-30  1.018950E-30  1.017805E-30
     68  1.391852718980E-03  1.000019E-30  1.001439E-30  1.000005E-30  1.003173E-30  1.010355E-30  1.009741E-30  1.019984E-30  1.018523E-30
     69  1.446014888479E-03  1.000020E-30  1.001495E-30  1.000005E-30  1.003297E-30  1.010758E-30  1.010120E-30  1.021048E-30  1.019246E-30
     70  1.500546342624E-03  1.000020E-30  1.001551E-30  1.000005E-30  1.003421E-30  1.011164E-30  1.010501E-30  1.022139E-30  1.019974E-30
     71  1.555442065896E-03  1.000021E-30  1.001608E-30  1.000005E-30  1.003547E-30  1.011572E-30  1.010885E-30  1.023260E-30  1.020708E-30
     72  1.610698967280E-03  1.000022E-30  1.001665E-30  1.000006E-30  1.003673E-30  1.011983E-30  1.011272E-30  1.024411E-30  1.021447E-30
     73  1.666314948699E-03  1.000023E-30  1.001723E-30  1.000006E-30  1.003800E-30  1.012396E-30  1.011661E-30  1.025591E-30  1.022190E-30
     74  1.722288445659E-03  1.000023E-30  1.001781E-30  1.000006E-30  1.003928E-30  1.012813E-30  1.012052E-30  1.026801E-30  1.022939E-30
     75  1.778618195039E-03  1.000024E-30  1.001839E-30  1.000006E-30  1.004057E-30  1.013232E-30  1.012446E-30  1.028041E-30  1.023693E-30
     76  1.835303663832E-03  1.000025E-30  1.001898E-30  1.000006E-30  1.004187E-30  1.013653E-30  1.012843E-30  1.029313E-30  1.024452E-30
     77  1.892344396716E-03  1.000026E-30  1.001957E-30  1.000007E-30  1.004318E-30  1.014077E-30  1.013242E-30  1.030616E-30  1.025216E-30
     78  1.949739812628E-03  1.000027E-30  1.002016E-30  1.000007E-30  1.004449E-30  1.014504E-30  1.013643E-30  1.031951E-30  1.025984E-30
     79  2.007489276907E-03  1.000027E-30  1.002076E-30  1.000007E-30  1.004581E-30  1.014934E-30  1.014047E-30  1.033318E-30  1.026758E-30
     80  2.065592139419E-03  1.000028E-30  1.002136E-30  1.000007E-30  1.004714E-30  1.015366E-30  1.014454E-30  1.034717E-30  1.027537E-30
     81  2.124047755162E-03  1.000029E-30  1.002197E-30  1.000007E-30  1.004848E-30  1.015800E-30  1.014862E-30  1.036150E-30  1.028322E-30
     82  2.182855495215E-03  1.000030E-30  1.002258E-30  1.000008E-30  1.004983E-30  1.016238E-30  1.015274E-30  1.037615E-30  1.029111E-30
     83  2.242014752368E-03  1.000031E-30  1.002319E-30  1.000008E-30  1.005118E-30  1.016678E-30  1.015687E-30  1.039115E-30  1.029905E-30
     84  2.301524943777E-03  1.000031E-30  1.002381E-30  1.000008E-30  1.005255E-30  1.017120E-30  1.016104E-30  1.040649E-30  1.030704E-30
     85  2.361385511936E-03  1.000032E-30  1.002443E-30  1.000008E-30  1.005392E-30  1.017565E-30  1.016522E-30  1.042218E-30  1.031509E-30
     86  2.421595924701E-03  1.000033E-30  1.002505E-30  1.000008E-30  1.005530E-30  1.018013E-30  1.016943E-30  1.043821E-30  1.032318E-30
     87  2.482155674804E-03  1.000034E-30  1.002568E-30  1.000009E-30  1.005669E-30  1.018463E-30  1.017367E-30  1.045460E-30  1.033133E-30
     88  2.543064279071E-03  1.000035E-30  1.002631E-30  1.000009E-30  1.005808E-30  1.018916E-30  1.017793E-30  1.047135E-30  1.033952E-30
     89  2.604321277494E-03  1.000035E-30  1.002695E-30  1.000009E-30  1.005949E-30  1.019372E-30  1.018221E-30  1.048846E-30  1.034777E-30
     90  2.665926232237E-03  1.000036E-30  1.002759E-30  1.000009E-30  1.006090E-30  1.019830E-30  1.018652E-30  1.050594E-30  1.035607E-30
     91  2.727878734382E-03  1.000037E-30  1.002823E-30  1.000009E-30  1.006232E-30  1.020290E-30  1.019086E-30  1.052380E-30  1.036442E-30
     92  2.790178404165E-03  1.000038E-30  1.002888E-30  1.000010E-30  1.006375E-30  1.020753E-30  1.019521E-30  1.054202E-30  1.037282E-30
     93  2.852824875480E-03  1.000039E-30  1.002953E-30  1.000010E-30  1.006519E-30  1.021219E-30  1.019960E-30  1.056063E-30  1.038127E-30
     94  2.915817796872E-03  1.000040E-30  1.003018E-30  1.000010E-30  1.006664E-30  1.021687E-30  1.020400E-30  1.057962E-30  1.038977E-30
     95  2.979156831833E-03  1.000041E-30  1.003084E-30  1.000010E-30  1.006809E-30  1.022158E-30  1.020843E-30  1.059901E-30  1.039832E-30
