 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ru116         ru117         ru118         ru119         ru120         ru121         ru122         ru123
     27  8.489118412102E-05  1.001158E-30  1.001168E-30  1.001280E-30  1.001993E-30  1.001850E-30  1.002594E-30  1.002586E-30  1.003575E-30
     28  9.570255892797E-05  1.001305E-30  1.001317E-30  1.001443E-30  1.002247E-30  1.002086E-30  1.002924E-30  1.002915E-30  1.004030E-30
     29  1.070853065563E-04  1.001461E-30  1.001474E-30  1.001615E-30  1.002514E-30  1.002334E-30  1.003272E-30  1.003261E-30  1.004509E-30
     30  1.190882425669E-04  1.001624E-30  1.001639E-30  1.001795E-30  1.002796E-30  1.002595E-30  1.003638E-30  1.003627E-30  1.005014E-30
     31  1.366291075688E-04  1.001863E-30  1.001880E-30  1.002060E-30  1.003207E-30  1.002978E-30  1.004174E-30  1.004161E-30  1.005752E-30
     32  1.695708820900E-04  1.002313E-30  1.002333E-30  1.002557E-30  1.003980E-30  1.003695E-30  1.005180E-30  1.005163E-30  1.007138E-30
     33  1.992873377730E-04  1.002718E-30  1.002742E-30  1.003005E-30  1.004678E-30  1.004343E-30  1.006087E-30  1.006068E-30  1.008388E-30
     34  2.264248739983E-04  1.003088E-30  1.003115E-30  1.003414E-30  1.005314E-30  1.004934E-30  1.006915E-30  1.006893E-30  1.009529E-30
     35  2.515933231106E-04  1.003431E-30  1.003461E-30  1.003794E-30  1.005905E-30  1.005482E-30  1.007683E-30  1.007659E-30  1.010586E-30
     36  2.753099894686E-04  1.003755E-30  1.003787E-30  1.004151E-30  1.006461E-30  1.005998E-30  1.008407E-30  1.008380E-30  1.011583E-30
     37  2.979926919870E-04  1.004064E-30  1.004099E-30  1.004494E-30  1.006993E-30  1.006492E-30  1.009099E-30  1.009070E-30  1.012536E-30
     38  3.199702121451E-04  1.004364E-30  1.004401E-30  1.004825E-30  1.007509E-30  1.006971E-30  1.009769E-30  1.009738E-30  1.013459E-30
     39  3.524429751724E-04  1.004806E-30  1.004848E-30  1.005315E-30  1.008270E-30  1.007678E-30  1.010760E-30  1.010726E-30  1.014822E-30
     40  3.836809895565E-04  1.005232E-30  1.005277E-30  1.005786E-30  1.009003E-30  1.008358E-30  1.011712E-30  1.011675E-30  1.016134E-30
     41  4.138876583201E-04  1.005644E-30  1.005692E-30  1.006242E-30  1.009711E-30  1.009016E-30  1.012633E-30  1.012593E-30  1.017401E-30
     42  4.432651277490E-04  1.006045E-30  1.006096E-30  1.006685E-30  1.010400E-30  1.009655E-30  1.013529E-30  1.013486E-30  1.018633E-30
     43  4.720041568584E-04  1.006436E-30  1.006491E-30  1.007119E-30  1.011074E-30  1.010281E-30  1.014404E-30  1.014359E-30  1.019839E-30
     44  5.002792532552E-04  1.006822E-30  1.006879E-30  1.007545E-30  1.011737E-30  1.010896E-30  1.015266E-30  1.015218E-30  1.021024E-30
     45  5.282472522620E-04  1.007203E-30  1.007263E-30  1.007967E-30  1.012392E-30  1.011505E-30  1.016118E-30  1.016067E-30  1.022196E-30
     46  5.560479783168E-04  1.007582E-30  1.007645E-30  1.008387E-30  1.013044E-30  1.012110E-30  1.016965E-30  1.016912E-30  1.023361E-30
     47  5.838060709037E-04  1.007960E-30  1.008026E-30  1.008806E-30  1.013694E-30  1.012714E-30  1.017810E-30  1.017754E-30  1.024524E-30
     48  6.116334118686E-04  1.008340E-30  1.008408E-30  1.009226E-30  1.014346E-30  1.013319E-30  1.018657E-30  1.018599E-30  1.025689E-30
     49  6.396318340541E-04  1.008721E-30  1.008793E-30  1.009648E-30  1.015002E-30  1.013928E-30  1.019510E-30  1.019449E-30  1.026861E-30
     50  6.678959636874E-04  1.009106E-30  1.009181E-30  1.010075E-30  1.015664E-30  1.014543E-30  1.020370E-30  1.020307E-30  1.028044E-30
     51  6.965161747902E-04  1.009497E-30  1.009574E-30  1.010507E-30  1.016335E-30  1.015165E-30  1.021241E-30  1.021175E-30  1.029242E-30
     52  7.255817382538E-04  1.009893E-30  1.009973E-30  1.010946E-30  1.017016E-30  1.015798E-30  1.022125E-30  1.022057E-30  1.030458E-30
     53  7.551843574001E-04  1.010296E-30  1.010379E-30  1.011393E-30  1.017709E-30  1.016441E-30  1.023026E-30  1.022955E-30  1.031695E-30
     54  7.854224313090E-04  1.010708E-30  1.010794E-30  1.011849E-30  1.018417E-30  1.017099E-30  1.023945E-30  1.023872E-30  1.032960E-30
     55  8.164066374138E-04  1.011130E-30  1.011219E-30  1.012317E-30  1.019142E-30  1.017773E-30  1.024888E-30  1.024811E-30  1.034254E-30
     56  8.482679080764E-04  1.011564E-30  1.011656E-30  1.012798E-30  1.019888E-30  1.018466E-30  1.025856E-30  1.025777E-30  1.035585E-30
     57  8.811699017317E-04  1.012013E-30  1.012108E-30  1.013295E-30  1.020659E-30  1.019181E-30  1.026856E-30  1.026775E-30  1.036960E-30
     58  9.153304977871E-04  1.012478E-30  1.012576E-30  1.013811E-30  1.021458E-30  1.019924E-30  1.027895E-30  1.027810E-30  1.038386E-30
     59  9.510634923056E-04  1.012965E-30  1.013066E-30  1.014351E-30  1.022295E-30  1.020701E-30  1.028980E-30  1.028893E-30  1.039877E-30
     60  9.888739022907E-04  1.013480E-30  1.013585E-30  1.014922E-30  1.023180E-30  1.021522E-30  1.030129E-30  1.030038E-30  1.041454E-30
     61  1.029744313280E-03  1.014037E-30  1.014145E-30  1.015539E-30  1.024136E-30  1.022411E-30  1.031370E-30  1.031276E-30  1.043159E-30
     62  1.076805333108E-03  1.014678E-30  1.014790E-30  1.016250E-30  1.025237E-30  1.023434E-30  1.032799E-30  1.032701E-30  1.045121E-30
     63  1.127478238084E-03  1.015368E-30  1.015485E-30  1.017016E-30  1.026422E-30  1.024535E-30  1.034337E-30  1.034235E-30  1.047232E-30
     64  1.179263354774E-03  1.016074E-30  1.016194E-30  1.017798E-30  1.027633E-30  1.025660E-30  1.035908E-30  1.035802E-30  1.049388E-30
     65  1.231720185468E-03  1.016788E-30  1.016913E-30  1.018591E-30  1.028860E-30  1.026800E-30  1.037499E-30  1.037389E-30  1.051571E-30
     66  1.284679788904E-03  1.017509E-30  1.017638E-30  1.019392E-30  1.030098E-30  1.027951E-30  1.039105E-30  1.038991E-30  1.053774E-30
     67  1.338068714676E-03  1.018236E-30  1.018369E-30  1.020199E-30  1.031346E-30  1.029111E-30  1.040723E-30  1.040606E-30  1.055994E-30
     68  1.391852718980E-03  1.018969E-30  1.019106E-30  1.021012E-30  1.032603E-30  1.030279E-30  1.042353E-30  1.042232E-30  1.058229E-30
     69  1.446014888479E-03  1.019706E-30  1.019847E-30  1.021831E-30  1.033869E-30  1.031456E-30  1.043993E-30  1.043869E-30  1.060478E-30
     70  1.500546342624E-03  1.020449E-30  1.020594E-30  1.022656E-30  1.035143E-30  1.032641E-30  1.045644E-30  1.045517E-30  1.062742E-30
     71  1.555442065896E-03  1.021196E-30  1.021345E-30  1.023487E-30  1.036425E-30  1.033833E-30  1.047306E-30  1.047175E-30  1.065019E-30
     72  1.610698967280E-03  1.021948E-30  1.022101E-30  1.024323E-30  1.037715E-30  1.035033E-30  1.048978E-30  1.048844E-30  1.067310E-30
     73  1.666314948699E-03  1.022705E-30  1.022861E-30  1.025165E-30  1.039014E-30  1.036241E-30  1.050660E-30  1.050523E-30  1.069614E-30
     74  1.722288445659E-03  1.023467E-30  1.023627E-30  1.026012E-30  1.040320E-30  1.037457E-30  1.052353E-30  1.052213E-30  1.071933E-30
     75  1.778618195039E-03  1.024234E-30  1.024397E-30  1.026865E-30  1.041635E-30  1.038680E-30  1.054055E-30  1.053913E-30  1.074264E-30
     76  1.835303663832E-03  1.025005E-30  1.025172E-30  1.027723E-30  1.042958E-30  1.039911E-30  1.055768E-30  1.055623E-30  1.076609E-30
     77  1.892344396716E-03  1.025781E-30  1.025951E-30  1.028587E-30  1.044289E-30  1.041150E-30  1.057491E-30  1.057343E-30  1.078967E-30
     78  1.949739812628E-03  1.026562E-30  1.026736E-30  1.029456E-30  1.045628E-30  1.042397E-30  1.059224E-30  1.059074E-30  1.081339E-30
     79  2.007489276907E-03  1.027348E-30  1.027524E-30  1.030331E-30  1.046974E-30  1.043651E-30  1.060967E-30  1.060815E-30  1.083723E-30
     80  2.065592139419E-03  1.028139E-30  1.028318E-30  1.031212E-30  1.048329E-30  1.044913E-30  1.062720E-30  1.062566E-30  1.086121E-30
     81  2.124047755162E-03  1.028934E-30  1.029116E-30  1.032098E-30  1.049692E-30  1.046182E-30  1.064483E-30  1.064327E-30  1.088532E-30
     82  2.182855495215E-03  1.029734E-30  1.029919E-30  1.032989E-30  1.051063E-30  1.047460E-30  1.066256E-30  1.066099E-30  1.090956E-30
     83  2.242014752368E-03  1.030539E-30  1.030726E-30  1.033886E-30  1.052441E-30  1.048745E-30  1.068039E-30  1.067881E-30  1.093394E-30
     84  2.301524943777E-03  1.031348E-30  1.031538E-30  1.034789E-30  1.053828E-30  1.050037E-30  1.069832E-30  1.069673E-30  1.095844E-30
     85  2.361385511936E-03  1.032162E-30  1.032355E-30  1.035697E-30  1.055222E-30  1.051337E-30  1.071634E-30  1.071475E-30  1.098307E-30
     86  2.421595924701E-03  1.032981E-30  1.033176E-30  1.036610E-30  1.056624E-30  1.052645E-30  1.073447E-30  1.073287E-30  1.100783E-30
     87  2.482155674804E-03  1.033804E-30  1.034002E-30  1.037529E-30  1.058034E-30  1.053961E-30  1.075269E-30  1.075109E-30  1.103272E-30
     88  2.543064279071E-03  1.034633E-30  1.034832E-30  1.038454E-30  1.059452E-30  1.055284E-30  1.077102E-30  1.076941E-30  1.105773E-30
     89  2.604321277494E-03  1.035465E-30  1.035667E-30  1.039384E-30  1.060878E-30  1.056615E-30  1.078944E-30  1.078783E-30  1.108288E-30
     90  2.665926232237E-03  1.036303E-30  1.036506E-30  1.040320E-30  1.062312E-30  1.057954E-30  1.080796E-30  1.080636E-30  1.110815E-30
     91  2.727878734382E-03  1.037145E-30  1.037350E-30  1.041261E-30  1.063753E-30  1.059300E-30  1.082657E-30  1.082498E-30  1.113354E-30
     92  2.790178404165E-03  1.037992E-30  1.038199E-30  1.042208E-30  1.065202E-30  1.060654E-30  1.084529E-30  1.084371E-30  1.115907E-30
     93  2.852824875480E-03  1.038843E-30  1.039052E-30  1.043160E-30  1.066659E-30  1.062015E-30  1.086410E-30  1.086253E-30  1.118472E-30
     94  2.915817796872E-03  1.039700E-30  1.039909E-30  1.044118E-30  1.068123E-30  1.063384E-30  1.088302E-30  1.088146E-30  1.121049E-30
     95  2.979156831833E-03  1.040560E-30  1.040771E-30  1.045081E-30  1.069596E-30  1.064761E-30  1.090203E-30  1.090049E-30  1.123639E-30
