 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                bi235         bi236         bi237         bi238         bi239         bi240         bi241         bi242
     27  8.489118412102E-05  1.000828E-30  1.000548E-30  1.000886E-30  1.001925E-30  1.002226E-30  1.002697E-30  1.002807E-30  1.014366E-30
     28  9.570255892797E-05  1.000933E-30  1.000618E-30  1.000999E-30  1.002170E-30  1.002510E-30  1.003041E-30  1.003167E-30  1.016196E-30
     29  1.070853065563E-04  1.001044E-30  1.000691E-30  1.001118E-30  1.002428E-30  1.002809E-30  1.003403E-30  1.003548E-30  1.018122E-30
     30  1.190882425669E-04  1.001161E-30  1.000769E-30  1.001243E-30  1.002701E-30  1.003124E-30  1.003784E-30  1.003950E-30  1.020154E-30
     31  1.366291075688E-04  1.001332E-30  1.000882E-30  1.001427E-30  1.003099E-30  1.003584E-30  1.004342E-30  1.004540E-30  1.023122E-30
     32  1.695708820900E-04  1.001654E-30  1.001095E-30  1.001771E-30  1.003846E-30  1.004449E-30  1.005390E-30  1.005653E-30  1.028697E-30
     33  1.992873377730E-04  1.001943E-30  1.001287E-30  1.002081E-30  1.004521E-30  1.005230E-30  1.006335E-30  1.006662E-30  1.033726E-30
     34  2.264248739983E-04  1.002208E-30  1.001463E-30  1.002365E-30  1.005138E-30  1.005943E-30  1.007199E-30  1.007589E-30  1.038319E-30
     35  2.515933231106E-04  1.002454E-30  1.001625E-30  1.002628E-30  1.005709E-30  1.006605E-30  1.008000E-30  1.008453E-30  1.042578E-30
     36  2.753099894686E-04  1.002685E-30  1.001779E-30  1.002876E-30  1.006248E-30  1.007228E-30  1.008755E-30  1.009271E-30  1.046592E-30
     37  2.979926919870E-04  1.002906E-30  1.001926E-30  1.003113E-30  1.006764E-30  1.007825E-30  1.009478E-30  1.010056E-30  1.050431E-30
     38  3.199702121451E-04  1.003121E-30  1.002068E-30  1.003343E-30  1.007264E-30  1.008403E-30  1.010178E-30  1.010821E-30  1.054150E-30
     39  3.524429751724E-04  1.003438E-30  1.002278E-30  1.003683E-30  1.008002E-30  1.009258E-30  1.011212E-30  1.011956E-30  1.059645E-30
     40  3.836809895565E-04  1.003743E-30  1.002481E-30  1.004009E-30  1.008713E-30  1.010080E-30  1.012208E-30  1.013054E-30  1.064932E-30
     41  4.138876583201E-04  1.004037E-30  1.002676E-30  1.004325E-30  1.009400E-30  1.010876E-30  1.013171E-30  1.014121E-30  1.070044E-30
     42  4.432651277490E-04  1.004324E-30  1.002867E-30  1.004633E-30  1.010069E-30  1.011650E-30  1.014108E-30  1.015165E-30  1.075016E-30
     43  4.720041568584E-04  1.004605E-30  1.003053E-30  1.004934E-30  1.010723E-30  1.012408E-30  1.015025E-30  1.016192E-30  1.079879E-30
     44  5.002792532552E-04  1.004881E-30  1.003236E-30  1.005230E-30  1.011368E-30  1.013153E-30  1.015927E-30  1.017207E-30  1.084664E-30
     45  5.282472522620E-04  1.005154E-30  1.003418E-30  1.005523E-30  1.012005E-30  1.013891E-30  1.016820E-30  1.018216E-30  1.089397E-30
     46  5.560479783168E-04  1.005425E-30  1.003598E-30  1.005814E-30  1.012638E-30  1.014624E-30  1.017707E-30  1.019224E-30  1.094102E-30
     47  5.838060709037E-04  1.005696E-30  1.003779E-30  1.006104E-30  1.013271E-30  1.015357E-30  1.018593E-30  1.020236E-30  1.098800E-30
     48  6.116334118686E-04  1.005968E-30  1.003959E-30  1.006396E-30  1.013906E-30  1.016092E-30  1.019482E-30  1.021255E-30  1.103509E-30
     49  6.396318340541E-04  1.006241E-30  1.004141E-30  1.006689E-30  1.014545E-30  1.016831E-30  1.020377E-30  1.022285E-30  1.108248E-30
     50  6.678959636874E-04  1.006517E-30  1.004325E-30  1.006985E-30  1.015190E-30  1.017578E-30  1.021280E-30  1.023330E-30  1.113031E-30
     51  6.965161747902E-04  1.006797E-30  1.004511E-30  1.007285E-30  1.015843E-30  1.018335E-30  1.022195E-30  1.024393E-30  1.117874E-30
     52  7.255817382538E-04  1.007081E-30  1.004700E-30  1.007590E-30  1.016507E-30  1.019103E-30  1.023124E-30  1.025478E-30  1.122793E-30
     53  7.551843574001E-04  1.007370E-30  1.004892E-30  1.007901E-30  1.017183E-30  1.019886E-30  1.024071E-30  1.026588E-30  1.127803E-30
     54  7.854224313090E-04  1.007665E-30  1.005089E-30  1.008218E-30  1.017874E-30  1.020687E-30  1.025039E-30  1.027728E-30  1.132920E-30
     55  8.164066374138E-04  1.007968E-30  1.005291E-30  1.008543E-30  1.018582E-30  1.021507E-30  1.026030E-30  1.028902E-30  1.138164E-30
     56  8.482679080764E-04  1.008279E-30  1.005498E-30  1.008877E-30  1.019310E-30  1.022350E-30  1.027050E-30  1.030116E-30  1.143556E-30
     57  8.811699017317E-04  1.008601E-30  1.005713E-30  1.009222E-30  1.020063E-30  1.023222E-30  1.028104E-30  1.031376E-30  1.149124E-30
     58  9.153304977871E-04  1.008935E-30  1.005935E-30  1.009581E-30  1.020844E-30  1.024127E-30  1.029198E-30  1.032692E-30  1.154905E-30
     59  9.510634923056E-04  1.009284E-30  1.006168E-30  1.009956E-30  1.021662E-30  1.025075E-30  1.030343E-30  1.034075E-30  1.160952E-30
     60  9.888739022907E-04  1.009654E-30  1.006415E-30  1.010353E-30  1.022528E-30  1.026078E-30  1.031555E-30  1.035548E-30  1.167351E-30
     61  1.029744313280E-03  1.010053E-30  1.006681E-30  1.010782E-30  1.023464E-30  1.027163E-30  1.032865E-30  1.037151E-30  1.174268E-30
     62  1.076805333108E-03  1.010513E-30  1.006989E-30  1.011277E-30  1.024543E-30  1.028412E-30  1.034375E-30  1.039008E-30  1.182232E-30
     63  1.127478238084E-03  1.011009E-30  1.007320E-30  1.011809E-30  1.025705E-30  1.029759E-30  1.036001E-30  1.041024E-30  1.190808E-30
     64  1.179263354774E-03  1.011515E-30  1.007658E-30  1.012354E-30  1.026893E-30  1.031136E-30  1.037664E-30  1.043101E-30  1.199572E-30
     65  1.231720185468E-03  1.012028E-30  1.008001E-30  1.012906E-30  1.028097E-30  1.032531E-30  1.039349E-30  1.045222E-30  1.208449E-30
     66  1.284679788904E-03  1.012546E-30  1.008348E-30  1.013463E-30  1.029313E-30  1.033941E-30  1.041051E-30  1.047380E-30  1.217412E-30
     67  1.338068714676E-03  1.013069E-30  1.008697E-30  1.014025E-30  1.030540E-30  1.035364E-30  1.042768E-30  1.049573E-30  1.226447E-30
     68  1.391852718980E-03  1.013595E-30  1.009049E-30  1.014591E-30  1.031777E-30  1.036798E-30  1.044498E-30  1.051800E-30  1.235549E-30
     69  1.446014888479E-03  1.014125E-30  1.009405E-30  1.015162E-30  1.033023E-30  1.038243E-30  1.046241E-30  1.054062E-30  1.244715E-30
     70  1.500546342624E-03  1.014659E-30  1.009762E-30  1.015736E-30  1.034279E-30  1.039698E-30  1.047997E-30  1.056356E-30  1.253944E-30
     71  1.555442065896E-03  1.015197E-30  1.010123E-30  1.016315E-30  1.035543E-30  1.041165E-30  1.049766E-30  1.058685E-30  1.263234E-30
     72  1.610698967280E-03  1.015738E-30  1.010486E-30  1.016897E-30  1.036817E-30  1.042642E-30  1.051547E-30  1.061047E-30  1.272585E-30
     73  1.666314948699E-03  1.016283E-30  1.010851E-30  1.017484E-30  1.038100E-30  1.044130E-30  1.053340E-30  1.063444E-30  1.281997E-30
     74  1.722288445659E-03  1.016831E-30  1.011219E-30  1.018075E-30  1.039392E-30  1.045628E-30  1.055146E-30  1.065876E-30  1.291470E-30
     75  1.778618195039E-03  1.017383E-30  1.011590E-30  1.018670E-30  1.040693E-30  1.047138E-30  1.056965E-30  1.068342E-30  1.301003E-30
     76  1.835303663832E-03  1.017938E-30  1.011963E-30  1.019268E-30  1.042003E-30  1.048657E-30  1.058796E-30  1.070843E-30  1.310596E-30
     77  1.892344396716E-03  1.018497E-30  1.012339E-30  1.019871E-30  1.043321E-30  1.050188E-30  1.060639E-30  1.073380E-30  1.320249E-30
     78  1.949739812628E-03  1.019060E-30  1.012718E-30  1.020478E-30  1.044649E-30  1.051729E-30  1.062494E-30  1.075952E-30  1.329962E-30
     79  2.007489276907E-03  1.019626E-30  1.013099E-30  1.021088E-30  1.045986E-30  1.053280E-30  1.064363E-30  1.078560E-30  1.339736E-30
     80  2.065592139419E-03  1.020196E-30  1.013483E-30  1.021703E-30  1.047333E-30  1.054843E-30  1.066243E-30  1.081205E-30  1.349569E-30
     81  2.124047755162E-03  1.020770E-30  1.013869E-30  1.022322E-30  1.048688E-30  1.056416E-30  1.068136E-30  1.083886E-30  1.359461E-30
     82  2.182855495215E-03  1.021347E-30  1.014258E-30  1.022944E-30  1.050052E-30  1.057999E-30  1.070041E-30  1.086605E-30  1.369414E-30
     83  2.242014752368E-03  1.021927E-30  1.014649E-30  1.023571E-30  1.051425E-30  1.059594E-30  1.071959E-30  1.089360E-30  1.379425E-30
     84  2.301524943777E-03  1.022511E-30  1.015044E-30  1.024202E-30  1.052808E-30  1.061199E-30  1.073889E-30  1.092153E-30  1.389497E-30
     85  2.361385511936E-03  1.023099E-30  1.015440E-30  1.024836E-30  1.054199E-30  1.062814E-30  1.075831E-30  1.094984E-30  1.399627E-30
     86  2.421595924701E-03  1.023690E-30  1.015840E-30  1.025475E-30  1.055599E-30  1.064441E-30  1.077786E-30  1.097853E-30  1.409817E-30
     87  2.482155674804E-03  1.024285E-30  1.016242E-30  1.026118E-30  1.057009E-30  1.066078E-30  1.079753E-30  1.100761E-30  1.420065E-30
     88  2.543064279071E-03  1.024883E-30  1.016646E-30  1.026764E-30  1.058428E-30  1.067725E-30  1.081733E-30  1.103707E-30  1.430373E-30
     89  2.604321277494E-03  1.025485E-30  1.017054E-30  1.027415E-30  1.059855E-30  1.069384E-30  1.083725E-30  1.106692E-30  1.440740E-30
     90  2.665926232237E-03  1.026091E-30  1.017463E-30  1.028070E-30  1.061292E-30  1.071053E-30  1.085729E-30  1.109717E-30  1.451166E-30
     91  2.727878734382E-03  1.026700E-30  1.017876E-30  1.028728E-30  1.062738E-30  1.072733E-30  1.087746E-30  1.112782E-30  1.461650E-30
     92  2.790178404165E-03  1.027312E-30  1.018291E-30  1.029391E-30  1.064194E-30  1.074424E-30  1.089775E-30  1.115886E-30  1.472193E-30
     93  2.852824875480E-03  1.027928E-30  1.018709E-30  1.030058E-30  1.065658E-30  1.076126E-30  1.091816E-30  1.119031E-30  1.482795E-30
     94  2.915817796872E-03  1.028548E-30  1.019129E-30  1.030729E-30  1.067131E-30  1.077838E-30  1.093870E-30  1.122217E-30  1.493456E-30
