 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ta204         ta205         ta206         ta207         ta208         ta209         ta210         ta211
     27  8.489118412102E-05  1.000000E-30  1.000761E-30  1.000000E-30  1.001176E-30  1.000122E-30  1.001100E-30  1.000692E-30  1.001471E-30
     28  9.570255892797E-05  1.000000E-30  1.000858E-30  1.000000E-30  1.001326E-30  1.000138E-30  1.001240E-30  1.000780E-30  1.001659E-30
     29  1.070853065563E-04  1.000000E-30  1.000960E-30  1.000000E-30  1.001483E-30  1.000154E-30  1.001388E-30  1.000873E-30  1.001856E-30
     30  1.190882425669E-04  1.000000E-30  1.001068E-30  1.000000E-30  1.001649E-30  1.000172E-30  1.001543E-30  1.000970E-30  1.002063E-30
     31  1.366291075688E-04  1.000000E-30  1.001225E-30  1.000000E-30  1.001892E-30  1.000198E-30  1.001771E-30  1.001113E-30  1.002367E-30
     32  1.695708820900E-04  1.000000E-30  1.001521E-30  1.000000E-30  1.002349E-30  1.000247E-30  1.002198E-30  1.001381E-30  1.002936E-30
     33  1.992873377730E-04  1.000000E-30  1.001788E-30  1.000000E-30  1.002761E-30  1.000292E-30  1.002583E-30  1.001622E-30  1.003450E-30
     34  2.264248739983E-04  1.000000E-30  1.002032E-30  1.000000E-30  1.003137E-30  1.000333E-30  1.002935E-30  1.001843E-30  1.003919E-30
     35  2.515933231106E-04  1.000000E-30  1.002258E-30  1.000000E-30  1.003485E-30  1.000372E-30  1.003261E-30  1.002047E-30  1.004353E-30
     36  2.753099894686E-04  1.000000E-30  1.002471E-30  1.000000E-30  1.003814E-30  1.000409E-30  1.003569E-30  1.002239E-30  1.004762E-30
     37  2.979926919870E-04  1.000000E-30  1.002675E-30  1.000000E-30  1.004128E-30  1.000444E-30  1.003863E-30  1.002423E-30  1.005153E-30
     38  3.199702121451E-04  1.000000E-30  1.002873E-30  1.000000E-30  1.004433E-30  1.000479E-30  1.004148E-30  1.002601E-30  1.005532E-30
     39  3.524429751724E-04  1.000000E-30  1.003165E-30  1.000000E-30  1.004883E-30  1.000530E-30  1.004570E-30  1.002864E-30  1.006091E-30
     40  3.836809895565E-04  1.000000E-30  1.003447E-30  1.000000E-30  1.005316E-30  1.000580E-30  1.004975E-30  1.003117E-30  1.006629E-30
     41  4.138876583201E-04  1.000000E-30  1.003719E-30  1.000000E-30  1.005734E-30  1.000629E-30  1.005367E-30  1.003361E-30  1.007148E-30
     42  4.432651277490E-04  1.000000E-30  1.003983E-30  1.000000E-30  1.006142E-30  1.000677E-30  1.005749E-30  1.003598E-30  1.007653E-30
     43  4.720041568584E-04  1.000000E-30  1.004242E-30  1.000000E-30  1.006540E-30  1.000725E-30  1.006122E-30  1.003830E-30  1.008147E-30
     44  5.002792532552E-04  1.000000E-30  1.004497E-30  1.000000E-30  1.006932E-30  1.000771E-30  1.006489E-30  1.004058E-30  1.008632E-30
     45  5.282472522620E-04  1.000000E-30  1.004750E-30  1.000000E-30  1.007320E-30  1.000818E-30  1.006852E-30  1.004284E-30  1.009112E-30
     46  5.560479783168E-04  1.000000E-30  1.005001E-30  1.000000E-30  1.007705E-30  1.000865E-30  1.007213E-30  1.004508E-30  1.009588E-30
     47  5.838060709037E-04  1.000000E-30  1.005251E-30  1.000000E-30  1.008090E-30  1.000913E-30  1.007574E-30  1.004731E-30  1.010064E-30
     48  6.116334118686E-04  1.000000E-30  1.005503E-30  1.000000E-30  1.008476E-30  1.000960E-30  1.007935E-30  1.004955E-30  1.010540E-30
     49  6.396318340541E-04  1.000000E-30  1.005755E-30  1.000000E-30  1.008864E-30  1.001009E-30  1.008299E-30  1.005180E-30  1.011019E-30
     50  6.678959636874E-04  1.000000E-30  1.006011E-30  1.000000E-30  1.009256E-30  1.001058E-30  1.008666E-30  1.005407E-30  1.011503E-30
     51  6.965161747902E-04  1.000000E-30  1.006270E-30  1.000000E-30  1.009653E-30  1.001109E-30  1.009038E-30  1.005637E-30  1.011992E-30
     52  7.255817382538E-04  1.000000E-30  1.006532E-30  1.000000E-30  1.010056E-30  1.001160E-30  1.009416E-30  1.005870E-30  1.012488E-30
     53  7.551843574001E-04  1.000000E-30  1.006800E-30  1.000000E-30  1.010466E-30  1.001213E-30  1.009801E-30  1.006108E-30  1.012993E-30
     54  7.854224313090E-04  1.000000E-30  1.007074E-30  1.000000E-30  1.010886E-30  1.001268E-30  1.010194E-30  1.006350E-30  1.013509E-30
     55  8.164066374138E-04  1.000000E-30  1.007354E-30  1.000000E-30  1.011316E-30  1.001324E-30  1.010597E-30  1.006598E-30  1.014037E-30
     56  8.482679080764E-04  1.000000E-30  1.007643E-30  1.000000E-30  1.011758E-30  1.001383E-30  1.011011E-30  1.006853E-30  1.014580E-30
     57  8.811699017317E-04  1.000000E-30  1.007941E-30  1.000000E-30  1.012214E-30  1.001444E-30  1.011439E-30  1.007116E-30  1.015140E-30
     58  9.153304977871E-04  1.000000E-30  1.008251E-30  1.000000E-30  1.012688E-30  1.001507E-30  1.011884E-30  1.007389E-30  1.015721E-30
     59  9.510634923056E-04  1.000000E-30  1.008575E-30  1.000000E-30  1.013184E-30  1.001575E-30  1.012349E-30  1.007674E-30  1.016328E-30
     60  9.888739022907E-04  1.000000E-30  1.008918E-30  1.000000E-30  1.013708E-30  1.001647E-30  1.012841E-30  1.007976E-30  1.016970E-30
     61  1.029744313280E-03  1.000000E-30  1.009289E-30  1.000000E-30  1.014275E-30  1.001725E-30  1.013373E-30  1.008302E-30  1.017664E-30
     62  1.076805333108E-03  1.000000E-30  1.009717E-30  1.000000E-30  1.014928E-30  1.001817E-30  1.013985E-30  1.008676E-30  1.018462E-30
     63  1.127478238084E-03  1.000000E-30  1.010177E-30  1.000000E-30  1.015632E-30  1.001917E-30  1.014645E-30  1.009079E-30  1.019320E-30
     64  1.179263354774E-03  1.000000E-30  1.010648E-30  1.000000E-30  1.016350E-30  1.002020E-30  1.015319E-30  1.009490E-30  1.020195E-30
     65  1.231720185468E-03  1.000000E-30  1.011125E-30  1.000000E-30  1.017078E-30  1.002126E-30  1.016003E-30  1.009907E-30  1.021082E-30
     66  1.284679788904E-03  1.000000E-30  1.011608E-30  1.000000E-30  1.017814E-30  1.002234E-30  1.016693E-30  1.010326E-30  1.021975E-30
     67  1.338068714676E-03  1.000000E-30  1.012094E-30  1.000000E-30  1.018555E-30  1.002344E-30  1.017389E-30  1.010749E-30  1.022875E-30
     68  1.391852718980E-03  1.000000E-30  1.012585E-30  1.000000E-30  1.019302E-30  1.002457E-30  1.018090E-30  1.011174E-30  1.023780E-30
     69  1.446014888479E-03  1.000000E-30  1.013079E-30  1.000000E-30  1.020054E-30  1.002572E-30  1.018796E-30  1.011601E-30  1.024691E-30
     70  1.500546342624E-03  1.000000E-30  1.013577E-30  1.000000E-30  1.020811E-30  1.002689E-30  1.019507E-30  1.012031E-30  1.025607E-30
     71  1.555442065896E-03  1.000000E-30  1.014078E-30  1.000000E-30  1.021573E-30  1.002809E-30  1.020223E-30  1.012463E-30  1.026528E-30
     72  1.610698967280E-03  1.000000E-30  1.014583E-30  1.000000E-30  1.022341E-30  1.002930E-30  1.020944E-30  1.012898E-30  1.027453E-30
     73  1.666314948699E-03  1.000000E-30  1.015092E-30  1.000000E-30  1.023113E-30  1.003054E-30  1.021669E-30  1.013334E-30  1.028384E-30
     74  1.722288445659E-03  1.000000E-30  1.015605E-30  1.000000E-30  1.023891E-30  1.003180E-30  1.022400E-30  1.013773E-30  1.029319E-30
     75  1.778618195039E-03  1.000000E-30  1.016121E-30  1.000000E-30  1.024673E-30  1.003309E-30  1.023135E-30  1.014214E-30  1.030260E-30
     76  1.835303663832E-03  1.000000E-30  1.016640E-30  1.000000E-30  1.025461E-30  1.003439E-30  1.023875E-30  1.014658E-30  1.031205E-30
     77  1.892344396716E-03  1.000000E-30  1.017163E-30  1.000000E-30  1.026254E-30  1.003572E-30  1.024620E-30  1.015103E-30  1.032154E-30
     78  1.949739812628E-03  1.000000E-30  1.017690E-30  1.000000E-30  1.027051E-30  1.003708E-30  1.025370E-30  1.015551E-30  1.033109E-30
     79  2.007489276907E-03  1.000000E-30  1.018221E-30  1.000000E-30  1.027854E-30  1.003846E-30  1.026124E-30  1.016001E-30  1.034068E-30
     80  2.065592139419E-03  1.000000E-30  1.018755E-30  1.000000E-30  1.028661E-30  1.003986E-30  1.026883E-30  1.016453E-30  1.035031E-30
     81  2.124047755162E-03  1.000000E-30  1.019293E-30  1.000000E-30  1.029474E-30  1.004129E-30  1.027647E-30  1.016907E-30  1.036000E-30
     82  2.182855495215E-03  1.000000E-30  1.019834E-30  1.000000E-30  1.030291E-30  1.004274E-30  1.028416E-30  1.017363E-30  1.036973E-30
     83  2.242014752368E-03  1.000000E-30  1.020379E-30  1.000000E-30  1.031114E-30  1.004422E-30  1.029190E-30  1.017822E-30  1.037950E-30
     84  2.301524943777E-03  1.000000E-30  1.020927E-30  1.000000E-30  1.031941E-30  1.004572E-30  1.029968E-30  1.018282E-30  1.038932E-30
     85  2.361385511936E-03  1.000000E-30  1.021480E-30  1.000000E-30  1.032773E-30  1.004725E-30  1.030751E-30  1.018744E-30  1.039918E-30
     86  2.421595924701E-03  1.000000E-30  1.022035E-30  1.000000E-30  1.033611E-30  1.004880E-30  1.031538E-30  1.019209E-30  1.040909E-30
     87  2.482155674804E-03  1.000000E-30  1.022595E-30  1.000000E-30  1.034453E-30  1.005038E-30  1.032331E-30  1.019676E-30  1.041904E-30
     88  2.543064279071E-03  1.000000E-30  1.023158E-30  1.000000E-30  1.035300E-30  1.005198E-30  1.033128E-30  1.020144E-30  1.042904E-30
     89  2.604321277494E-03  1.000000E-30  1.023724E-30  1.000000E-30  1.036152E-30  1.005361E-30  1.033930E-30  1.020615E-30  1.043908E-30
     90  2.665926232237E-03  1.000000E-30  1.024295E-30  1.000000E-30  1.037009E-30  1.005527E-30  1.034736E-30  1.021087E-30  1.044916E-30
     91  2.727878734382E-03  1.000000E-30  1.024869E-30  1.000000E-30  1.037871E-30  1.005695E-30  1.035547E-30  1.021562E-30  1.045929E-30
     92  2.790178404165E-03  1.000000E-30  1.025446E-30  1.000000E-30  1.038738E-30  1.005866E-30  1.036363E-30  1.022038E-30  1.046946E-30
     93  2.852824875480E-03  1.000000E-30  1.026027E-30  1.000000E-30  1.039609E-30  1.006040E-30  1.037184E-30  1.022517E-30  1.047967E-30
     94  2.915817796872E-03  1.000000E-30  1.026612E-30  1.000000E-30  1.040486E-30  1.006217E-30  1.038009E-30  1.022997E-30  1.048992E-30
