 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ce154         ce155         ce156         ce157         ce158         ce159         ce160         ce161
     27  8.489118412102E-05  1.000576E-30  1.000135E-30  1.000374E-30  1.001052E-30  1.001000E-30  1.001499E-30  1.001956E-30  1.002393E-30
     28  9.570255892797E-05  1.000650E-30  1.000152E-30  1.000422E-30  1.001186E-30  1.001127E-30  1.001690E-30  1.002205E-30  1.002698E-30
     29  1.070853065563E-04  1.000727E-30  1.000170E-30  1.000472E-30  1.001327E-30  1.001261E-30  1.001891E-30  1.002468E-30  1.003019E-30
     30  1.190882425669E-04  1.000808E-30  1.000190E-30  1.000525E-30  1.001475E-30  1.001403E-30  1.002103E-30  1.002744E-30  1.003358E-30
     31  1.366291075688E-04  1.000927E-30  1.000217E-30  1.000603E-30  1.001693E-30  1.001609E-30  1.002413E-30  1.003148E-30  1.003853E-30
     32  1.695708820900E-04  1.001151E-30  1.000270E-30  1.000748E-30  1.002101E-30  1.001997E-30  1.002996E-30  1.003908E-30  1.004783E-30
     33  1.992873377730E-04  1.001353E-30  1.000317E-30  1.000879E-30  1.002469E-30  1.002347E-30  1.003521E-30  1.004592E-30  1.005622E-30
     34  2.264248739983E-04  1.001537E-30  1.000361E-30  1.000999E-30  1.002805E-30  1.002667E-30  1.004000E-30  1.005218E-30  1.006389E-30
     35  2.515933231106E-04  1.001708E-30  1.000401E-30  1.001110E-30  1.003117E-30  1.002963E-30  1.004445E-30  1.005798E-30  1.007100E-30
     36  2.753099894686E-04  1.001869E-30  1.000438E-30  1.001215E-30  1.003410E-30  1.003243E-30  1.004865E-30  1.006344E-30  1.007771E-30
     37  2.979926919870E-04  1.002023E-30  1.000475E-30  1.001315E-30  1.003691E-30  1.003510E-30  1.005266E-30  1.006867E-30  1.008413E-30
     38  3.199702121451E-04  1.002172E-30  1.000510E-30  1.001412E-30  1.003963E-30  1.003769E-30  1.005654E-30  1.007373E-30  1.009035E-30
     39  3.524429751724E-04  1.002392E-30  1.000561E-30  1.001555E-30  1.004365E-30  1.004151E-30  1.006229E-30  1.008122E-30  1.009954E-30
     40  3.836809895565E-04  1.002604E-30  1.000611E-30  1.001693E-30  1.004752E-30  1.004519E-30  1.006781E-30  1.008841E-30  1.010839E-30
     41  4.138876583201E-04  1.002809E-30  1.000660E-30  1.001827E-30  1.005126E-30  1.004875E-30  1.007315E-30  1.009537E-30  1.011695E-30
     42  4.432651277490E-04  1.003008E-30  1.000706E-30  1.001957E-30  1.005489E-30  1.005221E-30  1.007835E-30  1.010214E-30  1.012528E-30
     43  4.720041568584E-04  1.003203E-30  1.000752E-30  1.002084E-30  1.005845E-30  1.005560E-30  1.008344E-30  1.010877E-30  1.013343E-30
     44  5.002792532552E-04  1.003395E-30  1.000798E-30  1.002209E-30  1.006195E-30  1.005893E-30  1.008844E-30  1.011528E-30  1.014145E-30
     45  5.282472522620E-04  1.003585E-30  1.000842E-30  1.002332E-30  1.006541E-30  1.006223E-30  1.009339E-30  1.012173E-30  1.014939E-30
     46  5.560479783168E-04  1.003774E-30  1.000887E-30  1.002455E-30  1.006885E-30  1.006550E-30  1.009831E-30  1.012813E-30  1.015729E-30
     47  5.838060709037E-04  1.003962E-30  1.000931E-30  1.002578E-30  1.007228E-30  1.006877E-30  1.010323E-30  1.013453E-30  1.016517E-30
     48  6.116334118686E-04  1.004151E-30  1.000976E-30  1.002701E-30  1.007573E-30  1.007205E-30  1.010816E-30  1.014094E-30  1.017308E-30
     49  6.396318340541E-04  1.004341E-30  1.001020E-30  1.002825E-30  1.007919E-30  1.007535E-30  1.011311E-30  1.014740E-30  1.018105E-30
     50  6.678959636874E-04  1.004533E-30  1.001066E-30  1.002950E-30  1.008269E-30  1.007868E-30  1.011812E-30  1.015391E-30  1.018909E-30
     51  6.965161747902E-04  1.004727E-30  1.001111E-30  1.003076E-30  1.008623E-30  1.008205E-30  1.012319E-30  1.016051E-30  1.019723E-30
     52  7.255817382538E-04  1.004924E-30  1.001158E-30  1.003205E-30  1.008982E-30  1.008548E-30  1.012834E-30  1.016721E-30  1.020551E-30
     53  7.551843574001E-04  1.005125E-30  1.001205E-30  1.003336E-30  1.009348E-30  1.008897E-30  1.013359E-30  1.017403E-30  1.021394E-30
     54  7.854224313090E-04  1.005330E-30  1.001254E-30  1.003470E-30  1.009722E-30  1.009253E-30  1.013894E-30  1.018100E-30  1.022256E-30
     55  8.164066374138E-04  1.005540E-30  1.001303E-30  1.003607E-30  1.010105E-30  1.009618E-30  1.014444E-30  1.018814E-30  1.023139E-30
     56  8.482679080764E-04  1.005756E-30  1.001354E-30  1.003748E-30  1.010499E-30  1.009994E-30  1.015008E-30  1.019549E-30  1.024048E-30
     57  8.811699017317E-04  1.005979E-30  1.001407E-30  1.003894E-30  1.010906E-30  1.010381E-30  1.015592E-30  1.020307E-30  1.024987E-30
     58  9.153304977871E-04  1.006211E-30  1.001462E-30  1.004045E-30  1.011328E-30  1.010784E-30  1.016198E-30  1.021095E-30  1.025963E-30
     59  9.510634923056E-04  1.006454E-30  1.001519E-30  1.004203E-30  1.011770E-30  1.011205E-30  1.016831E-30  1.021918E-30  1.026983E-30
     60  9.888739022907E-04  1.006710E-30  1.001580E-30  1.004371E-30  1.012237E-30  1.011651E-30  1.017502E-30  1.022790E-30  1.028064E-30
     61  1.029744313280E-03  1.006987E-30  1.001645E-30  1.004552E-30  1.012742E-30  1.012133E-30  1.018227E-30  1.023733E-30  1.029233E-30
     62  1.076805333108E-03  1.007306E-30  1.001721E-30  1.004760E-30  1.013323E-30  1.012687E-30  1.019063E-30  1.024818E-30  1.030580E-30
     63  1.127478238084E-03  1.007650E-30  1.001802E-30  1.004985E-30  1.013949E-30  1.013285E-30  1.019962E-30  1.025986E-30  1.032032E-30
     64  1.179263354774E-03  1.008001E-30  1.001886E-30  1.005215E-30  1.014589E-30  1.013895E-30  1.020882E-30  1.027181E-30  1.033516E-30
     65  1.231720185468E-03  1.008357E-30  1.001970E-30  1.005447E-30  1.015237E-30  1.014514E-30  1.021813E-30  1.028391E-30  1.035021E-30
     66  1.284679788904E-03  1.008716E-30  1.002055E-30  1.005682E-30  1.015891E-30  1.015138E-30  1.022754E-30  1.029612E-30  1.036542E-30
     67  1.338068714676E-03  1.009078E-30  1.002141E-30  1.005919E-30  1.016550E-30  1.015768E-30  1.023703E-30  1.030844E-30  1.038076E-30
     68  1.391852718980E-03  1.009443E-30  1.002228E-30  1.006158E-30  1.017214E-30  1.016402E-30  1.024659E-30  1.032085E-30  1.039623E-30
     69  1.446014888479E-03  1.009810E-30  1.002315E-30  1.006398E-30  1.017882E-30  1.017041E-30  1.025623E-30  1.033335E-30  1.041183E-30
     70  1.500546342624E-03  1.010180E-30  1.002403E-30  1.006641E-30  1.018555E-30  1.017684E-30  1.026593E-30  1.034593E-30  1.042754E-30
     71  1.555442065896E-03  1.010552E-30  1.002491E-30  1.006885E-30  1.019232E-30  1.018332E-30  1.027569E-30  1.035861E-30  1.044337E-30
     72  1.610698967280E-03  1.010927E-30  1.002580E-30  1.007130E-30  1.019914E-30  1.018983E-30  1.028553E-30  1.037136E-30  1.045931E-30
     73  1.666314948699E-03  1.011304E-30  1.002670E-30  1.007377E-30  1.020600E-30  1.019640E-30  1.029543E-30  1.038420E-30  1.047538E-30
     74  1.722288445659E-03  1.011683E-30  1.002760E-30  1.007626E-30  1.021290E-30  1.020300E-30  1.030540E-30  1.039713E-30  1.049156E-30
     75  1.778618195039E-03  1.012065E-30  1.002851E-30  1.007877E-30  1.021985E-30  1.020965E-30  1.031543E-30  1.041014E-30  1.050786E-30
     76  1.835303663832E-03  1.012449E-30  1.002943E-30  1.008129E-30  1.022684E-30  1.021634E-30  1.032554E-30  1.042324E-30  1.052428E-30
     77  1.892344396716E-03  1.012836E-30  1.003035E-30  1.008383E-30  1.023387E-30  1.022307E-30  1.033571E-30  1.043642E-30  1.054081E-30
     78  1.949739812628E-03  1.013225E-30  1.003128E-30  1.008638E-30  1.024094E-30  1.022984E-30  1.034594E-30  1.044968E-30  1.055747E-30
     79  2.007489276907E-03  1.013616E-30  1.003222E-30  1.008895E-30  1.024806E-30  1.023666E-30  1.035624E-30  1.046303E-30  1.057424E-30
     80  2.065592139419E-03  1.014010E-30  1.003316E-30  1.009154E-30  1.025521E-30  1.024352E-30  1.036661E-30  1.047647E-30  1.059113E-30
     81  2.124047755162E-03  1.014406E-30  1.003411E-30  1.009415E-30  1.026241E-30  1.025042E-30  1.037705E-30  1.048998E-30  1.060813E-30
     82  2.182855495215E-03  1.014805E-30  1.003506E-30  1.009677E-30  1.026966E-30  1.025736E-30  1.038755E-30  1.050359E-30  1.062526E-30
     83  2.242014752368E-03  1.015206E-30  1.003602E-30  1.009940E-30  1.027694E-30  1.026435E-30  1.039812E-30  1.051727E-30  1.064250E-30
     84  2.301524943777E-03  1.015609E-30  1.003698E-30  1.010206E-30  1.028427E-30  1.027138E-30  1.040875E-30  1.053105E-30  1.065987E-30
     85  2.361385511936E-03  1.016014E-30  1.003796E-30  1.010473E-30  1.029164E-30  1.027845E-30  1.041946E-30  1.054490E-30  1.067735E-30
     86  2.421595924701E-03  1.016422E-30  1.003893E-30  1.010742E-30  1.029905E-30  1.028556E-30  1.043022E-30  1.055884E-30  1.069495E-30
     87  2.482155674804E-03  1.016833E-30  1.003992E-30  1.011012E-30  1.030650E-30  1.029271E-30  1.044106E-30  1.057287E-30  1.071267E-30
     88  2.543064279071E-03  1.017245E-30  1.004091E-30  1.011284E-30  1.031399E-30  1.029991E-30  1.045196E-30  1.058698E-30  1.073051E-30
     89  2.604321277494E-03  1.017660E-30  1.004191E-30  1.011557E-30  1.032153E-30  1.030715E-30  1.046293E-30  1.060118E-30  1.074847E-30
     90  2.665926232237E-03  1.018078E-30  1.004291E-30  1.011833E-30  1.032911E-30  1.031443E-30  1.047396E-30  1.061546E-30  1.076655E-30
     91  2.727878734382E-03  1.018497E-30  1.004392E-30  1.012110E-30  1.033672E-30  1.032175E-30  1.048506E-30  1.062982E-30  1.078475E-30
     92  2.790178404165E-03  1.018919E-30  1.004494E-30  1.012388E-30  1.034438E-30  1.032912E-30  1.049623E-30  1.064427E-30  1.080307E-30
     93  2.852824875480E-03  1.019344E-30  1.004596E-30  1.012668E-30  1.035209E-30  1.033652E-30  1.050747E-30  1.065881E-30  1.082151E-30
     94  2.915817796872E-03  1.019770E-30  1.004699E-30  1.012950E-30  1.035983E-30  1.034397E-30  1.051877E-30  1.067343E-30  1.084007E-30
     95  2.979156831833E-03  1.020199E-30  1.004802E-30  1.013234E-30  1.036761E-30  1.035146E-30  1.053014E-30  1.068813E-30  1.085876E-30
