 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pb230         pb231         pb232         pb233         pb234         pb235         pb236         pb237
     27  8.489118412102E-05  1.000578E-30  1.000252E-30  1.000332E-30  1.000874E-30  1.000796E-30  1.000458E-30  1.000690E-30  1.000690E-30
     28  9.570255892797E-05  1.000651E-30  1.000284E-30  1.000375E-30  1.000986E-30  1.000897E-30  1.000516E-30  1.000778E-30  1.000778E-30
     29  1.070853065563E-04  1.000729E-30  1.000318E-30  1.000419E-30  1.001103E-30  1.001004E-30  1.000578E-30  1.000871E-30  1.000871E-30
     30  1.190882425669E-04  1.000810E-30  1.000354E-30  1.000466E-30  1.001227E-30  1.001116E-30  1.000643E-30  1.000969E-30  1.000968E-30
     31  1.366291075688E-04  1.000930E-30  1.000406E-30  1.000535E-30  1.001408E-30  1.001281E-30  1.000738E-30  1.001112E-30  1.001112E-30
     32  1.695708820900E-04  1.001154E-30  1.000504E-30  1.000664E-30  1.001747E-30  1.001590E-30  1.000917E-30  1.001381E-30  1.001381E-30
     33  1.992873377730E-04  1.001356E-30  1.000592E-30  1.000781E-30  1.002054E-30  1.001870E-30  1.001078E-30  1.001624E-30  1.001624E-30
     34  2.264248739983E-04  1.001541E-30  1.000673E-30  1.000888E-30  1.002335E-30  1.002125E-30  1.001226E-30  1.001846E-30  1.001847E-30
     35  2.515933231106E-04  1.001713E-30  1.000748E-30  1.000987E-30  1.002595E-30  1.002361E-30  1.001363E-30  1.002053E-30  1.002053E-30
     36  2.753099894686E-04  1.001874E-30  1.000819E-30  1.001080E-30  1.002840E-30  1.002585E-30  1.001493E-30  1.002247E-30  1.002248E-30
     37  2.979926919870E-04  1.002029E-30  1.000886E-30  1.001170E-30  1.003074E-30  1.002798E-30  1.001617E-30  1.002434E-30  1.002435E-30
     38  3.199702121451E-04  1.002178E-30  1.000952E-30  1.001256E-30  1.003302E-30  1.003005E-30  1.001737E-30  1.002615E-30  1.002616E-30
     39  3.524429751724E-04  1.002400E-30  1.001049E-30  1.001385E-30  1.003638E-30  1.003311E-30  1.001915E-30  1.002882E-30  1.002884E-30
     40  3.836809895565E-04  1.002612E-30  1.001142E-30  1.001508E-30  1.003961E-30  1.003605E-30  1.002086E-30  1.003140E-30  1.003143E-30
     41  4.138876583201E-04  1.002818E-30  1.001233E-30  1.001628E-30  1.004274E-30  1.003890E-30  1.002252E-30  1.003389E-30  1.003393E-30
     42  4.432651277490E-04  1.003019E-30  1.001320E-30  1.001744E-30  1.004579E-30  1.004168E-30  1.002414E-30  1.003632E-30  1.003636E-30
     43  4.720041568584E-04  1.003215E-30  1.001406E-30  1.001858E-30  1.004877E-30  1.004439E-30  1.002572E-30  1.003870E-30  1.003875E-30
     44  5.002792532552E-04  1.003407E-30  1.001491E-30  1.001970E-30  1.005170E-30  1.004706E-30  1.002729E-30  1.004104E-30  1.004110E-30
     45  5.282472522620E-04  1.003598E-30  1.001575E-30  1.002081E-30  1.005461E-30  1.004970E-30  1.002883E-30  1.004336E-30  1.004343E-30
     46  5.560479783168E-04  1.003788E-30  1.001658E-30  1.002191E-30  1.005750E-30  1.005233E-30  1.003037E-30  1.004567E-30  1.004575E-30
     47  5.838060709037E-04  1.003977E-30  1.001741E-30  1.002302E-30  1.006038E-30  1.005496E-30  1.003191E-30  1.004798E-30  1.004807E-30
     48  6.116334118686E-04  1.004167E-30  1.001825E-30  1.002412E-30  1.006327E-30  1.005759E-30  1.003346E-30  1.005030E-30  1.005040E-30
     49  6.396318340541E-04  1.004358E-30  1.001909E-30  1.002524E-30  1.006619E-30  1.006024E-30  1.003501E-30  1.005264E-30  1.005275E-30
     50  6.678959636874E-04  1.004551E-30  1.001994E-30  1.002637E-30  1.006913E-30  1.006292E-30  1.003659E-30  1.005500E-30  1.005512E-30
     51  6.965161747902E-04  1.004747E-30  1.002080E-30  1.002751E-30  1.007211E-30  1.006564E-30  1.003818E-30  1.005739E-30  1.005752E-30
     52  7.255817382538E-04  1.004945E-30  1.002167E-30  1.002867E-30  1.007514E-30  1.006839E-30  1.003981E-30  1.005982E-30  1.005997E-30
     53  7.551843574001E-04  1.005147E-30  1.002256E-30  1.002985E-30  1.007822E-30  1.007120E-30  1.004146E-30  1.006230E-30  1.006246E-30
     54  7.854224313090E-04  1.005354E-30  1.002347E-30  1.003106E-30  1.008138E-30  1.007407E-30  1.004316E-30  1.006484E-30  1.006502E-30
     55  8.164066374138E-04  1.005565E-30  1.002440E-30  1.003230E-30  1.008461E-30  1.007702E-30  1.004490E-30  1.006745E-30  1.006764E-30
     56  8.482679080764E-04  1.005783E-30  1.002536E-30  1.003358E-30  1.008794E-30  1.008005E-30  1.004669E-30  1.007013E-30  1.007033E-30
     57  8.811699017317E-04  1.006008E-30  1.002635E-30  1.003490E-30  1.009137E-30  1.008318E-30  1.004854E-30  1.007290E-30  1.007312E-30
     58  9.153304977871E-04  1.006241E-30  1.002738E-30  1.003627E-30  1.009494E-30  1.008643E-30  1.005047E-30  1.007578E-30  1.007602E-30
     59  9.510634923056E-04  1.006486E-30  1.002846E-30  1.003771E-30  1.009868E-30  1.008983E-30  1.005249E-30  1.007880E-30  1.007907E-30
     60  9.888739022907E-04  1.006744E-30  1.002960E-30  1.003923E-30  1.010264E-30  1.009343E-30  1.005463E-30  1.008200E-30  1.008229E-30
     61  1.029744313280E-03  1.007024E-30  1.003084E-30  1.004088E-30  1.010692E-30  1.009733E-30  1.005695E-30  1.008547E-30  1.008578E-30
     62  1.076805333108E-03  1.007346E-30  1.003226E-30  1.004277E-30  1.011185E-30  1.010182E-30  1.005962E-30  1.008947E-30  1.008981E-30
     63  1.127478238084E-03  1.007693E-30  1.003380E-30  1.004482E-30  1.011717E-30  1.010666E-30  1.006251E-30  1.009378E-30  1.009416E-30
     64  1.179263354774E-03  1.008047E-30  1.003537E-30  1.004692E-30  1.012260E-30  1.011161E-30  1.006547E-30  1.009820E-30  1.009861E-30
     65  1.231720185468E-03  1.008406E-30  1.003696E-30  1.004904E-30  1.012811E-30  1.011663E-30  1.006848E-30  1.010268E-30  1.010313E-30
     66  1.284679788904E-03  1.008769E-30  1.003856E-30  1.005119E-30  1.013368E-30  1.012171E-30  1.007152E-30  1.010722E-30  1.010771E-30
     67  1.338068714676E-03  1.009135E-30  1.004019E-30  1.005337E-30  1.013931E-30  1.012683E-30  1.007459E-30  1.011181E-30  1.011234E-30
     68  1.391852718980E-03  1.009503E-30  1.004182E-30  1.005556E-30  1.014497E-30  1.013199E-30  1.007770E-30  1.011644E-30  1.011701E-30
     69  1.446014888479E-03  1.009874E-30  1.004347E-30  1.005777E-30  1.015069E-30  1.013719E-30  1.008084E-30  1.012111E-30  1.012173E-30
     70  1.500546342624E-03  1.010248E-30  1.004513E-30  1.005999E-30  1.015644E-30  1.014244E-30  1.008400E-30  1.012583E-30  1.012649E-30
     71  1.555442065896E-03  1.010625E-30  1.004681E-30  1.006224E-30  1.016224E-30  1.014772E-30  1.008720E-30  1.013059E-30  1.013130E-30
     72  1.610698967280E-03  1.011004E-30  1.004850E-30  1.006451E-30  1.016809E-30  1.015305E-30  1.009042E-30  1.013539E-30  1.013615E-30
     73  1.666314948699E-03  1.011386E-30  1.005020E-30  1.006679E-30  1.017398E-30  1.015841E-30  1.009368E-30  1.014023E-30  1.014104E-30
     74  1.722288445659E-03  1.011770E-30  1.005191E-30  1.006909E-30  1.017991E-30  1.016382E-30  1.009697E-30  1.014511E-30  1.014598E-30
     75  1.778618195039E-03  1.012157E-30  1.005364E-30  1.007141E-30  1.018588E-30  1.016926E-30  1.010028E-30  1.015004E-30  1.015096E-30
     76  1.835303663832E-03  1.012546E-30  1.005538E-30  1.007375E-30  1.019190E-30  1.017475E-30  1.010363E-30  1.015501E-30  1.015599E-30
     77  1.892344396716E-03  1.012938E-30  1.005713E-30  1.007611E-30  1.019796E-30  1.018027E-30  1.010700E-30  1.016003E-30  1.016106E-30
     78  1.949739812628E-03  1.013333E-30  1.005889E-30  1.007849E-30  1.020407E-30  1.018584E-30  1.011041E-30  1.016508E-30  1.016617E-30
     79  2.007489276907E-03  1.013730E-30  1.006067E-30  1.008089E-30  1.021022E-30  1.019144E-30  1.011385E-30  1.017018E-30  1.017133E-30
     80  2.065592139419E-03  1.014129E-30  1.006246E-30  1.008330E-30  1.021641E-30  1.019709E-30  1.011732E-30  1.017533E-30  1.017654E-30
     81  2.124047755162E-03  1.014532E-30  1.006426E-30  1.008574E-30  1.022265E-30  1.020278E-30  1.012082E-30  1.018052E-30  1.018178E-30
     82  2.182855495215E-03  1.014936E-30  1.006607E-30  1.008819E-30  1.022893E-30  1.020850E-30  1.012435E-30  1.018575E-30  1.018708E-30
     83  2.242014752368E-03  1.015344E-30  1.006790E-30  1.009066E-30  1.023526E-30  1.021427E-30  1.012791E-30  1.019102E-30  1.019242E-30
     84  2.301524943777E-03  1.015754E-30  1.006974E-30  1.009315E-30  1.024163E-30  1.022008E-30  1.013150E-30  1.019634E-30  1.019780E-30
     85  2.361385511936E-03  1.016166E-30  1.007160E-30  1.009566E-30  1.024804E-30  1.022592E-30  1.013513E-30  1.020170E-30  1.020323E-30
     86  2.421595924701E-03  1.016581E-30  1.007346E-30  1.009819E-30  1.025450E-30  1.023181E-30  1.013878E-30  1.020711E-30  1.020871E-30
     87  2.482155674804E-03  1.016999E-30  1.007534E-30  1.010074E-30  1.026100E-30  1.023774E-30  1.014247E-30  1.021257E-30  1.021423E-30
     88  2.543064279071E-03  1.017419E-30  1.007724E-30  1.010331E-30  1.026755E-30  1.024371E-30  1.014619E-30  1.021806E-30  1.021980E-30
     89  2.604321277494E-03  1.017841E-30  1.007914E-30  1.010590E-30  1.027414E-30  1.024972E-30  1.014994E-30  1.022361E-30  1.022542E-30
     90  2.665926232237E-03  1.018267E-30  1.008106E-30  1.010851E-30  1.028078E-30  1.025578E-30  1.015373E-30  1.022919E-30  1.023108E-30
     91  2.727878734382E-03  1.018694E-30  1.008299E-30  1.011113E-30  1.028746E-30  1.026187E-30  1.015754E-30  1.023483E-30  1.023678E-30
     92  2.790178404165E-03  1.019125E-30  1.008494E-30  1.011378E-30  1.029418E-30  1.026800E-30  1.016139E-30  1.024050E-30  1.024254E-30
     93  2.852824875480E-03  1.019557E-30  1.008689E-30  1.011645E-30  1.030095E-30  1.027418E-30  1.016528E-30  1.024623E-30  1.024834E-30
     94  2.915817796872E-03  1.019993E-30  1.008887E-30  1.011913E-30  1.030776E-30  1.028039E-30  1.016919E-30  1.025200E-30  1.025418E-30
