 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ge88          ge89          ge90          ge91          ge92          ge93          ge94          ge95 
     27  8.489118412102E-05  1.000000E-30  1.001036E-30  1.005348E-30  1.006089E-30  1.006899E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000000E-30  1.001169E-30  1.006028E-30  1.006863E-30  1.007776E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000000E-30  1.001309E-30  1.006744E-30  1.007678E-30  1.008699E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000000E-30  1.001456E-30  1.007499E-30  1.008538E-30  1.009672E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000209E-30  1.001672E-30  1.008601E-30  1.009794E-30  1.011093E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000046E-30  1.002079E-30  1.010670E-30  1.012150E-30  1.013760E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000003E-30  1.002447E-30  1.012534E-30  1.014274E-30  1.016163E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000000E-30  1.002784E-30  1.014235E-30  1.016213E-30  1.018355E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.000000E-30  1.003097E-30  1.015811E-30  1.018010E-30  1.020386E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.000000E-30  1.003393E-30  1.017296E-30  1.019702E-30  1.022299E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.000000E-30  1.003677E-30  1.018715E-30  1.021320E-30  1.024127E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.000575E-30  1.003952E-30  1.020088E-30  1.022887E-30  1.025896E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.000038E-30  1.004361E-30  1.022116E-30  1.025200E-30  1.028508E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.000020E-30  1.004754E-30  1.024066E-30  1.027423E-30  1.031018E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.000008E-30  1.005136E-30  1.025949E-30  1.029572E-30  1.033442E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.000000E-30  1.005509E-30  1.027779E-30  1.031660E-30  1.035797E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.000000E-30  1.005874E-30  1.029567E-30  1.033702E-30  1.038099E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.000000E-30  1.006234E-30  1.031325E-30  1.035709E-30  1.040361E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.000000E-30  1.006592E-30  1.033063E-30  1.037693E-30  1.042597E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.000000E-30  1.006948E-30  1.034789E-30  1.039664E-30  1.044817E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.000000E-30  1.007305E-30  1.036511E-30  1.041630E-30  1.047031E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.000000E-30  1.007663E-30  1.038235E-30  1.043601E-30  1.049249E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.000000E-30  1.008025E-30  1.039969E-30  1.045582E-30  1.051478E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.000000E-30  1.008390E-30  1.041718E-30  1.047580E-30  1.053726E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.000000E-30  1.008762E-30  1.043488E-30  1.049603E-30  1.056001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.000000E-30  1.009140E-30  1.045283E-30  1.051655E-30  1.058308E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.000002E-30  1.009526E-30  1.047110E-30  1.053744E-30  1.060655E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.000009E-30  1.009922E-30  1.048975E-30  1.055876E-30  1.063051E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.000017E-30  1.010328E-30  1.050883E-30  1.058060E-30  1.065503E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.000029E-30  1.010747E-30  1.052845E-30  1.060303E-30  1.068021E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.000045E-30  1.011181E-30  1.054868E-30  1.062618E-30  1.070619E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.000068E-30  1.011633E-30  1.056966E-30  1.065020E-30  1.073313E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.000102E-30  1.012107E-30  1.059159E-30  1.067531E-30  1.076127E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.000155E-30  1.012610E-30  1.061477E-30  1.070185E-30  1.079102E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.000251E-30  1.013156E-30  1.063980E-30  1.073051E-30  1.082312E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.000493E-30  1.013786E-30  1.066858E-30  1.076348E-30  1.086004E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.000649E-30  1.014468E-30  1.069952E-30  1.079894E-30  1.089971E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.000697E-30  1.015168E-30  1.073109E-30  1.083513E-30  1.094019E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.000726E-30  1.015880E-30  1.076303E-30  1.087175E-30  1.098111E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.000748E-30  1.016601E-30  1.079522E-30  1.090867E-30  1.102235E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.000766E-30  1.017332E-30  1.082762E-30  1.094585E-30  1.106385E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.000783E-30  1.018071E-30  1.086021E-30  1.098326E-30  1.110558E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.000799E-30  1.018819E-30  1.089298E-30  1.102088E-30  1.114752E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.000814E-30  1.019575E-30  1.092592E-30  1.105871E-30  1.118966E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.000829E-30  1.020339E-30  1.095902E-30  1.109675E-30  1.123201E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.000844E-30  1.021111E-30  1.099229E-30  1.113498E-30  1.127455E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.000859E-30  1.021891E-30  1.102572E-30  1.117342E-30  1.131729E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.000873E-30  1.022680E-30  1.105931E-30  1.121205E-30  1.136021E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.000887E-30  1.023477E-30  1.109306E-30  1.125088E-30  1.140333E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.000901E-30  1.024283E-30  1.112696E-30  1.128990E-30  1.144663E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.000914E-30  1.025097E-30  1.116102E-30  1.132911E-30  1.149011E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.000928E-30  1.025919E-30  1.119524E-30  1.136852E-30  1.153378E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.000941E-30  1.026750E-30  1.122960E-30  1.140812E-30  1.157763E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.000954E-30  1.027589E-30  1.126412E-30  1.144790E-30  1.162166E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.000966E-30  1.028437E-30  1.129879E-30  1.148787E-30  1.166586E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.000979E-30  1.029293E-30  1.133361E-30  1.152803E-30  1.171024E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.000991E-30  1.030158E-30  1.136857E-30  1.156837E-30  1.175479E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.001003E-30  1.031031E-30  1.140368E-30  1.160890E-30  1.179952E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.001014E-30  1.031913E-30  1.143894E-30  1.164960E-30  1.184441E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.001025E-30  1.032804E-30  1.147434E-30  1.169049E-30  1.188947E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.001036E-30  1.033703E-30  1.150988E-30  1.173156E-30  1.193469E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.001047E-30  1.034611E-30  1.154556E-30  1.177280E-30  1.198008E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.001057E-30  1.035528E-30  1.158138E-30  1.181423E-30  1.202563E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.001067E-30  1.036453E-30  1.161734E-30  1.185583E-30  1.207134E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.001077E-30  1.037388E-30  1.165344E-30  1.189760E-30  1.211721E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.001086E-30  1.038331E-30  1.168967E-30  1.193955E-30  1.216324E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.001095E-30  1.039283E-30  1.172604E-30  1.198166E-30  1.220942E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.001104E-30  1.040244E-30  1.176254E-30  1.202395E-30  1.225575E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.001112E-30  1.041214E-30  1.179917E-30  1.206641E-30  1.230224E-30  1.000000E-30  1.000000E-30  1.000000E-30
