 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                au224         au225         au226         au227         au228         au229         au230         au231
     27  8.489118412102E-05  1.000463E-30  1.000374E-30  1.000729E-30  1.001091E-30  1.000618E-30  1.000653E-30  1.001451E-30  1.002179E-30
     28  9.570255892797E-05  1.000522E-30  1.000421E-30  1.000822E-30  1.001230E-30  1.000696E-30  1.000737E-30  1.001636E-30  1.002456E-30
     29  1.070853065563E-04  1.000584E-30  1.000472E-30  1.000920E-30  1.001377E-30  1.000779E-30  1.000825E-30  1.001831E-30  1.002748E-30
     30  1.190882425669E-04  1.000650E-30  1.000525E-30  1.001024E-30  1.001531E-30  1.000867E-30  1.000918E-30  1.002036E-30  1.003055E-30
     31  1.366291075688E-04  1.000745E-30  1.000602E-30  1.001175E-30  1.001757E-30  1.000995E-30  1.001054E-30  1.002337E-30  1.003504E-30
     32  1.695708820900E-04  1.000925E-30  1.000748E-30  1.001459E-30  1.002181E-30  1.001235E-30  1.001310E-30  1.002903E-30  1.004347E-30
     33  1.992873377730E-04  1.001087E-30  1.000880E-30  1.001715E-30  1.002563E-30  1.001452E-30  1.001542E-30  1.003414E-30  1.005107E-30
     34  2.264248739983E-04  1.001236E-30  1.001000E-30  1.001950E-30  1.002913E-30  1.001651E-30  1.001753E-30  1.003881E-30  1.005799E-30
     35  2.515933231106E-04  1.001373E-30  1.001112E-30  1.002167E-30  1.003237E-30  1.001835E-30  1.001950E-30  1.004314E-30  1.006442E-30
     36  2.753099894686E-04  1.001503E-30  1.001218E-30  1.002372E-30  1.003542E-30  1.002009E-30  1.002136E-30  1.004723E-30  1.007046E-30
     37  2.979926919870E-04  1.001627E-30  1.001319E-30  1.002569E-30  1.003835E-30  1.002175E-30  1.002315E-30  1.005115E-30  1.007624E-30
     38  3.199702121451E-04  1.001747E-30  1.001417E-30  1.002759E-30  1.004118E-30  1.002336E-30  1.002488E-30  1.005495E-30  1.008184E-30
     39  3.524429751724E-04  1.001924E-30  1.001562E-30  1.003041E-30  1.004536E-30  1.002575E-30  1.002744E-30  1.006056E-30  1.009010E-30
     40  3.836809895565E-04  1.002095E-30  1.001702E-30  1.003312E-30  1.004939E-30  1.002804E-30  1.002991E-30  1.006598E-30  1.009804E-30
     41  4.138876583201E-04  1.002261E-30  1.001838E-30  1.003575E-30  1.005329E-30  1.003027E-30  1.003231E-30  1.007121E-30  1.010571E-30
     42  4.432651277490E-04  1.002421E-30  1.001970E-30  1.003830E-30  1.005708E-30  1.003243E-30  1.003464E-30  1.007632E-30  1.011316E-30
     43  4.720041568584E-04  1.002579E-30  1.002099E-30  1.004081E-30  1.006079E-30  1.003455E-30  1.003693E-30  1.008131E-30  1.012045E-30
     44  5.002792532552E-04  1.002734E-30  1.002226E-30  1.004327E-30  1.006444E-30  1.003663E-30  1.003919E-30  1.008623E-30  1.012761E-30
     45  5.282472522620E-04  1.002887E-30  1.002353E-30  1.004571E-30  1.006805E-30  1.003870E-30  1.004143E-30  1.009111E-30  1.013469E-30
     46  5.560479783168E-04  1.003039E-30  1.002478E-30  1.004814E-30  1.007164E-30  1.004075E-30  1.004366E-30  1.009596E-30  1.014172E-30
     47  5.838060709037E-04  1.003191E-30  1.002604E-30  1.005057E-30  1.007522E-30  1.004280E-30  1.004589E-30  1.010080E-30  1.014873E-30
     48  6.116334118686E-04  1.003344E-30  1.002730E-30  1.005300E-30  1.007882E-30  1.004486E-30  1.004814E-30  1.010567E-30  1.015575E-30
     49  6.396318340541E-04  1.003497E-30  1.002857E-30  1.005546E-30  1.008244E-30  1.004693E-30  1.005040E-30  1.011057E-30  1.016281E-30
     50  6.678959636874E-04  1.003652E-30  1.002986E-30  1.005793E-30  1.008609E-30  1.004903E-30  1.005269E-30  1.011552E-30  1.016994E-30
     51  6.965161747902E-04  1.003809E-30  1.003116E-30  1.006044E-30  1.008979E-30  1.005115E-30  1.005501E-30  1.012054E-30  1.017714E-30
     52  7.255817382538E-04  1.003969E-30  1.003249E-30  1.006300E-30  1.009355E-30  1.005331E-30  1.005737E-30  1.012564E-30  1.018445E-30
     53  7.551843574001E-04  1.004131E-30  1.003384E-30  1.006560E-30  1.009738E-30  1.005551E-30  1.005978E-30  1.013085E-30  1.019189E-30
     54  7.854224313090E-04  1.004297E-30  1.003522E-30  1.006826E-30  1.010129E-30  1.005776E-30  1.006225E-30  1.013617E-30  1.019949E-30
     55  8.164066374138E-04  1.004468E-30  1.003664E-30  1.007099E-30  1.010530E-30  1.006006E-30  1.006479E-30  1.014163E-30  1.020726E-30
     56  8.482679080764E-04  1.004643E-30  1.003810E-30  1.007380E-30  1.010943E-30  1.006244E-30  1.006741E-30  1.014725E-30  1.021524E-30
     57  8.811699017317E-04  1.004823E-30  1.003962E-30  1.007671E-30  1.011369E-30  1.006489E-30  1.007011E-30  1.015306E-30  1.022348E-30
     58  9.153304977871E-04  1.005011E-30  1.004119E-30  1.007973E-30  1.011812E-30  1.006744E-30  1.007293E-30  1.015911E-30  1.023203E-30
     59  9.510634923056E-04  1.005208E-30  1.004284E-30  1.008289E-30  1.012275E-30  1.007011E-30  1.007589E-30  1.016543E-30  1.024095E-30
     60  9.888739022907E-04  1.005416E-30  1.004459E-30  1.008624E-30  1.012765E-30  1.007294E-30  1.007902E-30  1.017214E-30  1.025039E-30
     61  1.029744313280E-03  1.005641E-30  1.004648E-30  1.008986E-30  1.013295E-30  1.007600E-30  1.008242E-30  1.017940E-30  1.026058E-30
     62  1.076805333108E-03  1.005900E-30  1.004867E-30  1.009404E-30  1.013905E-30  1.007953E-30  1.008635E-30  1.018777E-30  1.027230E-30
     63  1.127478238084E-03  1.006179E-30  1.005103E-30  1.009855E-30  1.014563E-30  1.008333E-30  1.009059E-30  1.019680E-30  1.028489E-30
     64  1.179263354774E-03  1.006465E-30  1.005344E-30  1.010317E-30  1.015235E-30  1.008722E-30  1.009495E-30  1.020605E-30  1.029775E-30
     65  1.231720185468E-03  1.006754E-30  1.005590E-30  1.010785E-30  1.015916E-30  1.009117E-30  1.009937E-30  1.021543E-30  1.031075E-30
     66  1.284679788904E-03  1.007046E-30  1.005838E-30  1.011259E-30  1.016604E-30  1.009516E-30  1.010386E-30  1.022492E-30  1.032385E-30
     67  1.338068714676E-03  1.007341E-30  1.006090E-30  1.011738E-30  1.017298E-30  1.009919E-30  1.010840E-30  1.023451E-30  1.033704E-30
     68  1.391852718980E-03  1.007638E-30  1.006343E-30  1.012220E-30  1.017998E-30  1.010326E-30  1.011299E-30  1.024419E-30  1.035030E-30
     69  1.446014888479E-03  1.007937E-30  1.006600E-30  1.012707E-30  1.018702E-30  1.010736E-30  1.011763E-30  1.025395E-30  1.036364E-30
     70  1.500546342624E-03  1.008239E-30  1.006859E-30  1.013199E-30  1.019412E-30  1.011150E-30  1.012232E-30  1.026380E-30  1.037704E-30
     71  1.555442065896E-03  1.008543E-30  1.007120E-30  1.013694E-30  1.020127E-30  1.011567E-30  1.012706E-30  1.027373E-30  1.039052E-30
     72  1.610698967280E-03  1.008849E-30  1.007384E-30  1.014194E-30  1.020847E-30  1.011987E-30  1.013184E-30  1.028375E-30  1.040405E-30
     73  1.666314948699E-03  1.009157E-30  1.007650E-30  1.014698E-30  1.021572E-30  1.012410E-30  1.013668E-30  1.029385E-30  1.041766E-30
     74  1.722288445659E-03  1.009467E-30  1.007919E-30  1.015206E-30  1.022301E-30  1.012837E-30  1.014157E-30  1.030403E-30  1.043132E-30
     75  1.778618195039E-03  1.009780E-30  1.008190E-30  1.015718E-30  1.023036E-30  1.013267E-30  1.014650E-30  1.031430E-30  1.044506E-30
     76  1.835303663832E-03  1.010094E-30  1.008464E-30  1.016234E-30  1.023776E-30  1.013701E-30  1.015149E-30  1.032466E-30  1.045885E-30
     77  1.892344396716E-03  1.010411E-30  1.008740E-30  1.016755E-30  1.024521E-30  1.014138E-30  1.015653E-30  1.033510E-30  1.047271E-30
     78  1.949739812628E-03  1.010730E-30  1.009019E-30  1.017280E-30  1.025270E-30  1.014578E-30  1.016161E-30  1.034562E-30  1.048663E-30
     79  2.007489276907E-03  1.011051E-30  1.009300E-30  1.017809E-30  1.026025E-30  1.015022E-30  1.016675E-30  1.035623E-30  1.050061E-30
     80  2.065592139419E-03  1.011375E-30  1.009584E-30  1.018342E-30  1.026784E-30  1.015469E-30  1.017194E-30  1.036692E-30  1.051465E-30
     81  2.124047755162E-03  1.011700E-30  1.009871E-30  1.018880E-30  1.027549E-30  1.015919E-30  1.017718E-30  1.037770E-30  1.052875E-30
     82  2.182855495215E-03  1.012028E-30  1.010160E-30  1.019421E-30  1.028318E-30  1.016373E-30  1.018247E-30  1.038856E-30  1.054291E-30
     83  2.242014752368E-03  1.012358E-30  1.010452E-30  1.019968E-30  1.029092E-30  1.016830E-30  1.018781E-30  1.039951E-30  1.055714E-30
     84  2.301524943777E-03  1.012690E-30  1.010746E-30  1.020518E-30  1.029871E-30  1.017290E-30  1.019320E-30  1.041054E-30  1.057142E-30
     85  2.361385511936E-03  1.013024E-30  1.011043E-30  1.021073E-30  1.030656E-30  1.017754E-30  1.019865E-30  1.042166E-30  1.058575E-30
     86  2.421595924701E-03  1.013360E-30  1.011342E-30  1.021632E-30  1.031445E-30  1.018221E-30  1.020414E-30  1.043286E-30  1.060015E-30
     87  2.482155674804E-03  1.013699E-30  1.011645E-30  1.022196E-30  1.032238E-30  1.018692E-30  1.020969E-30  1.044415E-30  1.061460E-30
     88  2.543064279071E-03  1.014040E-30  1.011950E-30  1.022763E-30  1.033037E-30  1.019166E-30  1.021529E-30  1.045553E-30  1.062911E-30
     89  2.604321277494E-03  1.014383E-30  1.012257E-30  1.023336E-30  1.033841E-30  1.019643E-30  1.022095E-30  1.046699E-30  1.064368E-30
     90  2.665926232237E-03  1.014728E-30  1.012568E-30  1.023912E-30  1.034650E-30  1.020124E-30  1.022665E-30  1.047854E-30  1.065830E-30
     91  2.727878734382E-03  1.015075E-30  1.012881E-30  1.024494E-30  1.035463E-30  1.020608E-30  1.023241E-30  1.049017E-30  1.067297E-30
     92  2.790178404165E-03  1.015425E-30  1.013197E-30  1.025079E-30  1.036282E-30  1.021096E-30  1.023822E-30  1.050189E-30  1.068771E-30
     93  2.852824875480E-03  1.015777E-30  1.013515E-30  1.025669E-30  1.037105E-30  1.021587E-30  1.024409E-30  1.051370E-30  1.070249E-30
     94  2.915817796872E-03  1.016131E-30  1.013837E-30  1.026264E-30  1.037933E-30  1.022081E-30  1.025001E-30  1.052559E-30  1.071733E-30
