 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                gd181         gd182         gd183         gd184         gd185         gd186         gd187         gd188
     27  8.489118412102E-05  1.001803E-30  1.003294E-30  1.000528E-30  1.001131E-30  1.001287E-30  1.001850E-30  1.002067E-30  1.000861E-30
     28  9.570255892797E-05  1.002033E-30  1.003714E-30  1.000596E-30  1.001276E-30  1.001451E-30  1.002086E-30  1.002330E-30  1.000972E-30
     29  1.070853065563E-04  1.002275E-30  1.004155E-30  1.000667E-30  1.001428E-30  1.001624E-30  1.002334E-30  1.002608E-30  1.001089E-30
     30  1.190882425669E-04  1.002530E-30  1.004620E-30  1.000743E-30  1.001589E-30  1.001806E-30  1.002595E-30  1.002900E-30  1.001213E-30
     31  1.366291075688E-04  1.002903E-30  1.005299E-30  1.000853E-30  1.001824E-30  1.002073E-30  1.002978E-30  1.003328E-30  1.001395E-30
     32  1.695708820900E-04  1.003605E-30  1.006574E-30  1.001060E-30  1.002267E-30  1.002575E-30  1.003696E-30  1.004131E-30  1.001738E-30
     33  1.992873377730E-04  1.004238E-30  1.007724E-30  1.001248E-30  1.002667E-30  1.003029E-30  1.004344E-30  1.004856E-30  1.002051E-30
     34  2.264248739983E-04  1.004817E-30  1.008773E-30  1.001420E-30  1.003033E-30  1.003443E-30  1.004935E-30  1.005519E-30  1.002338E-30
     35  2.515933231106E-04  1.005354E-30  1.009746E-30  1.001579E-30  1.003374E-30  1.003828E-30  1.005484E-30  1.006133E-30  1.002607E-30
     36  2.753099894686E-04  1.005861E-30  1.010662E-30  1.001730E-30  1.003695E-30  1.004191E-30  1.006001E-30  1.006712E-30  1.002861E-30
     37  2.979926919870E-04  1.006346E-30  1.011537E-30  1.001875E-30  1.004003E-30  1.004539E-30  1.006495E-30  1.007266E-30  1.003106E-30
     38  3.199702121451E-04  1.006815E-30  1.012385E-30  1.002016E-30  1.004301E-30  1.004876E-30  1.006974E-30  1.007803E-30  1.003344E-30
     39  3.524429751724E-04  1.007510E-30  1.013637E-30  1.002224E-30  1.004743E-30  1.005375E-30  1.007682E-30  1.008597E-30  1.003699E-30
     40  3.836809895565E-04  1.008179E-30  1.014841E-30  1.002425E-30  1.005170E-30  1.005856E-30  1.008364E-30  1.009361E-30  1.004043E-30
     41  4.138876583201E-04  1.008826E-30  1.016004E-30  1.002620E-30  1.005583E-30  1.006321E-30  1.009022E-30  1.010100E-30  1.004377E-30
     42  4.432651277490E-04  1.009456E-30  1.017134E-30  1.002810E-30  1.005985E-30  1.006775E-30  1.009663E-30  1.010819E-30  1.004705E-30
     43  4.720041568584E-04  1.010073E-30  1.018240E-30  1.002997E-30  1.006380E-30  1.007219E-30  1.010289E-30  1.011523E-30  1.005028E-30
     44  5.002792532552E-04  1.010680E-30  1.019326E-30  1.003181E-30  1.006769E-30  1.007656E-30  1.010906E-30  1.012215E-30  1.005348E-30
     45  5.282472522620E-04  1.011281E-30  1.020400E-30  1.003363E-30  1.007154E-30  1.008089E-30  1.011516E-30  1.012900E-30  1.005666E-30
     46  5.560479783168E-04  1.011879E-30  1.021467E-30  1.003545E-30  1.007538E-30  1.008521E-30  1.012122E-30  1.013582E-30  1.005984E-30
     47  5.838060709037E-04  1.012476E-30  1.022532E-30  1.003728E-30  1.007923E-30  1.008952E-30  1.012727E-30  1.014262E-30  1.006304E-30
     48  6.116334118686E-04  1.013075E-30  1.023599E-30  1.003911E-30  1.008308E-30  1.009385E-30  1.013334E-30  1.014945E-30  1.006627E-30
     49  6.396318340541E-04  1.013678E-30  1.024672E-30  1.004096E-30  1.008697E-30  1.009820E-30  1.013945E-30  1.015632E-30  1.006953E-30
     50  6.678959636874E-04  1.014287E-30  1.025754E-30  1.004283E-30  1.009091E-30  1.010261E-30  1.014561E-30  1.016325E-30  1.007285E-30
     51  6.965161747902E-04  1.014905E-30  1.026849E-30  1.004473E-30  1.009490E-30  1.010708E-30  1.015185E-30  1.017028E-30  1.007623E-30
     52  7.255817382538E-04  1.015532E-30  1.027961E-30  1.004667E-30  1.009896E-30  1.011162E-30  1.015819E-30  1.017742E-30  1.007969E-30
     53  7.551843574001E-04  1.016172E-30  1.029092E-30  1.004864E-30  1.010310E-30  1.011625E-30  1.016465E-30  1.018469E-30  1.008323E-30
     54  7.854224313090E-04  1.016825E-30  1.030247E-30  1.005067E-30  1.010735E-30  1.012099E-30  1.017124E-30  1.019212E-30  1.008686E-30
     55  8.164066374138E-04  1.017496E-30  1.031429E-30  1.005275E-30  1.011170E-30  1.012585E-30  1.017800E-30  1.019974E-30  1.009062E-30
     56  8.482679080764E-04  1.018185E-30  1.032644E-30  1.005490E-30  1.011619E-30  1.013086E-30  1.018495E-30  1.020757E-30  1.009450E-30
     57  8.811699017317E-04  1.018898E-30  1.033898E-30  1.005713E-30  1.012084E-30  1.013604E-30  1.019213E-30  1.021567E-30  1.009854E-30
     58  9.153304977871E-04  1.019639E-30  1.035199E-30  1.005944E-30  1.012567E-30  1.014142E-30  1.019958E-30  1.022407E-30  1.010276E-30
     59  9.510634923056E-04  1.020414E-30  1.036559E-30  1.006188E-30  1.013074E-30  1.014706E-30  1.020737E-30  1.023287E-30  1.010720E-30
     60  9.888739022907E-04  1.021235E-30  1.037997E-30  1.006446E-30  1.013611E-30  1.015304E-30  1.021561E-30  1.024218E-30  1.011194E-30
     61  1.029744313280E-03  1.022124E-30  1.039550E-30  1.006727E-30  1.014194E-30  1.015951E-30  1.022453E-30  1.025225E-30  1.011710E-30
     62  1.076805333108E-03  1.023147E-30  1.041336E-30  1.007051E-30  1.014866E-30  1.016698E-30  1.023479E-30  1.026385E-30  1.012309E-30
     63  1.127478238084E-03  1.024251E-30  1.043257E-30  1.007402E-30  1.015593E-30  1.017503E-30  1.024584E-30  1.027635E-30  1.012961E-30
     64  1.179263354774E-03  1.025380E-30  1.045218E-30  1.007763E-30  1.016338E-30  1.018329E-30  1.025714E-30  1.028913E-30  1.013633E-30
     65  1.231720185468E-03  1.026525E-30  1.047202E-30  1.008130E-30  1.017095E-30  1.019166E-30  1.026857E-30  1.030208E-30  1.014321E-30
     66  1.284679788904E-03  1.027683E-30  1.049203E-30  1.008503E-30  1.017862E-30  1.020014E-30  1.028012E-30  1.031516E-30  1.015022E-30
     67  1.338068714676E-03  1.028851E-30  1.051218E-30  1.008880E-30  1.018638E-30  1.020871E-30  1.029176E-30  1.032836E-30  1.015735E-30
     68  1.391852718980E-03  1.030029E-30  1.053246E-30  1.009263E-30  1.019423E-30  1.021735E-30  1.030349E-30  1.034165E-30  1.016461E-30
     69  1.446014888479E-03  1.031217E-30  1.055285E-30  1.009650E-30  1.020215E-30  1.022608E-30  1.031530E-30  1.035505E-30  1.017198E-30
     70  1.500546342624E-03  1.032414E-30  1.057336E-30  1.010042E-30  1.021016E-30  1.023489E-30  1.032719E-30  1.036855E-30  1.017948E-30
     71  1.555442065896E-03  1.033621E-30  1.059397E-30  1.010439E-30  1.021824E-30  1.024378E-30  1.033916E-30  1.038215E-30  1.018710E-30
     72  1.610698967280E-03  1.034837E-30  1.061470E-30  1.010840E-30  1.022641E-30  1.025275E-30  1.035120E-30  1.039584E-30  1.019484E-30
     73  1.666314948699E-03  1.036063E-30  1.063554E-30  1.011247E-30  1.023466E-30  1.026179E-30  1.036332E-30  1.040962E-30  1.020270E-30
     74  1.722288445659E-03  1.037297E-30  1.065649E-30  1.011658E-30  1.024299E-30  1.027092E-30  1.037552E-30  1.042350E-30  1.021068E-30
     75  1.778618195039E-03  1.038541E-30  1.067754E-30  1.012074E-30  1.025140E-30  1.028012E-30  1.038780E-30  1.043748E-30  1.021879E-30
     76  1.835303663832E-03  1.039794E-30  1.069871E-30  1.012495E-30  1.025990E-30  1.028940E-30  1.040015E-30  1.045155E-30  1.022703E-30
     77  1.892344396716E-03  1.041057E-30  1.071997E-30  1.012922E-30  1.026847E-30  1.029877E-30  1.041258E-30  1.046571E-30  1.023538E-30
     78  1.949739812628E-03  1.042329E-30  1.074135E-30  1.013353E-30  1.027713E-30  1.030821E-30  1.042508E-30  1.047997E-30  1.024387E-30
     79  2.007489276907E-03  1.043610E-30  1.076282E-30  1.013789E-30  1.028587E-30  1.031773E-30  1.043766E-30  1.049433E-30  1.025248E-30
     80  2.065592139419E-03  1.044900E-30  1.078440E-30  1.014231E-30  1.029469E-30  1.032734E-30  1.045031E-30  1.050878E-30  1.026123E-30
     81  2.124047755162E-03  1.046200E-30  1.080609E-30  1.014677E-30  1.030360E-30  1.033702E-30  1.046304E-30  1.052332E-30  1.027010E-30
     82  2.182855495215E-03  1.047509E-30  1.082787E-30  1.015129E-30  1.031259E-30  1.034679E-30  1.047585E-30  1.053795E-30  1.027910E-30
     83  2.242014752368E-03  1.048828E-30  1.084976E-30  1.015587E-30  1.032167E-30  1.035664E-30  1.048873E-30  1.055268E-30  1.028823E-30
     84  2.301524943777E-03  1.050155E-30  1.087175E-30  1.016049E-30  1.033083E-30  1.036656E-30  1.050168E-30  1.056751E-30  1.029749E-30
     85  2.361385511936E-03  1.051493E-30  1.089384E-30  1.016517E-30  1.034008E-30  1.037657E-30  1.051471E-30  1.058242E-30  1.030689E-30
     86  2.421595924701E-03  1.052839E-30  1.091603E-30  1.016991E-30  1.034941E-30  1.038667E-30  1.052781E-30  1.059743E-30  1.031642E-30
     87  2.482155674804E-03  1.054195E-30  1.093832E-30  1.017470E-30  1.035882E-30  1.039684E-30  1.054098E-30  1.061253E-30  1.032609E-30
     88  2.543064279071E-03  1.055560E-30  1.096071E-30  1.017954E-30  1.036833E-30  1.040710E-30  1.055423E-30  1.062773E-30  1.033589E-30
     89  2.604321277494E-03  1.056934E-30  1.098319E-30  1.018444E-30  1.037792E-30  1.041744E-30  1.056755E-30  1.064301E-30  1.034582E-30
     90  2.665926232237E-03  1.058318E-30  1.100578E-30  1.018940E-30  1.038759E-30  1.042786E-30  1.058095E-30  1.065839E-30  1.035590E-30
     91  2.727878734382E-03  1.059711E-30  1.102846E-30  1.019442E-30  1.039736E-30  1.043836E-30  1.059442E-30  1.067386E-30  1.036611E-30
     92  2.790178404165E-03  1.061113E-30  1.105123E-30  1.019949E-30  1.040721E-30  1.044895E-30  1.060796E-30  1.068943E-30  1.037646E-30
     93  2.852824875480E-03  1.062525E-30  1.107410E-30  1.020463E-30  1.041715E-30  1.045963E-30  1.062157E-30  1.070508E-30  1.038695E-30
     94  2.915817796872E-03  1.063946E-30  1.109707E-30  1.020982E-30  1.042718E-30  1.047038E-30  1.063525E-30  1.072083E-30  1.039757E-30
     95  2.979156831833E-03  1.065377E-30  1.112013E-30  1.021507E-30  1.043729E-30  1.048123E-30  1.064901E-30  1.073666E-30  1.040835E-30
