 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                tl235         tl236         tl237         tl238         tl239         tl240         tl241         tl242
     27  8.489118412102E-05  1.001468E-30  1.001700E-30  1.001812E-30  1.002028E-30  1.001808E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.001655E-30  1.001917E-30  1.002043E-30  1.002286E-30  1.002038E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.001852E-30  1.002145E-30  1.002285E-30  1.002557E-30  1.002279E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.002060E-30  1.002385E-30  1.002541E-30  1.002843E-30  1.002534E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.002364E-30  1.002737E-30  1.002914E-30  1.003261E-30  1.002907E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.002934E-30  1.003398E-30  1.003615E-30  1.004045E-30  1.003605E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.003449E-30  1.003994E-30  1.004247E-30  1.004752E-30  1.004234E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.003920E-30  1.004539E-30  1.004824E-30  1.005396E-30  1.004809E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.004357E-30  1.005045E-30  1.005358E-30  1.005994E-30  1.005340E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.004768E-30  1.005521E-30  1.005861E-30  1.006556E-30  1.005841E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.005162E-30  1.005977E-30  1.006342E-30  1.007094E-30  1.006320E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.005544E-30  1.006419E-30  1.006807E-30  1.007614E-30  1.006783E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.006108E-30  1.007073E-30  1.007495E-30  1.008382E-30  1.007467E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.006651E-30  1.007701E-30  1.008155E-30  1.009120E-30  1.008124E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.007177E-30  1.008310E-30  1.008794E-30  1.009834E-30  1.008758E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.007688E-30  1.008902E-30  1.009414E-30  1.010526E-30  1.009374E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.008188E-30  1.009481E-30  1.010020E-30  1.011204E-30  1.009977E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.008681E-30  1.010051E-30  1.010616E-30  1.011869E-30  1.010569E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.009168E-30  1.010615E-30  1.011205E-30  1.012527E-30  1.011154E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.009653E-30  1.011176E-30  1.011790E-30  1.013180E-30  1.011734E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.010137E-30  1.011737E-30  1.012374E-30  1.013832E-30  1.012313E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.010623E-30  1.012299E-30  1.012959E-30  1.014484E-30  1.012894E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.011112E-30  1.012864E-30  1.013546E-30  1.015141E-30  1.013477E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.011606E-30  1.013436E-30  1.014139E-30  1.015802E-30  1.014064E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.012106E-30  1.014014E-30  1.014739E-30  1.016472E-30  1.014659E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.012614E-30  1.014602E-30  1.015348E-30  1.017151E-30  1.015262E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.013132E-30  1.015202E-30  1.015967E-30  1.017842E-30  1.015876E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.013661E-30  1.015814E-30  1.016600E-30  1.018547E-30  1.016502E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.014203E-30  1.016442E-30  1.017247E-30  1.019269E-30  1.017143E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.014761E-30  1.017087E-30  1.017912E-30  1.020010E-30  1.017801E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.015338E-30  1.017754E-30  1.018598E-30  1.020775E-30  1.018480E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.015937E-30  1.018447E-30  1.019310E-30  1.021568E-30  1.019184E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.016564E-30  1.019173E-30  1.020053E-30  1.022397E-30  1.019919E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.017228E-30  1.019940E-30  1.020839E-30  1.023273E-30  1.020696E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.017945E-30  1.020771E-30  1.021688E-30  1.024219E-30  1.021535E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.018773E-30  1.021727E-30  1.022664E-30  1.025306E-30  1.022499E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.019664E-30  1.022758E-30  1.023713E-30  1.026475E-30  1.023535E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.020575E-30  1.023812E-30  1.024784E-30  1.027667E-30  1.024591E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.021499E-30  1.024881E-30  1.025868E-30  1.028873E-30  1.025660E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.022433E-30  1.025960E-30  1.026960E-30  1.030089E-30  1.026736E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.023375E-30  1.027050E-30  1.028059E-30  1.031312E-30  1.027819E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.024325E-30  1.028147E-30  1.029164E-30  1.032541E-30  1.028907E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.025282E-30  1.029254E-30  1.030276E-30  1.033778E-30  1.030001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.026246E-30  1.030369E-30  1.031393E-30  1.035020E-30  1.031100E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.027218E-30  1.031492E-30  1.032517E-30  1.036269E-30  1.032204E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.028197E-30  1.032623E-30  1.033645E-30  1.037523E-30  1.033313E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.029182E-30  1.033762E-30  1.034780E-30  1.038784E-30  1.034427E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.030175E-30  1.034909E-30  1.035920E-30  1.040050E-30  1.035546E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.031175E-30  1.036065E-30  1.037065E-30  1.041321E-30  1.036669E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.032182E-30  1.037229E-30  1.038215E-30  1.042599E-30  1.037797E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.033197E-30  1.038400E-30  1.039371E-30  1.043882E-30  1.038930E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.034218E-30  1.039580E-30  1.040533E-30  1.045170E-30  1.040067E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.035246E-30  1.040768E-30  1.041699E-30  1.046464E-30  1.041208E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.036282E-30  1.041964E-30  1.042871E-30  1.047764E-30  1.042354E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.037325E-30  1.043168E-30  1.044048E-30  1.049069E-30  1.043505E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.038374E-30  1.044380E-30  1.045230E-30  1.050379E-30  1.044659E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.039431E-30  1.045600E-30  1.046417E-30  1.051694E-30  1.045818E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.040495E-30  1.046828E-30  1.047609E-30  1.053015E-30  1.046982E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.041566E-30  1.048064E-30  1.048806E-30  1.054341E-30  1.048149E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.042644E-30  1.049309E-30  1.050008E-30  1.055671E-30  1.049320E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.043729E-30  1.050561E-30  1.051214E-30  1.057007E-30  1.050496E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.044821E-30  1.051821E-30  1.052426E-30  1.058348E-30  1.051675E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.045920E-30  1.053090E-30  1.053643E-30  1.059694E-30  1.052859E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.047027E-30  1.054366E-30  1.054864E-30  1.061045E-30  1.054046E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.048140E-30  1.055650E-30  1.056090E-30  1.062401E-30  1.055238E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.049260E-30  1.056943E-30  1.057320E-30  1.063761E-30  1.056433E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.050388E-30  1.058243E-30  1.058556E-30  1.065126E-30  1.057632E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.051523E-30  1.059552E-30  1.059796E-30  1.066496E-30  1.058834E-30  1.000000E-30  1.000000E-30  1.000000E-30
