    1   1  9.0157E-14
    1   2  4.4330E-30
    2   3  5.9827E-30
    2   4  9.9997E-01
    3   6  5.0014E-31
    3   7  4.1846E-30
    4   9  1.0412E-27
    5  10  3.0814E-29
    5  11  2.6456E-29
    6  12  2.1346E-06
    6  13  9.7459E-18
    7  14  1.2799E-26
    7  15  6.4944E-24
    8  16  1.3994E-09
    8  17  5.1740E-27
    8  18  1.3410E-18
    9  19  2.5863E-24
   10  20  1.2468E-09
   10  21  2.2469E-20
   10  22  3.3000E-23
   11  23  1.7427E-15
   12  24  3.9832E-10
   12  25  4.1360E-19
   12  26  1.2906E-15
   13  27  2.0108E-12
   14  28  3.8608E-11
   14  29  7.4576E-17
   14  30  2.9015E-14
   15  31  1.4483E-15
   16  32  1.1140E-14
   16  33  5.5482E-20
   16  34  2.9742E-17
   16  36  6.5075E-25
   17  35  2.4522E-20
   17  37  1.2839E-24
   18  36  1.5776E-19
   18  38  5.8775E-22
   18  40  2.6616E-26
   19  39  1.5985E-24
   19  40  4.4672E-26
   19  41  8.5165E-25
   20  40  1.0051E-24
   20  42  7.7555E-25
   20  43  2.0100E-24
   20  44  1.9210E-24
   20  46  4.4543E-26
   20  48  9.8228E-25
   21  45  1.0265E-24
   22  46  1.0045E-24
   22  47  1.6237E-24
   22  48  1.2788E-24
   22  49  1.2168E-24
   22  50  8.7399E-25
   23  50  2.4282E-26
   23  51  1.9879E-24
   24  50  2.8698E-26
   24  52  1.6847E-24
   24  53  1.3020E-21
   24  54  1.1501E-12
   25  55  1.7697E-13
   26  54  1.9729E-24
   26  56  1.3932E-05
   26  57  6.9494E-06
   26  58  7.1878E-06
   27  59  2.0249E-06
   28  58  1.4523E-24
   28  60  3.8822E-07
   28  61  1.5599E-08
   28  62  9.1208E-10
   28  64  3.6068E-13
   29  63  1.3325E-11
   29  65  2.6592E-15
   30  64  1.4516E-24
   30  66  6.0236E-17
   30  67  6.2269E-19
   30  68  7.3302E-21
   30  70  1.4434E-24
   31  69  9.4459E-23
   31  71  1.2394E-24
   32  70  3.8158E-26
   32  72  1.3184E-24
   32  73  3.9046E-25
   32  74  1.2725E-24
   32  76  1.4130E-24
   33  75  2.4283E-24
   34  74  8.1046E-25
   34  76  9.2189E-25
   34  77  2.2047E-24
   34  78  2.2713E-24
   34  80  3.0811E-24
   34  82  2.4586E-24
   35  79  2.4397E-24
   35  81  1.0160E-24
   36  78  1.4437E-26
   36  80  1.6237E-24
   36  82  2.0152E-25
   36  83  2.6902E-24
   36  84  2.4476E-24
   36  86  2.5159E-24
   37  85  9.2619E-25
   37  87  2.0030E-25
   38  84  8.8344E-25
   38  86  1.7977E-25
   38  87  1.1652E-25
   38  88  5.9640E-24
   39  89  3.0399E-24
   40  90  6.6740E-25
   40  91  1.2632E-24
   40  92  4.9976E-24
   40  94  1.8875E-24
   40  96  1.9321E-24
   41  93  4.4475E-25
   42  92  1.0550E-24
   42  94  9.5462E-26
   42  95  1.0447E-24
   42  96  4.7240E-26
   42  97  3.1595E-24
   42  98  1.9713E-24
   42 100  2.5604E-24
   44  96  2.1794E-25
   44  98  1.2669E-26
   44  99  4.6394E-25
   44 100  1.9741E-26
   44 101  1.1822E-24
   44 102  1.1596E-24
   44 104  1.4375E-24
   45 103  1.5273E-24
   46 102  8.0736E-27
   46 104  1.1257E-24
   46 105  1.0944E-24
   46 106  2.4644E-24
   46 108  3.0340E-24
   46 110  2.1409E-24
   47 107  5.5461E-25
   47 109  2.5328E-24
   48 106  1.1514E-24
   48 108  8.9211E-26
   48 110  6.6064E-26
   48 111  1.4238E-24
   48 112  2.6118E-24
   48 113  4.8571E-26
   48 114  5.0524E-25
   48 116  1.9348E-24
   49 113  1.1814E-26
   49 115  4.0681E-25
   50 112  1.6043E-26
   50 114  2.4999E-26
   50 115  9.0657E-27
   50 116  3.5157E-26
   50 117  8.1591E-25
   50 118  1.0585E-24
   50 119  4.3973E-25
   50 120  2.6666E-25
   50 122  1.6130E-24
   50 124  2.3382E-24
   51 121  1.5076E-25
   51 123  2.7024E-24
   52 120  4.2597E-27
   52 122  7.7463E-27
   52 123  4.1930E-27
   52 124  8.0633E-27
   52 125  2.4378E-24
   52 126  2.3591E-24
   52 128  2.0433E-24
   52 130  3.1803E-24
   53 127  3.8331E-24
   54 124  4.1554E-27
   54 126  7.5828E-27
   54 128  1.1613E-26
   54 129  2.4641E-24
   54 130  1.1354E-26
   54 131  6.1177E-25
   54 132  3.8496E-24
   54 134  1.6350E-24
   54 136  1.3639E-25
   55 133  8.6442E-25
   56 130  5.5720E-27
   56 132  9.2667E-27
   56 134  1.7971E-26
   56 135  1.5219E-24
   56 136  4.0225E-26
   56 137  4.1182E-24
   56 138  2.4157E-24
   57 138  3.6871E-27
   57 139  2.3444E-24
   58 136  1.0999E-26
   58 138  1.9569E-26
   58 140  4.1685E-25
   58 142  4.0293E-25
   59 141  1.7916E-24
   60 142  8.7534E-26
   60 143  1.9082E-24
   60 144  1.7986E-24
   60 145  1.4023E-24
   60 146  1.6750E-24
   60 148  4.4136E-24
   60 150  9.8263E-25
   62 144  2.7566E-26
   62 147  2.7433E-24
   62 148  1.9388E-26
   62 149  1.4348E-24
   62 150  1.6824E-26
   62 152  2.4353E-24
   62 154  2.3859E-24
   63 151  1.6371E-24
   63 153  3.2612E-24
   64 152  1.5341E-26
   64 154  6.6345E-27
   64 155  2.3230E-24
   64 156  3.4957E-24
   64 157  2.7415E-24
   64 158  6.1745E-24
   64 160  3.5692E-24
   65 159  4.5730E-24
   66 156  4.2400E-27
   66 158  4.5910E-27
   66 160  5.6531E-27
   66 161  2.6729E-24
   66 162  5.0602E-24
   66 163  6.1584E-24
   66 164  4.9856E-24
   67 165  3.5690E-24
   68 162  3.2915E-27
   68 164  4.1543E-27
   68 166  2.9379E-24
   68 167  4.4023E-24
   68 168  2.9452E-24
   68 170  5.8678E-24
   69 169  3.2679E-24
   70 168  2.9565E-27
   70 170  4.4855E-27
   70 171  2.3566E-24
   70 172  2.8721E-24
   70 173  3.1102E-24
   70 174  2.3515E-24
   70 176  1.9869E-24
   71 175  1.6838E-24
   71 176  6.9688E-28
   72 174  2.1362E-26
   72 176  1.1087E-26
   72 177  2.4252E-24
   72 178  5.0526E-24
   72 179  4.0469E-24
   72 180  3.3351E-24
   73 180  4.7588E-28
   73 181  2.6163E-24
   74 180  3.6448E-27
   74 182  1.6170E-24
   74 183  1.2948E-24
   74 184  9.2260E-25
   74 186  9.8436E-25
   75 185  1.6690E-24
   75 187  1.3025E-24
   76 184  2.6746E-27
   76 186  4.2320E-27
   76 187  3.3554E-27
   76 188  1.1544E-24
   76 189  1.7757E-24
   76 190  1.1931E-24
   76 192  2.8285E-24
   77 191  3.1902E-24
   77 193  7.0691E-24
   78 190  2.8159E-27
   78 192  3.2711E-27
   78 194  5.3287E-24
   78 195  7.9048E-24
   78 196  4.1295E-24
   78 198  8.7723E-24
   79 197  1.0780E-23
   80 196  3.2553E-27
   80 198  8.0519E-27
   80 199  7.3768E-24
   80 200  1.0851E-23
   80 201  1.8534E-24
   80 202  1.2824E-23
   80 204  8.9963E-24
   81 203  4.4597E-25
   81 205  2.5373E-24
   82 204  8.0128E-27
   82 206  6.2885E-24
   82 207  4.2113E-24
   82 208  4.6499E-24
   83 209  3.1980E-24
   90 232  1.0886E-24
   92 235  1.9374E-23
   92 238  4.4772E-27
