 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                te144         te145         te146         te147         te148         te149         te150         te151
     27  8.489118412102E-05  1.003257E-30  1.001820E-30  1.003685E-30  1.002876E-30  1.003843E-30  1.005433E-30  1.005339E-30  1.006205E-30
     28  9.570255892797E-05  1.003671E-30  1.002051E-30  1.004153E-30  1.003242E-30  1.004332E-30  1.006123E-30  1.006017E-30  1.006994E-30
     29  1.070853065563E-04  1.004107E-30  1.002295E-30  1.004647E-30  1.003627E-30  1.004846E-30  1.006851E-30  1.006732E-30  1.007823E-30
     30  1.190882425669E-04  1.004568E-30  1.002552E-30  1.005167E-30  1.004033E-30  1.005389E-30  1.007617E-30  1.007484E-30  1.008697E-30
     31  1.366291075688E-04  1.005240E-30  1.002927E-30  1.005927E-30  1.004626E-30  1.006181E-30  1.008737E-30  1.008584E-30  1.009974E-30
     32  1.695708820900E-04  1.006502E-30  1.003631E-30  1.007354E-30  1.005739E-30  1.007667E-30  1.010838E-30  1.010646E-30  1.012369E-30
     33  1.992873377730E-04  1.007640E-30  1.004266E-30  1.008641E-30  1.006741E-30  1.009007E-30  1.012731E-30  1.012504E-30  1.014526E-30
     34  2.264248739983E-04  1.008679E-30  1.004846E-30  1.009815E-30  1.007656E-30  1.010230E-30  1.014459E-30  1.014198E-30  1.016493E-30
     35  2.515933231106E-04  1.009643E-30  1.005383E-30  1.010903E-30  1.008504E-30  1.011363E-30  1.016060E-30  1.015768E-30  1.018315E-30
     36  2.753099894686E-04  1.010550E-30  1.005889E-30  1.011929E-30  1.009303E-30  1.012430E-30  1.017568E-30  1.017246E-30  1.020029E-30
     37  2.979926919870E-04  1.011418E-30  1.006373E-30  1.012909E-30  1.010066E-30  1.013450E-30  1.019009E-30  1.018658E-30  1.021667E-30
     38  3.199702121451E-04  1.012258E-30  1.006841E-30  1.013858E-30  1.010805E-30  1.014438E-30  1.020404E-30  1.020025E-30  1.023253E-30
     39  3.524429751724E-04  1.013500E-30  1.007533E-30  1.015260E-30  1.011896E-30  1.015896E-30  1.022464E-30  1.022043E-30  1.025592E-30
     40  3.836809895565E-04  1.014694E-30  1.008197E-30  1.016608E-30  1.012945E-30  1.017298E-30  1.024443E-30  1.023981E-30  1.027839E-30
     41  4.138876583201E-04  1.015848E-30  1.008840E-30  1.017910E-30  1.013958E-30  1.018652E-30  1.026356E-30  1.025853E-30  1.030008E-30
     42  4.432651277490E-04  1.016970E-30  1.009464E-30  1.019176E-30  1.014943E-30  1.019967E-30  1.028214E-30  1.027671E-30  1.032115E-30
     43  4.720041568584E-04  1.018068E-30  1.010075E-30  1.020414E-30  1.015905E-30  1.021254E-30  1.030030E-30  1.029447E-30  1.034173E-30
     44  5.002792532552E-04  1.019147E-30  1.010675E-30  1.021632E-30  1.016851E-30  1.022518E-30  1.031816E-30  1.031193E-30  1.036195E-30
     45  5.282472522620E-04  1.020214E-30  1.011269E-30  1.022835E-30  1.017786E-30  1.023768E-30  1.033580E-30  1.032918E-30  1.038192E-30
     46  5.560479783168E-04  1.021275E-30  1.011858E-30  1.024031E-30  1.018715E-30  1.025009E-30  1.035333E-30  1.034630E-30  1.040174E-30
     47  5.838060709037E-04  1.022333E-30  1.012447E-30  1.025224E-30  1.019641E-30  1.026247E-30  1.037081E-30  1.036338E-30  1.042151E-30
     48  6.116334118686E-04  1.023394E-30  1.013036E-30  1.026420E-30  1.020569E-30  1.027488E-30  1.038832E-30  1.038048E-30  1.044130E-30
     49  6.396318340541E-04  1.024461E-30  1.013629E-30  1.027622E-30  1.021502E-30  1.028735E-30  1.040593E-30  1.039767E-30  1.046118E-30
     50  6.678959636874E-04  1.025538E-30  1.014226E-30  1.028835E-30  1.022443E-30  1.029993E-30  1.042368E-30  1.041500E-30  1.048122E-30
     51  6.965161747902E-04  1.026628E-30  1.014832E-30  1.030063E-30  1.023396E-30  1.031266E-30  1.044165E-30  1.043253E-30  1.050149E-30
     52  7.255817382538E-04  1.027735E-30  1.015446E-30  1.031309E-30  1.024362E-30  1.032558E-30  1.045988E-30  1.045031E-30  1.052204E-30
     53  7.551843574001E-04  1.028861E-30  1.016071E-30  1.032578E-30  1.025345E-30  1.033872E-30  1.047843E-30  1.046839E-30  1.054295E-30
     54  7.854224313090E-04  1.030012E-30  1.016709E-30  1.033873E-30  1.026349E-30  1.035214E-30  1.049736E-30  1.048684E-30  1.056427E-30
     55  8.164066374138E-04  1.031190E-30  1.017362E-30  1.035199E-30  1.027376E-30  1.036587E-30  1.051674E-30  1.050572E-30  1.058608E-30
     56  8.482679080764E-04  1.032402E-30  1.018034E-30  1.036562E-30  1.028432E-30  1.037998E-30  1.053665E-30  1.052511E-30  1.060848E-30
     57  8.811699017317E-04  1.033652E-30  1.018727E-30  1.037969E-30  1.029521E-30  1.039454E-30  1.055719E-30  1.054511E-30  1.063157E-30
     58  9.153304977871E-04  1.034950E-30  1.019445E-30  1.039429E-30  1.030650E-30  1.040965E-30  1.057849E-30  1.056584E-30  1.065550E-30
     59  9.510634923056E-04  1.036307E-30  1.020197E-30  1.040955E-30  1.031831E-30  1.042543E-30  1.060075E-30  1.058750E-30  1.068049E-30
     60  9.888739022907E-04  1.037743E-30  1.020991E-30  1.042569E-30  1.033078E-30  1.044211E-30  1.062428E-30  1.061038E-30  1.070689E-30
     61  1.029744313280E-03  1.039293E-30  1.021849E-30  1.044311E-30  1.034426E-30  1.046013E-30  1.064968E-30  1.063507E-30  1.073536E-30
     62  1.076805333108E-03  1.041078E-30  1.022836E-30  1.046317E-30  1.035975E-30  1.048084E-30  1.067889E-30  1.066345E-30  1.076808E-30
     63  1.127478238084E-03  1.042999E-30  1.023898E-30  1.048474E-30  1.037641E-30  1.050312E-30  1.071030E-30  1.069394E-30  1.080323E-30
     64  1.179263354774E-03  1.044961E-30  1.024982E-30  1.050677E-30  1.039341E-30  1.052585E-30  1.074235E-30  1.072504E-30  1.083906E-30
     65  1.231720185468E-03  1.046947E-30  1.026079E-30  1.052906E-30  1.041060E-30  1.054885E-30  1.077476E-30  1.075648E-30  1.087525E-30
     66  1.284679788904E-03  1.048951E-30  1.027184E-30  1.055154E-30  1.042794E-30  1.057203E-30  1.080743E-30  1.078814E-30  1.091170E-30
     67  1.338068714676E-03  1.050970E-30  1.028298E-30  1.057418E-30  1.044538E-30  1.059537E-30  1.084031E-30  1.081999E-30  1.094835E-30
     68  1.391852718980E-03  1.053003E-30  1.029419E-30  1.059697E-30  1.046293E-30  1.061884E-30  1.087339E-30  1.085201E-30  1.098517E-30
     69  1.446014888479E-03  1.055049E-30  1.030546E-30  1.061990E-30  1.048058E-30  1.064244E-30  1.090664E-30  1.088418E-30  1.102215E-30
     70  1.500546342624E-03  1.057107E-30  1.031679E-30  1.064295E-30  1.049832E-30  1.066617E-30  1.094006E-30  1.091649E-30  1.105928E-30
     71  1.555442065896E-03  1.059178E-30  1.032819E-30  1.066614E-30  1.051615E-30  1.069002E-30  1.097365E-30  1.094895E-30  1.109656E-30
     72  1.610698967280E-03  1.061261E-30  1.033965E-30  1.068946E-30  1.053407E-30  1.071399E-30  1.100741E-30  1.098154E-30  1.113399E-30
     73  1.666314948699E-03  1.063357E-30  1.035117E-30  1.071291E-30  1.055208E-30  1.073808E-30  1.104133E-30  1.101428E-30  1.117155E-30
     74  1.722288445659E-03  1.065465E-30  1.036275E-30  1.073649E-30  1.057017E-30  1.076229E-30  1.107540E-30  1.104714E-30  1.120925E-30
     75  1.778618195039E-03  1.067584E-30  1.037439E-30  1.076018E-30  1.058835E-30  1.078661E-30  1.110964E-30  1.108014E-30  1.124708E-30
     76  1.835303663832E-03  1.069716E-30  1.038609E-30  1.078401E-30  1.060662E-30  1.081105E-30  1.114404E-30  1.111327E-30  1.128505E-30
     77  1.892344396716E-03  1.071860E-30  1.039784E-30  1.080796E-30  1.062497E-30  1.083561E-30  1.117859E-30  1.114653E-30  1.132315E-30
     78  1.949739812628E-03  1.074015E-30  1.040966E-30  1.083203E-30  1.064340E-30  1.086027E-30  1.121329E-30  1.117991E-30  1.136137E-30
     79  2.007489276907E-03  1.076183E-30  1.042153E-30  1.085623E-30  1.066192E-30  1.088505E-30  1.124815E-30  1.121342E-30  1.139973E-30
     80  2.065592139419E-03  1.078362E-30  1.043347E-30  1.088055E-30  1.068052E-30  1.090995E-30  1.128317E-30  1.124706E-30  1.143820E-30
     81  2.124047755162E-03  1.080554E-30  1.044546E-30  1.090499E-30  1.069921E-30  1.093495E-30  1.131833E-30  1.128081E-30  1.147680E-30
     82  2.182855495215E-03  1.082757E-30  1.045750E-30  1.092955E-30  1.071797E-30  1.096006E-30  1.135364E-30  1.131469E-30  1.151552E-30
     83  2.242014752368E-03  1.084971E-30  1.046961E-30  1.095423E-30  1.073681E-30  1.098528E-30  1.138910E-30  1.134869E-30  1.155436E-30
     84  2.301524943777E-03  1.087197E-30  1.048177E-30  1.097903E-30  1.075574E-30  1.101061E-30  1.142471E-30  1.138280E-30  1.159331E-30
     85  2.361385511936E-03  1.089435E-30  1.049398E-30  1.100395E-30  1.077474E-30  1.103605E-30  1.146046E-30  1.141703E-30  1.163237E-30
     86  2.421595924701E-03  1.091685E-30  1.050625E-30  1.102899E-30  1.079382E-30  1.106159E-30  1.149635E-30  1.145137E-30  1.167155E-30
     87  2.482155674804E-03  1.093946E-30  1.051858E-30  1.105414E-30  1.081298E-30  1.108724E-30  1.153239E-30  1.148583E-30  1.171084E-30
     88  2.543064279071E-03  1.096218E-30  1.053096E-30  1.107942E-30  1.083222E-30  1.111299E-30  1.156857E-30  1.152040E-30  1.175023E-30
     89  2.604321277494E-03  1.098502E-30  1.054340E-30  1.110481E-30  1.085153E-30  1.113885E-30  1.160489E-30  1.155507E-30  1.178973E-30
     90  2.665926232237E-03  1.100797E-30  1.055589E-30  1.113031E-30  1.087092E-30  1.116480E-30  1.164135E-30  1.158986E-30  1.182934E-30
     91  2.727878734382E-03  1.103104E-30  1.056843E-30  1.115593E-30  1.089039E-30  1.119086E-30  1.167794E-30  1.162475E-30  1.186904E-30
     92  2.790178404165E-03  1.105422E-30  1.058103E-30  1.118166E-30  1.090992E-30  1.121703E-30  1.171467E-30  1.165975E-30  1.190885E-30
     93  2.852824875480E-03  1.107751E-30  1.059368E-30  1.120751E-30  1.092954E-30  1.124329E-30  1.175154E-30  1.169485E-30  1.194875E-30
     94  2.915817796872E-03  1.110091E-30  1.060638E-30  1.123347E-30  1.094922E-30  1.126965E-30  1.178854E-30  1.173005E-30  1.198875E-30
     95  2.979156831833E-03  1.112443E-30  1.061914E-30  1.125955E-30  1.096898E-30  1.129611E-30  1.182567E-30  1.176535E-30  1.202884E-30
