 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cu54          cu55          cu56          cu57          cu58          cu59          cu60          cu61 
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000887E-30  1.001251E-30  1.000683E-30  1.000323E-30  1.000000E-30  1.000001E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.001000E-30  1.001410E-30  1.000770E-30  1.000364E-30  1.000000E-30  1.000001E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.001120E-30  1.001578E-30  1.000862E-30  1.000407E-30  1.000000E-30  1.000001E-30
     30  1.190882425669E-04  1.000000E-30  1.000241E-30  1.001247E-30  1.001756E-30  1.000959E-30  1.000453E-30  1.000001E-30  1.000001E-30
     31  1.366291075688E-04  1.000000E-30  1.000913E-30  1.001433E-30  1.002015E-30  1.001101E-30  1.000520E-30  1.000001E-30  1.000001E-30
     32  1.695708820900E-04  1.000000E-30  1.000594E-30  1.001784E-30  1.002503E-30  1.001367E-30  1.000645E-30  1.000001E-30  1.000001E-30
     33  1.992873377730E-04  1.000000E-30  1.000390E-30  1.002102E-30  1.002943E-30  1.001607E-30  1.000758E-30  1.000001E-30  1.000002E-30
     34  2.264248739983E-04  1.000000E-30  1.000245E-30  1.002393E-30  1.003346E-30  1.001827E-30  1.000862E-30  1.000001E-30  1.000002E-30
     35  2.515933231106E-04  1.000000E-30  1.000154E-30  1.002665E-30  1.003720E-30  1.002031E-30  1.000958E-30  1.000001E-30  1.000002E-30
     36  2.753099894686E-04  1.000000E-30  1.000098E-30  1.002922E-30  1.004073E-30  1.002224E-30  1.001048E-30  1.000001E-30  1.000002E-30
     37  2.979926919870E-04  1.000000E-30  1.000065E-30  1.003169E-30  1.004410E-30  1.002408E-30  1.001135E-30  1.000001E-30  1.000002E-30
     38  3.199702121451E-04  1.000000E-30  1.000879E-30  1.003409E-30  1.004738E-30  1.002587E-30  1.001218E-30  1.000001E-30  1.000002E-30
     39  3.524429751724E-04  1.000000E-30  1.000563E-30  1.003765E-30  1.005222E-30  1.002851E-30  1.001342E-30  1.000002E-30  1.000003E-30
     40  3.836809895565E-04  1.000000E-30  1.000484E-30  1.004109E-30  1.005689E-30  1.003106E-30  1.001462E-30  1.000002E-30  1.000003E-30
     41  4.138876583201E-04  1.000000E-30  1.000419E-30  1.004444E-30  1.006141E-30  1.003352E-30  1.001577E-30  1.000002E-30  1.000003E-30
     42  4.432651277490E-04  1.000000E-30  1.000369E-30  1.004771E-30  1.006581E-30  1.003592E-30  1.001689E-30  1.000002E-30  1.000003E-30
     43  4.720041568584E-04  1.000000E-30  1.000332E-30  1.005092E-30  1.007012E-30  1.003827E-30  1.001799E-30  1.000002E-30  1.000004E-30
     44  5.002792532552E-04  1.000000E-30  1.000306E-30  1.005410E-30  1.007437E-30  1.004058E-30  1.001907E-30  1.000002E-30  1.000004E-30
     45  5.282472522620E-04  1.000000E-30  1.000289E-30  1.005726E-30  1.007857E-30  1.004287E-30  1.002014E-30  1.000002E-30  1.000004E-30
     46  5.560479783168E-04  1.000000E-30  1.000280E-30  1.006041E-30  1.008275E-30  1.004515E-30  1.002121E-30  1.000002E-30  1.000004E-30
     47  5.838060709037E-04  1.000000E-30  1.000278E-30  1.006356E-30  1.008694E-30  1.004743E-30  1.002227E-30  1.000003E-30  1.000005E-30
     48  6.116334118686E-04  1.000000E-30  1.000282E-30  1.006675E-30  1.009114E-30  1.004972E-30  1.002333E-30  1.000003E-30  1.000005E-30
     49  6.396318340541E-04  1.000000E-30  1.000291E-30  1.006996E-30  1.009536E-30  1.005202E-30  1.002441E-30  1.000003E-30  1.000005E-30
     50  6.678959636874E-04  1.000000E-30  1.000306E-30  1.007322E-30  1.009964E-30  1.005435E-30  1.002549E-30  1.000003E-30  1.000005E-30
     51  6.965161747902E-04  1.000000E-30  1.000325E-30  1.007653E-30  1.010397E-30  1.005671E-30  1.002659E-30  1.000003E-30  1.000005E-30
     52  7.255817382538E-04  1.000000E-30  1.000351E-30  1.007991E-30  1.010838E-30  1.005911E-30  1.002770E-30  1.000003E-30  1.000006E-30
     53  7.551843574001E-04  1.000000E-30  1.000383E-30  1.008337E-30  1.011287E-30  1.006155E-30  1.002884E-30  1.000003E-30  1.000006E-30
     54  7.854224313090E-04  1.000000E-30  1.000421E-30  1.008692E-30  1.011746E-30  1.006405E-30  1.003000E-30  1.000003E-30  1.000006E-30
     55  8.164066374138E-04  1.000000E-30  1.000468E-30  1.009057E-30  1.012218E-30  1.006662E-30  1.003119E-30  1.000004E-30  1.000006E-30
     56  8.482679080764E-04  1.000000E-30  1.000524E-30  1.009434E-30  1.012703E-30  1.006926E-30  1.003241E-30  1.000004E-30  1.000007E-30
     57  8.811699017317E-04  1.000000E-30  1.000591E-30  1.009826E-30  1.013205E-30  1.007199E-30  1.003368E-30  1.000004E-30  1.000007E-30
     58  9.153304977871E-04  1.000000E-30  1.000674E-30  1.010234E-30  1.013727E-30  1.007483E-30  1.003499E-30  1.000004E-30  1.000007E-30
     59  9.510634923056E-04  1.000000E-30  1.000775E-30  1.010664E-30  1.014274E-30  1.007780E-30  1.003636E-30  1.000004E-30  1.000007E-30
     60  9.888739022907E-04  1.000000E-30  1.000902E-30  1.011120E-30  1.014853E-30  1.008095E-30  1.003782E-30  1.000004E-30  1.000008E-30
     61  1.029744313280E-03  1.000000E-30  1.001059E-30  1.011617E-30  1.015480E-30  1.008436E-30  1.003939E-30  1.000005E-30  1.000008E-30
     62  1.076805333108E-03  1.000000E-30  1.001188E-30  1.012192E-30  1.016204E-30  1.008829E-30  1.004120E-30  1.000005E-30  1.000008E-30
     63  1.127478238084E-03  1.000000E-30  1.001101E-30  1.012816E-30  1.016985E-30  1.009254E-30  1.004316E-30  1.000005E-30  1.000009E-30
     64  1.179263354774E-03  1.000000E-30  1.001046E-30  1.013459E-30  1.017784E-30  1.009688E-30  1.004516E-30  1.000005E-30  1.000009E-30
     65  1.231720185468E-03  1.000000E-30  1.001006E-30  1.014114E-30  1.018595E-30  1.010129E-30  1.004718E-30  1.000005E-30  1.000010E-30
     66  1.284679788904E-03  1.000000E-30  1.000973E-30  1.014780E-30  1.019416E-30  1.010574E-30  1.004923E-30  1.000006E-30  1.000010E-30
     67  1.338068714676E-03  1.000000E-30  1.000942E-30  1.015457E-30  1.020246E-30  1.011025E-30  1.005129E-30  1.000006E-30  1.000010E-30
     68  1.391852718980E-03  1.000000E-30  1.000911E-30  1.016143E-30  1.021083E-30  1.011479E-30  1.005337E-30  1.000006E-30  1.000011E-30
     69  1.446014888479E-03  1.000000E-30  1.000880E-30  1.016840E-30  1.021928E-30  1.011938E-30  1.005547E-30  1.000006E-30  1.000011E-30
     70  1.500546342624E-03  1.000000E-30  1.000849E-30  1.017546E-30  1.022781E-30  1.012400E-30  1.005758E-30  1.000007E-30  1.000012E-30
     71  1.555442065896E-03  1.000000E-30  1.000816E-30  1.018263E-30  1.023641E-30  1.012867E-30  1.005971E-30  1.000007E-30  1.000012E-30
     72  1.610698967280E-03  1.000000E-30  1.000781E-30  1.018989E-30  1.024509E-30  1.013338E-30  1.006185E-30  1.000007E-30  1.000012E-30
     73  1.666314948699E-03  1.000000E-30  1.000746E-30  1.019725E-30  1.025385E-30  1.013812E-30  1.006401E-30  1.000007E-30  1.000013E-30
     74  1.722288445659E-03  1.000000E-30  1.000709E-30  1.020471E-30  1.026268E-30  1.014291E-30  1.006618E-30  1.000008E-30  1.000013E-30
     75  1.778618195039E-03  1.000000E-30  1.000670E-30  1.021227E-30  1.027158E-30  1.014773E-30  1.006837E-30  1.000008E-30  1.000014E-30
     76  1.835303663832E-03  1.000000E-30  1.000630E-30  1.021994E-30  1.028056E-30  1.015260E-30  1.007058E-30  1.000008E-30  1.000014E-30
     77  1.892344396716E-03  1.000000E-30  1.000589E-30  1.022771E-30  1.028962E-30  1.015751E-30  1.007280E-30  1.000008E-30  1.000015E-30
     78  1.949739812628E-03  1.000000E-30  1.000546E-30  1.023558E-30  1.029875E-30  1.016245E-30  1.007504E-30  1.000009E-30  1.000015E-30
     79  2.007489276907E-03  1.000000E-30  1.000501E-30  1.024356E-30  1.030796E-30  1.016744E-30  1.007729E-30  1.000009E-30  1.000016E-30
     80  2.065592139419E-03  1.000000E-30  1.000455E-30  1.025164E-30  1.031725E-30  1.017247E-30  1.007956E-30  1.000009E-30  1.000016E-30
     81  2.124047755162E-03  1.000000E-30  1.000408E-30  1.025983E-30  1.032662E-30  1.017753E-30  1.008184E-30  1.000009E-30  1.000016E-30
     82  2.182855495215E-03  1.000000E-30  1.000359E-30  1.026813E-30  1.033606E-30  1.018264E-30  1.008414E-30  1.000010E-30  1.000017E-30
     83  2.242014752368E-03  1.000000E-30  1.000308E-30  1.027653E-30  1.034558E-30  1.018779E-30  1.008645E-30  1.000010E-30  1.000017E-30
     84  2.301524943777E-03  1.000000E-30  1.000257E-30  1.028505E-30  1.035518E-30  1.019299E-30  1.008878E-30  1.000010E-30  1.000018E-30
     85  2.361385511936E-03  1.000000E-30  1.000203E-30  1.029367E-30  1.036486E-30  1.019822E-30  1.009113E-30  1.000010E-30  1.000018E-30
     86  2.421595924701E-03  1.000000E-30  1.000149E-30  1.030241E-30  1.037461E-30  1.020349E-30  1.009349E-30  1.000011E-30  1.000019E-30
     87  2.482155674804E-03  1.000000E-30  1.000093E-30  1.031126E-30  1.038445E-30  1.020881E-30  1.009586E-30  1.000011E-30  1.000019E-30
     88  2.543064279071E-03  1.000000E-30  1.000035E-30  1.032022E-30  1.039436E-30  1.021417E-30  1.009826E-30  1.000011E-30  1.000020E-30
     89  2.604321277494E-03  1.000000E-30  1.000000E-30  1.032929E-30  1.040435E-30  1.021956E-30  1.010066E-30  1.000012E-30  1.000020E-30
     90  2.665926232237E-03  1.000000E-30  1.000000E-30  1.033848E-30  1.041442E-30  1.022501E-30  1.010309E-30  1.000012E-30  1.000021E-30
     91  2.727878734382E-03  1.000000E-30  1.000000E-30  1.034778E-30  1.042458E-30  1.023049E-30  1.010553E-30  1.000012E-30  1.000021E-30
     92  2.790178404165E-03  1.000000E-30  1.000000E-30  1.035720E-30  1.043481E-30  1.023602E-30  1.010798E-30  1.000012E-30  1.000022E-30
     93  2.852824875480E-03  1.000000E-30  1.000000E-30  1.036674E-30  1.044512E-30  1.024158E-30  1.011045E-30  1.000013E-30  1.000022E-30
     94  2.915817796872E-03  1.000000E-30  1.000000E-30  1.037639E-30  1.045552E-30  1.024719E-30  1.011294E-30  1.000013E-30  1.000023E-30
     95  2.979156831833E-03  1.000000E-30  1.000000E-30  1.038616E-30  1.046599E-30  1.025285E-30  1.011544E-30  1.000013E-30  1.000023E-30
